time_ns,mean_induced_D,max_induced_D
1.221000003640296505e+01,1.709479689598083496e-01,4.449751973152160645e-01
1.222000003643277921e+01,1.716181039810180664e-01,4.482498168945312500e-01
1.223000003646259337e+01,1.767118275165557861e-01,5.185546875000000000e-01
1.224000003649240575e+01,1.760196238756179810e-01,4.940754175186157227e-01
1.225000003652221992e+01,1.694625914096832275e-01,4.359285235404968262e-01
1.226000003655203408e+01,1.697542816400527954e-01,5.551385283470153809e-01
1.227000003658184824e+01,1.658083498477935791e-01,5.025428533554077148e-01
1.228000003661166240e+01,1.739474534988403320e-01,4.866285026073455811e-01
1.229000003664147656e+01,1.701157689094543457e-01,4.819582402706146240e-01
1.230000003667129072e+01,1.642815619707107544e-01,4.646284282207489014e-01
1.231000003670110488e+01,1.679470241069793701e-01,4.924785494804382324e-01
1.232000003673091904e+01,1.709723770618438721e-01,4.965690374374389648e-01
1.233000003676073320e+01,1.651583611965179443e-01,4.355186223983764648e-01
1.234000003679054736e+01,1.655462533235549927e-01,5.171837806701660156e-01
1.235000003682036152e+01,1.698913276195526123e-01,5.229960083961486816e-01
1.236000003685017568e+01,1.758252829313278198e-01,4.564726948738098145e-01
1.237000003687998984e+01,1.759549081325531006e-01,5.185019969940185547e-01
1.238000003690980400e+01,1.768728941679000854e-01,4.837227165699005127e-01
1.239000003693961816e+01,1.787633001804351807e-01,4.468264579772949219e-01
1.240000003696943232e+01,1.742608249187469482e-01,4.926329255104064941e-01
1.241000003699924470e+01,1.793704628944396973e-01,5.137472152709960938e-01
1.242000003702905886e+01,1.748149245977401733e-01,4.852497875690460205e-01
1.243000003705887302e+01,1.675474494695663452e-01,4.635127484798431396e-01
1.244000003708868718e+01,1.680155396461486816e-01,4.583795070648193359e-01
1.245000003711850134e+01,1.763132363557815552e-01,5.168439149856567383e-01
1.246000003714831550e+01,1.730179637670516968e-01,5.130227804183959961e-01
1.247000003717812966e+01,1.869648545980453491e-01,6.265330314636230469e-01
1.248000003720794382e+01,1.748389154672622681e-01,4.446026086807250977e-01
1.249000003723775798e+01,1.727730482816696167e-01,4.594935774803161621e-01
1.250000003726757214e+01,1.797244697809219360e-01,4.772020578384399414e-01
1.251000003729738630e+01,1.744756996631622314e-01,4.572812020778656006e-01
1.252000003732720046e+01,1.831726431846618652e-01,5.478658676147460938e-01
1.253000003735701462e+01,1.733931005001068115e-01,4.801917374134063721e-01
1.254000003738682878e+01,1.701557934284210205e-01,4.161624610424041748e-01
1.255000003741664294e+01,1.762267500162124634e-01,5.132377147674560547e-01
1.256000003744645710e+01,1.784338355064392090e-01,4.324988424777984619e-01
1.257000003747627126e+01,1.829319447278976440e-01,5.333747863769531250e-01
1.258000003750608542e+01,1.742090731859207153e-01,4.338709414005279541e-01
1.259000003753589780e+01,1.781892180442810059e-01,4.375789165496826172e-01
1.260000003756571196e+01,1.723509132862091064e-01,4.561351239681243896e-01
1.261000003759552612e+01,1.733168363571166992e-01,4.563472867012023926e-01
1.262000003762534028e+01,1.855924725532531738e-01,4.689694643020629883e-01
1.263000003765515444e+01,1.738813072443008423e-01,5.992165207862854004e-01
1.264000003768496860e+01,1.792950034141540527e-01,5.067514181137084961e-01
1.265000003771478276e+01,1.824222505092620850e-01,5.615605711936950684e-01
1.266000003774459692e+01,1.718179136514663696e-01,4.877244830131530762e-01
1.267000003777441108e+01,1.830939203500747681e-01,5.042901635169982910e-01
1.268000003780422524e+01,1.758557409048080444e-01,4.161246418952941895e-01
1.269000003783403940e+01,1.726414710283279419e-01,4.911586046218872070e-01
1.270000003786385356e+01,1.862450689077377319e-01,4.694073200225830078e-01
1.271000003789366772e+01,1.799618601799011230e-01,4.655727744102478027e-01
1.272000003792348188e+01,1.786423027515411377e-01,5.150576829910278320e-01
1.273000003795329604e+01,1.791339069604873657e-01,4.548563957214355469e-01
1.274000003798311020e+01,1.780528426170349121e-01,4.548673927783966064e-01
1.275000003801292436e+01,1.695660054683685303e-01,4.654611945152282715e-01
1.276000003804273675e+01,1.746173053979873657e-01,4.097323715686798096e-01
1.277000003807255091e+01,1.707132458686828613e-01,5.037968158721923828e-01
1.278000003810236507e+01,1.757826954126358032e-01,5.015701651573181152e-01
1.279000003813217923e+01,1.682867407798767090e-01,4.542074799537658691e-01
1.280000003816199339e+01,1.722694039344787598e-01,4.185582697391510010e-01
1.281000003819180755e+01,1.795704066753387451e-01,5.753157734870910645e-01
1.282000003822162171e+01,1.734165996313095093e-01,4.734275043010711670e-01
1.283000003825143587e+01,1.751932203769683838e-01,4.553339183330535889e-01
1.284000003828125003e+01,1.732501089572906494e-01,4.623736739158630371e-01
1.285000003831106419e+01,1.759854853153228760e-01,5.160603523254394531e-01
1.286000003834087835e+01,1.649513840675354004e-01,4.790157377719879150e-01
1.287000003837069251e+01,1.685428917407989502e-01,5.219511389732360840e-01
1.288000003840050667e+01,1.705743968486785889e-01,5.231959819793701172e-01
1.289000003843032083e+01,1.727773547172546387e-01,4.884526729583740234e-01
1.290000003846013499e+01,1.664410978555679321e-01,4.990274012088775635e-01
1.291000003848994915e+01,1.724988222122192383e-01,5.229008197784423828e-01
1.292000003851976331e+01,1.846545338630676270e-01,4.534785747528076172e-01
1.293000003854957747e+01,1.679805368185043335e-01,4.456376731395721436e-01
1.294000003857938985e+01,1.857833564281463623e-01,5.579206347465515137e-01
1.295000003860920401e+01,1.756697744131088257e-01,5.806850790977478027e-01
1.296000003863901817e+01,1.678386777639389038e-01,4.883845746517181396e-01
1.297000003866883233e+01,1.760122627019882202e-01,5.420811772346496582e-01
1.298000003869864649e+01,1.728472858667373657e-01,4.228919744491577148e-01
1.299000003872846065e+01,1.766008138656616211e-01,5.075299143791198730e-01
1.300000003875827481e+01,1.749412417411804199e-01,4.591971635818481445e-01
1.301000003878808897e+01,1.748043298721313477e-01,4.084629118442535400e-01
1.302000003881790313e+01,1.809441000223159790e-01,4.240252971649169922e-01
1.303000003884771729e+01,1.722969710826873779e-01,5.117801427841186523e-01
1.304000003887753145e+01,1.863986253738403320e-01,4.500562548637390137e-01
1.305000003890734561e+01,1.797977387905120850e-01,4.755958318710327148e-01
1.306000003893715977e+01,1.790501773357391357e-01,4.183925986289978027e-01
1.307000003896697393e+01,1.796433627605438232e-01,4.392304122447967529e-01
1.308000003899678809e+01,1.842139065265655518e-01,4.641226232051849365e-01
1.309000003902660225e+01,1.746951341629028320e-01,4.424330890178680420e-01
1.310000003905641641e+01,1.715741306543350220e-01,5.169794559478759766e-01
1.311000003908622880e+01,1.706645935773849487e-01,4.453820884227752686e-01
1.312000003911604296e+01,1.717406958341598511e-01,4.411813616752624512e-01
1.313000003914585712e+01,1.695579588413238525e-01,4.870896637439727783e-01
1.314000003917567128e+01,1.745583564043045044e-01,5.173180699348449707e-01
1.315000003920548544e+01,1.729140132665634155e-01,5.130124688148498535e-01
1.316000003923529960e+01,1.792749762535095215e-01,4.769487082958221436e-01
1.317000003926511376e+01,1.656433492898941040e-01,5.038725733757019043e-01
1.318000003929492792e+01,1.753091663122177124e-01,4.858092367649078369e-01
1.319000003932474208e+01,1.745504140853881836e-01,4.478038251399993896e-01
1.320000003935455624e+01,1.816776096820831299e-01,4.763730764389038086e-01
1.321000003938437040e+01,1.749291270971298218e-01,4.585435390472412109e-01
1.322000003941418456e+01,1.705629378557205200e-01,4.266212284564971924e-01
1.323000003944399872e+01,1.706105470657348633e-01,4.917438328266143799e-01
1.324000003947381288e+01,1.764842867851257324e-01,5.738567113876342773e-01
1.325000003950362704e+01,1.706074029207229614e-01,4.414095878601074219e-01
1.326000003953344120e+01,1.687481105327606201e-01,4.879344701766967773e-01
1.327000003956325536e+01,1.706888526678085327e-01,4.443514645099639893e-01
1.328000003959306774e+01,1.669479608535766602e-01,4.712412059307098389e-01
1.329000003962288190e+01,1.915050595998764038e-01,5.017803311347961426e-01
1.330000003965269606e+01,1.757882386445999146e-01,4.283810853958129883e-01
1.331000003968251022e+01,1.677519232034683228e-01,4.318060874938964844e-01
1.332000003971232438e+01,1.756783872842788696e-01,4.429986178874969482e-01
1.333000003974213854e+01,1.656751334667205811e-01,3.933946192264556885e-01
1.334000003977195270e+01,1.807593852281570435e-01,4.674710929393768311e-01
1.335000003980176686e+01,1.820236295461654663e-01,4.213880896568298340e-01
1.336000003983158102e+01,1.840858459472656250e-01,4.726288318634033203e-01
1.337000003986139518e+01,1.668167561292648315e-01,5.018261075019836426e-01
1.338000003989120934e+01,1.663311868906021118e-01,4.280711412429809570e-01
1.339000003992102350e+01,1.724959760904312134e-01,4.969539642333984375e-01
1.340000003995083766e+01,1.677265465259552002e-01,3.963472545146942139e-01
1.341000003998065182e+01,1.724590659141540527e-01,4.640541374683380127e-01
1.342000004001046598e+01,1.805640757083892822e-01,5.157724618911743164e-01
1.343000004004028014e+01,1.746053993701934814e-01,4.423476755619049072e-01
1.344000004007009430e+01,1.734545081853866577e-01,5.262340307235717773e-01
1.345000004009990846e+01,1.851807683706283569e-01,4.592075645923614502e-01
1.346000004012972084e+01,1.781034320592880249e-01,5.447440743446350098e-01
1.347000004015953500e+01,1.743525266647338867e-01,4.696771502494812012e-01
1.348000004018934916e+01,1.847713589668273926e-01,4.790075421333312988e-01
1.349000004021916332e+01,1.720765978097915649e-01,4.143641889095306396e-01
1.350000004024897748e+01,1.753760725259780884e-01,4.227838218212127686e-01
1.351000004027879164e+01,1.718602776527404785e-01,4.161131978034973145e-01
1.352000004030860580e+01,1.743346601724624634e-01,4.467007815837860107e-01
1.353000004033841996e+01,1.700633913278579712e-01,4.588874280452728271e-01
1.354000004036823412e+01,1.737150102853775024e-01,4.352709949016571045e-01
1.355000004039804828e+01,1.731381565332412720e-01,4.313027262687683105e-01
1.356000004042786244e+01,1.733732074499130249e-01,4.124208390712738037e-01
1.357000004045767660e+01,1.767009198665618896e-01,4.483164250850677490e-01
1.358000004048749076e+01,1.847429275512695312e-01,4.585617184638977051e-01
1.359000004051730492e+01,1.852258741855621338e-01,5.628887414932250977e-01
1.360000004054711908e+01,1.725292503833770752e-01,4.979372918605804443e-01
1.361000004057693324e+01,1.663964837789535522e-01,4.808787107467651367e-01
1.362000004060674740e+01,1.786282658576965332e-01,4.579888880252838135e-01
1.363000004063655979e+01,1.771918833255767822e-01,4.705360531806945801e-01
1.364000004066637395e+01,1.752533912658691406e-01,4.180750846862792969e-01
1.365000004069618811e+01,1.757556498050689697e-01,4.525788724422454834e-01
1.366000004072600227e+01,1.704034805297851562e-01,4.548638164997100830e-01
1.367000004075581643e+01,1.771261543035507202e-01,4.530408978462219238e-01
1.368000004078563059e+01,1.784537434577941895e-01,4.446095824241638184e-01
1.369000004081544475e+01,1.747008413076400757e-01,4.464773237705230713e-01
1.370000004084525891e+01,1.689299643039703369e-01,4.394152760505676270e-01
1.371000004087507307e+01,1.781485378742218018e-01,5.240688920021057129e-01
1.372000004090488723e+01,1.855972856283187866e-01,4.966593086719512939e-01
1.373000004093470139e+01,1.679782569408416748e-01,4.431044757366180420e-01
1.374000004096451555e+01,1.720764189958572388e-01,4.228319823741912842e-01
1.375000004099432971e+01,1.711162328720092773e-01,4.642440080642700195e-01
1.376000004102414387e+01,1.766895055770874023e-01,5.109233856201171875e-01
1.377000004105395803e+01,1.825048327445983887e-01,5.173839926719665527e-01
1.378000004108377219e+01,1.713576614856719971e-01,4.359365403652191162e-01
1.379000004111358635e+01,1.814735680818557739e-01,4.081908464431762695e-01
1.380000004114339873e+01,1.735544651746749878e-01,4.673370420932769775e-01
1.381000004117321289e+01,1.745337992906570435e-01,5.283060073852539062e-01
1.382000004120302705e+01,1.826037168502807617e-01,5.058525800704956055e-01
1.383000004123284121e+01,1.685451418161392212e-01,4.686367213726043701e-01
1.384000004126265537e+01,1.717064529657363892e-01,4.926953315734863281e-01
1.385000004129246953e+01,1.695714145898818970e-01,4.753813147544860840e-01
1.386000004132228369e+01,1.728952974081039429e-01,4.387574791908264160e-01
1.387000004135209785e+01,1.752561181783676147e-01,4.837944209575653076e-01
1.388000004138191201e+01,1.670912504196166992e-01,4.551026225090026855e-01
1.389000004141172617e+01,1.699425876140594482e-01,4.169877171516418457e-01
1.390000004144154033e+01,1.741977035999298096e-01,4.752276837825775146e-01
1.391000004147135449e+01,1.856701672077178955e-01,4.277532100677490234e-01
1.392000004150116865e+01,1.845553964376449585e-01,4.061186909675598145e-01
1.393000004153098281e+01,1.817970722913742065e-01,4.447287619113922119e-01
1.394000004156079697e+01,1.675134897232055664e-01,4.335012137889862061e-01
1.395000004159061113e+01,1.766965240240097046e-01,3.691596686840057373e-01
1.396000004162042529e+01,1.821429282426834106e-01,5.086383223533630371e-01
1.397000004165023945e+01,1.773529946804046631e-01,4.449532032012939453e-01
1.398000004168005184e+01,1.814046055078506470e-01,4.085423052310943604e-01
1.399000004170986600e+01,1.768690943717956543e-01,4.843787848949432373e-01
1.400000004173968016e+01,1.705921739339828491e-01,4.949643611907958984e-01
1.401000004176949432e+01,1.703853607177734375e-01,4.456635713577270508e-01
1.402000004179930848e+01,1.841106116771697998e-01,6.075292229652404785e-01
1.403000004182912264e+01,1.673027127981185913e-01,5.038347840309143066e-01
1.404000004185893680e+01,1.797264665365219116e-01,5.389583706855773926e-01
1.405000004188875096e+01,1.744728982448577881e-01,4.557152092456817627e-01
1.406000004191856512e+01,1.795167922973632812e-01,4.929073154926300049e-01
1.407000004194837928e+01,1.701693236827850342e-01,5.635009407997131348e-01
1.408000004197819344e+01,1.805169731378555298e-01,5.294668078422546387e-01
1.409000004200800760e+01,1.717405915260314941e-01,4.926163852214813232e-01
1.410000004203782176e+01,1.648043245077133179e-01,4.657286405563354492e-01
1.411000004206763592e+01,1.786643713712692261e-01,4.698070883750915527e-01
1.412000004209745008e+01,1.761939823627471924e-01,5.228615999221801758e-01
1.413000004212726424e+01,1.763516813516616821e-01,4.397959709167480469e-01
1.414000004215707840e+01,1.815224587917327881e-01,4.590432047843933105e-01
1.415000004218689078e+01,1.747305691242218018e-01,5.639559626579284668e-01
1.416000004221670494e+01,1.748923957347869873e-01,4.923244118690490723e-01
1.417000004224651910e+01,1.779435575008392334e-01,5.194012522697448730e-01
1.418000004227633326e+01,1.724517047405242920e-01,4.911676645278930664e-01
1.419000004230614742e+01,1.679286807775497437e-01,5.055740475654602051e-01
1.420000004233596158e+01,1.879888623952865601e-01,4.358287155628204346e-01
1.421000004236577574e+01,1.794510036706924438e-01,5.019076466560363770e-01
1.422000004239558990e+01,1.827539801597595215e-01,4.944396913051605225e-01
1.423000004242540406e+01,1.726861298084259033e-01,4.601132571697235107e-01
1.424000004245521822e+01,1.742421388626098633e-01,5.308024287223815918e-01
1.425000004248503238e+01,1.713487505912780762e-01,4.561636447906494141e-01
1.426000004251484654e+01,1.692542433738708496e-01,4.736447930335998535e-01
1.427000004254466070e+01,1.741777658462524414e-01,4.584059119224548340e-01
1.428000004257447486e+01,1.736484616994857788e-01,4.501822292804718018e-01
1.429000004260428902e+01,1.691697090864181519e-01,4.716539382934570312e-01
1.430000004263410318e+01,1.698660403490066528e-01,4.249446988105773926e-01
1.431000004266391734e+01,1.834397614002227783e-01,5.602925419807434082e-01
1.432000004269372972e+01,1.823881268501281738e-01,5.649861693382263184e-01
1.433000004272354388e+01,1.696988940238952637e-01,4.682922661304473877e-01
1.434000004275335804e+01,1.716671884059906006e-01,4.524368345737457275e-01
1.435000004278317220e+01,1.700925678014755249e-01,4.229741692543029785e-01
1.436000004281298636e+01,1.645801365375518799e-01,5.415470004081726074e-01
1.437000004284280053e+01,1.694881469011306763e-01,4.622606337070465088e-01
1.438000004287261469e+01,1.815967112779617310e-01,4.371957778930664062e-01
1.439000004290242885e+01,1.704824715852737427e-01,5.511795878410339355e-01
1.440000004293224301e+01,1.853166073560714722e-01,4.856391549110412598e-01
1.441000004296205717e+01,1.663059890270233154e-01,5.101665258407592773e-01
1.442000004299187133e+01,1.775237619876861572e-01,4.909850060939788818e-01
1.443000004302168549e+01,1.801467835903167725e-01,4.882175028324127197e-01
1.444000004305149965e+01,1.829613298177719116e-01,5.598817467689514160e-01
1.445000004308131381e+01,1.709596812725067139e-01,5.108716487884521484e-01
1.446000004311112797e+01,1.747066825628280640e-01,5.009298920631408691e-01
1.447000004314094213e+01,1.693209558725357056e-01,4.852388501167297363e-01
1.448000004317075629e+01,1.705044358968734741e-01,5.010617375373840332e-01
1.449000004320057045e+01,1.677125394344329834e-01,5.306252241134643555e-01
1.450000004323038283e+01,1.754892468452453613e-01,5.446143746376037598e-01
1.451000004326019699e+01,1.759423166513442993e-01,4.992381036281585693e-01
1.452000004329001115e+01,1.693857163190841675e-01,5.475783348083496094e-01
1.453000004331982531e+01,1.705192625522613525e-01,5.246013998985290527e-01
1.454000004334963947e+01,1.706860810518264771e-01,4.305102229118347168e-01
1.455000004337945363e+01,1.749634444713592529e-01,4.981652498245239258e-01
1.456000004340926779e+01,1.766235530376434326e-01,5.518394112586975098e-01
1.457000004343908195e+01,1.739728748798370361e-01,4.854270815849304199e-01
1.458000004346889611e+01,1.669651120901107788e-01,5.097721815109252930e-01
1.459000004349871027e+01,1.705506145954132080e-01,4.886736273765563965e-01
1.460000004352852443e+01,1.721638143062591553e-01,5.499957203865051270e-01
1.461000004355833859e+01,1.671453863382339478e-01,4.932559430599212646e-01
1.462000004358815275e+01,1.789020895957946777e-01,6.437882781028747559e-01
1.463000004361796691e+01,1.791722327470779419e-01,6.306627392768859863e-01
1.464000004364778107e+01,1.716993004083633423e-01,5.388056635856628418e-01
1.465000004367759523e+01,1.753050386905670166e-01,5.797243714332580566e-01
1.466000004370740939e+01,1.752315461635589600e-01,5.403864383697509766e-01
1.467000004373722177e+01,1.703243553638458252e-01,4.827646613121032715e-01
1.468000004376703593e+01,1.877274066209793091e-01,6.077710986137390137e-01
1.469000004379685009e+01,1.733013391494750977e-01,4.941109120845794678e-01
1.470000004382666425e+01,1.755537688732147217e-01,5.479068160057067871e-01
1.471000004385647841e+01,1.822021305561065674e-01,5.243129134178161621e-01
1.472000004388629257e+01,1.732862591743469238e-01,5.318175554275512695e-01
1.473000004391610673e+01,1.688198149204254150e-01,5.018272399902343750e-01
1.474000004394592089e+01,1.733252853155136108e-01,4.615326821804046631e-01
1.475000004397573505e+01,1.641615480184555054e-01,4.646365344524383545e-01
1.476000004400554921e+01,1.713544726371765137e-01,5.036532878875732422e-01
1.477000004403536337e+01,1.799940913915634155e-01,6.401551961898803711e-01
1.478000004406517753e+01,1.754993349313735962e-01,4.987598955631256104e-01
1.479000004409499169e+01,1.791471540927886963e-01,4.497139453887939453e-01
1.480000004412480585e+01,1.737003475427627563e-01,5.598584413528442383e-01
1.481000004415462001e+01,1.760658770799636841e-01,5.372697114944458008e-01
1.482000004418443417e+01,1.742589771747589111e-01,4.982413351535797119e-01
1.483000004421424833e+01,1.913622319698333740e-01,5.030527710914611816e-01
1.484000004424406072e+01,1.767710447311401367e-01,5.740587711334228516e-01
1.485000004427387488e+01,1.734289079904556274e-01,4.906616210937500000e-01
1.486000004430368904e+01,1.663168817758560181e-01,5.399446487426757812e-01
1.487000004433350320e+01,1.810044646263122559e-01,6.249055266380310059e-01
1.488000004436331736e+01,1.730276793241500854e-01,6.085661053657531738e-01
1.489000004439313152e+01,1.722154170274734497e-01,5.224522948265075684e-01
1.490000004442294568e+01,1.755871176719665527e-01,4.477883279323577881e-01
1.491000004445275984e+01,1.808045655488967896e-01,4.967958331108093262e-01
1.492000004448257400e+01,1.675144881010055542e-01,5.648826360702514648e-01
1.493000004451238816e+01,1.683987379074096680e-01,4.536592066287994385e-01
1.494000004454220232e+01,1.665765792131423950e-01,5.836381316184997559e-01
1.495000004457201648e+01,1.751134246587753296e-01,5.230663418769836426e-01
1.496000004460183064e+01,1.720447987318038940e-01,4.974515140056610107e-01
1.497000004463164480e+01,1.703148484230041504e-01,4.324973821640014648e-01
1.498000004466145896e+01,1.722440719604492188e-01,4.613574147224426270e-01
1.499000004469127312e+01,1.723230034112930298e-01,4.540929198265075684e-01
1.500000004472108728e+01,1.838485300540924072e-01,4.853180050849914551e-01
1.501000004475090144e+01,1.661154329776763916e-01,5.048498511314392090e-01
1.502000004478071382e+01,1.722704619169235229e-01,5.966409444808959961e-01
1.503000004481052798e+01,1.655290722846984863e-01,4.570273458957672119e-01
1.504000004484034214e+01,1.714192777872085571e-01,5.287879109382629395e-01
1.505000004487015630e+01,1.775973737239837646e-01,5.669687986373901367e-01
1.506000004489997046e+01,1.724928468465805054e-01,5.686574578285217285e-01
1.507000004492978462e+01,1.773761212825775146e-01,5.626829266548156738e-01
1.508000004495959878e+01,1.707303971052169800e-01,4.905174374580383301e-01
1.509000004498941294e+01,1.748694777488708496e-01,4.378476440906524658e-01
1.510000004501922710e+01,1.664777845144271851e-01,5.074861049652099609e-01
1.511000004504904126e+01,1.759279370307922363e-01,4.565089046955108643e-01
1.512000004507885542e+01,1.688898056745529175e-01,4.999540448188781738e-01
1.513000004510866958e+01,1.705117076635360718e-01,4.837387204170227051e-01
1.514000004513848374e+01,1.748516410589218140e-01,4.419851601123809814e-01
1.515000004516829790e+01,1.751931905746459961e-01,5.390819907188415527e-01
1.516000004519811206e+01,1.774800270795822144e-01,4.317758083343505859e-01
1.517000004522792622e+01,1.738607734441757202e-01,4.454157948493957520e-01
1.518000004525774038e+01,1.798190623521804810e-01,5.103673934936523438e-01
1.519000004528755277e+01,1.651431322097778320e-01,4.349029064178466797e-01
1.520000004531736693e+01,1.768071204423904419e-01,4.612908363342285156e-01
1.521000004534718109e+01,1.754198372364044189e-01,4.300718307495117188e-01
1.522000004537699525e+01,1.811594814062118530e-01,4.460805356502532959e-01
1.523000004540680941e+01,1.728896647691726685e-01,4.798595607280731201e-01
1.524000004543662357e+01,1.742728501558303833e-01,5.186672210693359375e-01
1.525000004546643773e+01,1.656366288661956787e-01,4.371555447578430176e-01
1.526000004549625189e+01,1.789502501487731934e-01,4.778584837913513184e-01
1.527000004552606605e+01,1.692773550748825073e-01,4.733778834342956543e-01
1.528000004555588021e+01,1.827380061149597168e-01,4.357074797153472900e-01
1.529000004558569437e+01,1.788778007030487061e-01,5.171685218811035156e-01
1.530000004561550853e+01,1.657520681619644165e-01,4.227976202964782715e-01
1.531000004564532269e+01,1.787003129720687866e-01,4.335933029651641846e-01
1.532000004567513685e+01,1.751935333013534546e-01,4.864819049835205078e-01
1.533000004570495101e+01,1.769137680530548096e-01,4.615862667560577393e-01
1.534000004573476517e+01,1.776569932699203491e-01,4.563508927822113037e-01
1.535000004576457933e+01,1.743703931570053101e-01,5.560619831085205078e-01
1.536000004579439349e+01,1.695277541875839233e-01,5.003895163536071777e-01
1.537000004582420587e+01,1.727375090122222900e-01,4.584587514400482178e-01
1.538000004585402003e+01,1.762117445468902588e-01,5.369857549667358398e-01
1.539000004588383419e+01,1.810089945793151855e-01,4.903053045272827148e-01
1.540000004591364835e+01,1.817079782485961914e-01,5.360803604125976562e-01
1.541000004594346251e+01,1.707343757152557373e-01,4.849391281604766846e-01
1.542000004597327667e+01,1.731979995965957642e-01,5.211889743804931641e-01
1.543000004600309083e+01,1.658061891794204712e-01,5.193944573402404785e-01
1.544000004603290499e+01,1.644065529108047485e-01,4.257597923278808594e-01
1.545000004606271915e+01,1.628834456205368042e-01,5.042570829391479492e-01
1.546000004609253331e+01,1.732605248689651489e-01,5.416417717933654785e-01
1.547000004612234747e+01,1.796407550573348999e-01,5.420036315917968750e-01
1.548000004615216163e+01,1.659862399101257324e-01,5.089308023452758789e-01
1.549000004618197579e+01,1.682732403278350830e-01,4.654052257537841797e-01
1.550000004621178995e+01,1.780506968498229980e-01,5.189056992530822754e-01
1.551000004624160411e+01,1.763280928134918213e-01,4.686380922794342041e-01
1.552000004627141827e+01,1.756934076547622681e-01,4.952661693096160889e-01
1.553000004630123243e+01,1.710368245840072632e-01,4.495778083801269531e-01
1.554000004633104481e+01,1.759351640939712524e-01,4.567167758941650391e-01
1.555000004636085897e+01,1.696091145277023315e-01,5.016341209411621094e-01
1.556000004639067313e+01,1.659294962882995605e-01,4.819165766239166260e-01
1.557000004642048729e+01,1.701134592294692993e-01,4.741187393665313721e-01
1.558000004645030145e+01,1.666994988918304443e-01,4.272940754890441895e-01
1.559000004648011561e+01,1.719154268503189087e-01,4.710405468940734863e-01
1.560000004650992977e+01,1.732914149761199951e-01,5.283248424530029297e-01
1.561000004653974393e+01,1.674994975328445435e-01,4.760486781597137451e-01
1.562000004656955809e+01,1.724062860012054443e-01,5.500277280807495117e-01
1.563000004659937225e+01,1.607379764318466187e-01,5.291693806648254395e-01
1.564000004662918641e+01,1.762572675943374634e-01,5.189731717109680176e-01
1.565000004665900057e+01,1.724668890237808228e-01,4.463704526424407959e-01
1.566000004668881473e+01,1.700687408447265625e-01,4.823806583881378174e-01
1.567000004671862889e+01,1.660435348749160767e-01,5.229712724685668945e-01
1.568000004674844305e+01,1.721486598253250122e-01,4.357360005378723145e-01
1.569000004677825721e+01,1.798165291547775269e-01,4.533237814903259277e-01
1.570000004680807137e+01,1.666420698165893555e-01,4.843727648258209229e-01
1.571000004683788376e+01,1.641842871904373169e-01,5.199956297874450684e-01
1.572000004686769792e+01,1.745870560407638550e-01,5.032521486282348633e-01
1.573000004689751208e+01,1.714773178100585938e-01,4.270252287387847900e-01
1.574000004692732624e+01,1.754526495933532715e-01,4.719898104667663574e-01
1.575000004695714040e+01,1.717641502618789673e-01,4.989706575870513916e-01
1.576000004698695456e+01,1.720759719610214233e-01,5.830164551734924316e-01
1.577000004701676872e+01,1.714280098676681519e-01,4.440688788890838623e-01
1.578000004704658288e+01,1.690486073493957520e-01,4.982067346572875977e-01
1.579000004707639704e+01,1.731425374746322632e-01,4.685469567775726318e-01
1.580000004710621120e+01,1.723480671644210815e-01,5.554672479629516602e-01
1.581000004713602536e+01,1.819929480552673340e-01,4.532707333564758301e-01
1.582000004716583952e+01,1.749733090400695801e-01,5.500761866569519043e-01
1.583000004719565368e+01,1.687950491905212402e-01,5.312033295631408691e-01
1.584000004722546784e+01,1.659083217382431030e-01,5.601555109024047852e-01
1.585000004725528200e+01,1.739728152751922607e-01,5.191262960433959961e-01
1.586000004728509616e+01,1.754790544509887695e-01,5.404008030891418457e-01
1.587000004731491032e+01,1.713256537914276123e-01,4.678145647048950195e-01
1.588000004734472448e+01,1.827445030212402344e-01,4.579402208328247070e-01
1.589000004737453686e+01,1.682225763797760010e-01,4.546822011470794678e-01
1.590000004740435102e+01,1.776790469884872437e-01,5.410838127136230469e-01
1.591000004743416518e+01,1.684984266757965088e-01,5.124883651733398438e-01
1.592000004746397934e+01,1.676635146141052246e-01,5.108182430267333984e-01
1.593000004749379350e+01,1.802352666854858398e-01,5.579904913902282715e-01
1.594000004752360766e+01,1.817125082015991211e-01,5.006150603294372559e-01
1.595000004755342182e+01,1.669174134731292725e-01,5.385253429412841797e-01
1.596000004758323598e+01,1.751372963190078735e-01,5.479114055633544922e-01
1.597000004761305014e+01,1.853324472904205322e-01,4.621773660182952881e-01
1.598000004764286430e+01,1.705763787031173706e-01,4.260528087615966797e-01
1.599000004767267846e+01,1.808270215988159180e-01,4.934053122997283936e-01
1.600000004770249262e+01,1.862166672945022583e-01,4.188342392444610596e-01
1.601000004773230501e+01,1.738047897815704346e-01,4.216337502002716064e-01
1.602000004776212094e+01,1.805017888545989990e-01,4.968380630016326904e-01
1.603000004779193333e+01,1.770889312028884888e-01,4.599643945693969727e-01
1.604000004782174926e+01,1.851060539484024048e-01,4.269283413887023926e-01
1.605000004785156165e+01,1.782907396554946899e-01,4.619296193122863770e-01
1.606000004788137758e+01,1.821000277996063232e-01,4.892362952232360840e-01
1.607000004791118997e+01,1.721605658531188965e-01,6.015633940696716309e-01
1.608000004794100590e+01,1.726300865411758423e-01,4.978566765785217285e-01
