time_ns,mean_induced_D,max_induced_D
1.200000003577686991e+00,1.797011792659759521e-01,6.349797248840332031e-01
1.210000003607500929e+00,1.789692044258117676e-01,4.817168414592742920e-01
1.220000003637315089e+00,1.945558786392211914e-01,5.354637503623962402e-01
1.230000003667129027e+00,1.804518550634384155e-01,5.635267496109008789e-01
1.240000003696943187e+00,1.857205927371978760e-01,4.776769876480102539e-01
1.250000003726757125e+00,1.784006506204605103e-01,4.894286692142486572e-01
1.260000003756571285e+00,1.748742014169692993e-01,4.590452015399932861e-01
1.270000003786385223e+00,1.816234886646270752e-01,5.404623746871948242e-01
1.280000003816199383e+00,1.784357130527496338e-01,5.375520586967468262e-01
1.290000003846013543e+00,1.859664916992187500e-01,5.300041437149047852e-01
1.300000003875827481e+00,1.707706898450851440e-01,4.635635912418365479e-01
1.310000003905641641e+00,1.733725219964981079e-01,5.196656584739685059e-01
1.320000003935455579e+00,1.677988767623901367e-01,5.705417394638061523e-01
1.330000003965269739e+00,1.845390051603317261e-01,5.079345703125000000e-01
1.340000003995083677e+00,1.762565970420837402e-01,5.161598324775695801e-01
1.350000004024897837e+00,1.733224838972091675e-01,5.138897299766540527e-01
1.360000004054711775e+00,1.769830882549285889e-01,4.942889809608459473e-01
1.370000004084525935e+00,1.852287948131561279e-01,4.773853421211242676e-01
1.380000004114339873e+00,1.742821782827377319e-01,4.462278783321380615e-01
1.390000004144154033e+00,1.734859347343444824e-01,5.399473905563354492e-01
1.400000004173967971e+00,1.750396341085433960e-01,5.471855998039245605e-01
1.410000004203782131e+00,1.783943027257919312e-01,5.502373576164245605e-01
1.420000004233596291e+00,1.759980320930480957e-01,5.529509186744689941e-01
1.430000004263410229e+00,1.870562732219696045e-01,6.572265625000000000e-01
1.440000004293224389e+00,1.865746378898620605e-01,6.220950484275817871e-01
1.450000004323038327e+00,1.827763170003890991e-01,6.179698705673217773e-01
1.460000004352852487e+00,1.833918392658233643e-01,5.731961131095886230e-01
1.470000004382666425e+00,1.854267716407775879e-01,4.805706143379211426e-01
1.480000004412480585e+00,1.705830693244934082e-01,5.052115917205810547e-01
1.490000004442294523e+00,1.800158619880676270e-01,5.041642785072326660e-01
1.500000004472108683e+00,1.759599298238754272e-01,5.238445401191711426e-01
1.510000004501922621e+00,1.724862456321716309e-01,4.929684698581695557e-01
1.520000004531736781e+00,1.784905791282653809e-01,5.104044675827026367e-01
1.530000004561550719e+00,1.770244836807250977e-01,5.436639189720153809e-01
1.540000004591364879e+00,1.786881387233734131e-01,5.065580010414123535e-01
1.550000004621179039e+00,1.870216280221939087e-01,5.450594425201416016e-01
1.560000004650992977e+00,1.776991486549377441e-01,5.327185988426208496e-01
1.570000004680807137e+00,1.827034056186676025e-01,5.270107388496398926e-01
1.580000004710621075e+00,1.927978545427322388e-01,5.375707745552062988e-01
1.590000004740435235e+00,1.786833405494689941e-01,5.333603620529174805e-01
1.600000004770249173e+00,1.830937117338180542e-01,5.079718232154846191e-01
1.610000004800063333e+00,1.816711723804473877e-01,5.141845345497131348e-01
1.620000004829877271e+00,1.774384230375289917e-01,5.193488001823425293e-01
1.630000004859691431e+00,1.774300336837768555e-01,5.675523877143859863e-01
1.640000004889505369e+00,1.887389123439788818e-01,6.042103171348571777e-01
1.650000004919319530e+00,1.814062297344207764e-01,5.592507123947143555e-01
1.660000004949133467e+00,1.874763518571853638e-01,6.645410656929016113e-01
1.670000004978947628e+00,1.957377195358276367e-01,6.507483720779418945e-01
1.680000005008761788e+00,1.841167807579040527e-01,6.751084923744201660e-01
1.690000005038575726e+00,1.714666932821273804e-01,5.593663454055786133e-01
1.700000005068389886e+00,1.776917725801467896e-01,5.501428246498107910e-01
1.710000005098203824e+00,1.926666498184204102e-01,6.797531843185424805e-01
1.720000005128017984e+00,1.885927617549896240e-01,6.024610996246337891e-01
1.730000005157831922e+00,1.858652830123901367e-01,5.350595116615295410e-01
1.740000005187646082e+00,1.775515824556350708e-01,6.103329062461853027e-01
1.750000005217460020e+00,1.791712641716003418e-01,5.108361840248107910e-01
1.760000005247274180e+00,1.799271851778030396e-01,6.061258316040039062e-01
1.770000005277088118e+00,1.826810985803604126e-01,6.004597544670104980e-01
1.780000005306902278e+00,1.813042908906936646e-01,6.540372371673583984e-01
1.790000005336716216e+00,1.951039284467697144e-01,6.145185828208923340e-01
1.800000005366530376e+00,1.838359385728836060e-01,6.033838987350463867e-01
1.810000005396344536e+00,1.887462437152862549e-01,5.653067827224731445e-01
1.820000005426158474e+00,1.895470172166824341e-01,6.649128794670104980e-01
1.830000005455972634e+00,1.807546317577362061e-01,6.009312868118286133e-01
1.840000005485786572e+00,1.764506250619888306e-01,5.957458615303039551e-01
1.850000005515600732e+00,1.796826869249343872e-01,5.458105802536010742e-01
1.860000005545414670e+00,1.809165030717849731e-01,5.748622417449951172e-01
1.870000005575228830e+00,1.795234084129333496e-01,6.019406914710998535e-01
1.880000005605042768e+00,1.802332103252410889e-01,5.882318615913391113e-01
1.890000005634856928e+00,1.813792735338211060e-01,4.830142557621002197e-01
1.900000005664670866e+00,1.794016957283020020e-01,5.250766277313232422e-01
1.910000005694485026e+00,1.729250401258468628e-01,5.251449942588806152e-01
1.920000005724299186e+00,1.778856366872787476e-01,5.049608945846557617e-01
1.930000005754113124e+00,1.774077117443084717e-01,4.783211052417755127e-01
1.940000005783927284e+00,1.820933371782302856e-01,5.321820378303527832e-01
1.950000005813741222e+00,1.819026768207550049e-01,5.000371336936950684e-01
1.960000005843555382e+00,1.776609122753143311e-01,4.927447438240051270e-01
1.970000005873369320e+00,1.850162148475646973e-01,5.768672823905944824e-01
1.980000005903183480e+00,1.834331154823303223e-01,5.188396573066711426e-01
1.990000005932997418e+00,1.824151873588562012e-01,4.990121722221374512e-01
2.000000005962811578e+00,1.751622259616851807e-01,4.641017019748687744e-01
2.010000005992625738e+00,1.723050475120544434e-01,5.389525294303894043e-01
2.020000006022439454e+00,1.740063279867172241e-01,4.743431508541107178e-01
2.030000006052253614e+00,1.817339211702346802e-01,5.188715457916259766e-01
2.040000006082067774e+00,1.740203350782394409e-01,5.078639388084411621e-01
2.050000006111881934e+00,1.867538988590240479e-01,5.247357487678527832e-01
2.060000006141696094e+00,1.733586639165878296e-01,5.380901098251342773e-01
2.070000006171509810e+00,1.750221848487854004e-01,4.799623191356658936e-01
2.080000006201323970e+00,1.804377138614654541e-01,5.183935761451721191e-01
2.090000006231138130e+00,1.849191933870315552e-01,5.278389453887939453e-01
2.100000006260952290e+00,1.794706284999847412e-01,5.173645615577697754e-01
2.110000006290766006e+00,1.842077523469924927e-01,4.698757827281951904e-01
2.120000006320580166e+00,1.805727332830429077e-01,4.995687305927276611e-01
2.130000006350394326e+00,1.816813647747039795e-01,5.076033473014831543e-01
2.140000006380208486e+00,1.808633804321289062e-01,5.479206442832946777e-01
2.150000006410022202e+00,1.741654425859451294e-01,4.863154590129852295e-01
2.160000006439836362e+00,1.809144616127014160e-01,6.015262603759765625e-01
2.170000006469650522e+00,1.842697411775588989e-01,5.381462574005126953e-01
2.180000006499464682e+00,1.806007325649261475e-01,5.224509239196777344e-01
2.190000006529278842e+00,1.798497289419174194e-01,5.236203670501708984e-01
2.200000006559092558e+00,1.815782636404037476e-01,5.172517895698547363e-01
2.210000006588906718e+00,1.855252087116241455e-01,4.992340803146362305e-01
2.220000006618720878e+00,1.782965064048767090e-01,5.222107768058776855e-01
2.230000006648535038e+00,1.806891560554504395e-01,4.656710624694824219e-01
2.240000006678348754e+00,1.811980605125427246e-01,5.256116390228271484e-01
2.250000006708162914e+00,1.865196079015731812e-01,5.095173120498657227e-01
2.260000006737977074e+00,1.903498023748397827e-01,5.130354166030883789e-01
2.270000006767791234e+00,1.789842694997787476e-01,4.652945399284362793e-01
2.280000006797604950e+00,1.857433319091796875e-01,4.755488634109497070e-01
2.290000006827419110e+00,1.865561604499816895e-01,4.300487041473388672e-01
2.300000006857233270e+00,1.751620322465896606e-01,4.719027280807495117e-01
2.310000006887047430e+00,1.866229921579360962e-01,5.534482002258300781e-01
2.320000006916861590e+00,1.871021091938018799e-01,4.597400128841400146e-01
2.330000006946675306e+00,1.840183585882186890e-01,4.675944149494171143e-01
2.340000006976489466e+00,1.833335757255554199e-01,4.579205513000488281e-01
2.350000007006303626e+00,1.861999481916427612e-01,4.986232519149780273e-01
2.360000007036117786e+00,1.862744390964508057e-01,4.971592128276824951e-01
2.370000007065931502e+00,1.856213808059692383e-01,5.262366533279418945e-01
2.380000007095745662e+00,1.804961711168289185e-01,5.659903287887573242e-01
2.390000007125559822e+00,1.921116113662719727e-01,6.005615592002868652e-01
2.400000007155373982e+00,1.742957085371017456e-01,5.286942124366760254e-01
2.410000007185187698e+00,1.765939891338348389e-01,6.244169473648071289e-01
2.420000007215001858e+00,1.794586479663848877e-01,5.502194762229919434e-01
2.430000007244816018e+00,1.800494641065597534e-01,5.443823933601379395e-01
2.440000007274630178e+00,1.754697114229202271e-01,5.372154712677001953e-01
2.450000007304444338e+00,1.812532544136047363e-01,5.799210667610168457e-01
2.460000007334258054e+00,1.801436543464660645e-01,5.148428082466125488e-01
2.470000007364072214e+00,1.776393204927444458e-01,5.567490458488464355e-01
2.480000007393886374e+00,1.785472631454467773e-01,5.724398493766784668e-01
2.490000007423700534e+00,1.749956905841827393e-01,5.743056535720825195e-01
2.500000007453514250e+00,1.774123013019561768e-01,5.434418916702270508e-01
2.510000007483328410e+00,1.728846579790115356e-01,5.361509323120117188e-01
2.520000007513142570e+00,1.729736328125000000e-01,5.673840045928955078e-01
2.530000007542956730e+00,1.840132027864456177e-01,4.674377143383026123e-01
2.540000007572770446e+00,1.772902607917785645e-01,5.263283252716064453e-01
2.550000007602584606e+00,1.811810582876205444e-01,4.910888969898223877e-01
2.560000007632398766e+00,1.683993935585021973e-01,5.031070113182067871e-01
2.570000007662212926e+00,1.747745573520660400e-01,5.922535061836242676e-01
2.580000007692027086e+00,1.758752763271331787e-01,5.260288119316101074e-01
2.590000007721840802e+00,1.828616708517074585e-01,6.026390790939331055e-01
2.600000007751654962e+00,1.774876415729522705e-01,4.182698428630828857e-01
2.610000007781469122e+00,1.817507594823837280e-01,5.968170762062072754e-01
2.620000007811283282e+00,1.847079843282699585e-01,6.874613761901855469e-01
2.630000007841096998e+00,1.844451725482940674e-01,4.770906567573547363e-01
2.640000007870911158e+00,1.760004758834838867e-01,4.480893909931182861e-01
2.650000007900725318e+00,1.803865283727645874e-01,5.276806354522705078e-01
2.660000007930539478e+00,1.809258460998535156e-01,4.862320423126220703e-01
2.670000007960353194e+00,1.783199310302734375e-01,5.195505023002624512e-01
2.680000007990167354e+00,1.709679216146469116e-01,5.013669133186340332e-01
2.690000008019981514e+00,1.701619923114776611e-01,5.286256670951843262e-01
2.700000008049795674e+00,1.799841970205307007e-01,5.315514206886291504e-01
2.710000008079609835e+00,1.681252419948577881e-01,4.721393287181854248e-01
2.720000008109423550e+00,1.838605254888534546e-01,4.944660663604736328e-01
2.730000008139237710e+00,1.767044961452484131e-01,5.070283412933349609e-01
2.740000008169051871e+00,1.818719059228897095e-01,5.925886631011962891e-01
2.750000008198866031e+00,1.773240119218826294e-01,5.363593101501464844e-01
2.760000008228679746e+00,1.814924776554107666e-01,4.266460835933685303e-01
2.770000008258493907e+00,1.801656782627105713e-01,5.392981767654418945e-01
2.780000008288308067e+00,1.815743148326873779e-01,4.795150160789489746e-01
2.790000008318122227e+00,1.768422126770019531e-01,4.976464807987213135e-01
2.800000008347935943e+00,1.746083498001098633e-01,5.327304005622863770e-01
2.810000008377750103e+00,1.775967180728912354e-01,4.423100054264068604e-01
2.820000008407564263e+00,1.761261969804763794e-01,4.553232491016387939e-01
2.830000008437378423e+00,1.772154867649078369e-01,5.275943875312805176e-01
2.840000008467192583e+00,1.742926537990570068e-01,5.236597657203674316e-01
2.850000008497006299e+00,1.791158765554428101e-01,5.828631520271301270e-01
2.860000008526820459e+00,1.745667606592178345e-01,5.735957622528076172e-01
2.870000008556634619e+00,1.816271245479583740e-01,6.394988894462585449e-01
2.880000008586448779e+00,1.726075410842895508e-01,4.873015880584716797e-01
2.890000008616262495e+00,1.732242852449417114e-01,5.062696337699890137e-01
2.900000008646076655e+00,1.784760057926177979e-01,5.906820893287658691e-01
2.910000008675890815e+00,1.764254868030548096e-01,6.191132068634033203e-01
2.920000008705704975e+00,1.748678237199783325e-01,6.060557961463928223e-01
2.930000008735518691e+00,1.681415587663650513e-01,5.232446193695068359e-01
2.940000008765332851e+00,1.727984547615051270e-01,5.669730305671691895e-01
2.950000008795147011e+00,1.776142716407775879e-01,6.039032340049743652e-01
2.960000008824961171e+00,1.739894449710845947e-01,5.317729115486145020e-01
2.970000008854775331e+00,1.777102649211883545e-01,5.446437597274780273e-01
2.980000008884589047e+00,1.740776896476745605e-01,5.575308203697204590e-01
2.990000008914403207e+00,1.854119002819061279e-01,6.526739001274108887e-01
3.000000008944217367e+00,1.756708025932312012e-01,4.843882918357849121e-01
3.010000008974031527e+00,1.758489012718200684e-01,4.454557001590728760e-01
3.020000009003845243e+00,1.764199584722518921e-01,4.739687144756317139e-01
3.030000009033659403e+00,1.689473837614059448e-01,4.912017881870269775e-01
3.040000009063473563e+00,1.798350512981414795e-01,4.648238718509674072e-01
3.050000009093287723e+00,1.759249567985534668e-01,4.924311339855194092e-01
3.060000009123101439e+00,1.756187379360198975e-01,4.663155376911163330e-01
3.070000009152915599e+00,1.786990016698837280e-01,4.463435411453247070e-01
3.080000009182729759e+00,1.745689511299133301e-01,4.982537627220153809e-01
3.090000009212543919e+00,1.825598180294036865e-01,4.936522841453552246e-01
3.100000009242358079e+00,1.788717359304428101e-01,4.426711201667785645e-01
3.110000009272171795e+00,1.734195053577423096e-01,4.757553339004516602e-01
3.120000009301985955e+00,1.754379272460937500e-01,4.261691570281982422e-01
3.130000009331800115e+00,1.739880442619323730e-01,5.323584079742431641e-01
3.140000009361614275e+00,1.803636252880096436e-01,4.778007566928863525e-01
3.150000009391427991e+00,1.760622859001159668e-01,4.628005623817443848e-01
3.160000009421242151e+00,1.832662075757980347e-01,5.617520213127136230e-01
3.170000009451056311e+00,1.789992749691009521e-01,4.498994946479797363e-01
3.180000009480870471e+00,1.865047365427017212e-01,5.230878591537475586e-01
3.190000009510684187e+00,1.761411130428314209e-01,4.925485551357269287e-01
3.200000009540498347e+00,1.818887144327163696e-01,5.444465875625610352e-01
3.210000009570312507e+00,1.827199906110763550e-01,5.116870403289794922e-01
3.220000009600126667e+00,1.791774034500122070e-01,4.530434012413024902e-01
3.230000009629940827e+00,1.667106449604034424e-01,5.146948099136352539e-01
3.240000009659754543e+00,1.726045459508895874e-01,4.653600454330444336e-01
3.250000009689568703e+00,1.802282333374023438e-01,4.928520023822784424e-01
3.260000009719382863e+00,1.770626157522201538e-01,4.439575076103210449e-01
3.270000009749197023e+00,1.688496470451354980e-01,4.826217591762542725e-01
3.280000009779010739e+00,1.751189678907394409e-01,5.308201909065246582e-01
3.290000009808824899e+00,1.731673628091812134e-01,4.956384301185607910e-01
3.300000009838639059e+00,1.717142760753631592e-01,4.433753490447998047e-01
3.310000009868453219e+00,1.741078644990921021e-01,4.709474742412567139e-01
3.320000009898266935e+00,1.724397838115692139e-01,5.346574783325195312e-01
3.330000009928081095e+00,1.856769323348999023e-01,4.452338814735412598e-01
3.340000009957895255e+00,1.967480629682540894e-01,5.597385764122009277e-01
3.350000009987709415e+00,1.760609447956085205e-01,4.906519949436187744e-01
3.360000010017523575e+00,1.775844544172286987e-01,4.304378330707550049e-01
3.370000010047337291e+00,1.822634935379028320e-01,4.636890292167663574e-01
3.380000010077151451e+00,1.718040853738784790e-01,4.928459227085113525e-01
3.390000010106965611e+00,1.697681099176406860e-01,5.258103609085083008e-01
3.400000010136779771e+00,1.767416298389434814e-01,4.989001154899597168e-01
3.410000010166593487e+00,1.760074794292449951e-01,5.118690729141235352e-01
3.420000010196407647e+00,1.747174710035324097e-01,4.988892972469329834e-01
3.430000010226221807e+00,1.807612031698226929e-01,4.607340097427368164e-01
3.440000010256035967e+00,1.773338019847869873e-01,4.368507862091064453e-01
3.450000010285849683e+00,1.808130592107772827e-01,5.148677825927734375e-01
3.460000010315663843e+00,1.749110072851181030e-01,4.662791192531585693e-01
3.470000010345478003e+00,1.687901914119720459e-01,5.465280413627624512e-01
3.480000010375292163e+00,1.731985360383987427e-01,5.165895223617553711e-01
3.490000010405106323e+00,1.740379929542541504e-01,5.328058600425720215e-01
3.500000010434920039e+00,1.791831254959106445e-01,5.435537695884704590e-01
3.510000010464734199e+00,1.796593517065048218e-01,5.752311944961547852e-01
3.520000010494548359e+00,1.772398650646209717e-01,5.072653889656066895e-01
3.530000010524362519e+00,1.783221811056137085e-01,5.359798669815063477e-01
3.540000010554176235e+00,1.723803430795669556e-01,4.990842044353485107e-01
3.550000010583990395e+00,1.755362749099731445e-01,6.093112230300903320e-01
3.560000010613804555e+00,1.826898306608200073e-01,5.140781998634338379e-01
3.570000010643618715e+00,1.690926998853683472e-01,5.292052030563354492e-01
3.580000010673432431e+00,1.737802773714065552e-01,4.959734678268432617e-01
3.590000010703246591e+00,1.721092164516448975e-01,5.044654607772827148e-01
3.600000010733060751e+00,1.685797274112701416e-01,4.687989652156829834e-01
3.610000010762874911e+00,1.829089075326919556e-01,5.814256668090820312e-01
3.620000010792689071e+00,1.741805523633956909e-01,5.031443238258361816e-01
3.630000010822502787e+00,1.693016141653060913e-01,5.716599225997924805e-01
3.640000010852316947e+00,1.703979820013046265e-01,5.567766427993774414e-01
3.650000010882131107e+00,1.816087812185287476e-01,4.751985073089599609e-01
3.660000010911945267e+00,1.685334593057632446e-01,5.460837483406066895e-01
3.670000010941758983e+00,1.726821362972259521e-01,5.682177543640136719e-01
3.680000010971573143e+00,1.784591376781463623e-01,4.531542062759399414e-01
3.690000011001387303e+00,1.659049838781356812e-01,4.381756186485290527e-01
3.700000011031201463e+00,1.712380051612854004e-01,4.518687725067138672e-01
3.710000011061015179e+00,1.662564724683761597e-01,4.626304805278778076e-01
3.720000011090829339e+00,1.673985123634338379e-01,4.531035125255584717e-01
3.730000011120643499e+00,1.731565743684768677e-01,5.249260663986206055e-01
3.740000011150457659e+00,1.769071817398071289e-01,5.204436182975769043e-01
3.750000011180271819e+00,1.778799295425415039e-01,5.084348320960998535e-01
3.760000011210085535e+00,1.759762167930603027e-01,4.432214200496673584e-01
3.770000011239899695e+00,1.678930371999740601e-01,5.425735116004943848e-01
3.780000011269713855e+00,1.555789560079574585e-01,4.963635206222534180e-01
3.790000011299528015e+00,1.760669201612472534e-01,4.218058586120605469e-01
3.800000011329341731e+00,1.737807989120483398e-01,4.167155921459197998e-01
3.810000011359155891e+00,1.789687126874923706e-01,4.480328559875488281e-01
3.820000011388970051e+00,1.876852959394454956e-01,4.902304708957672119e-01
3.830000011418784212e+00,1.790385842323303223e-01,4.757333695888519287e-01
3.840000011448598372e+00,1.727356761693954468e-01,4.630974531173706055e-01
3.850000011478412087e+00,1.740225255489349365e-01,4.847552478313446045e-01
3.860000011508226248e+00,1.668016314506530762e-01,4.774736464023590088e-01
