time_ns,n_channel_water,n_ww_hbonds
2.381000007098727167e+01,2.900000000000000000e+01,3.100000000000000000e+01
2.382000007101708405e+01,3.500000000000000000e+01,4.200000000000000000e+01
2.383000007104689999e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.384000007107671237e+01,3.300000000000000000e+01,4.400000000000000000e+01
2.385000007110652831e+01,3.600000000000000000e+01,4.900000000000000000e+01
2.386000007113634069e+01,3.300000000000000000e+01,4.500000000000000000e+01
2.387000007116615663e+01,3.500000000000000000e+01,4.300000000000000000e+01
2.388000007119596901e+01,3.100000000000000000e+01,4.400000000000000000e+01
2.389000007122578495e+01,3.400000000000000000e+01,4.200000000000000000e+01
2.390000007125559733e+01,3.400000000000000000e+01,4.100000000000000000e+01
2.391000007128541327e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.392000007131522565e+01,2.900000000000000000e+01,4.100000000000000000e+01
2.393000007134504159e+01,3.200000000000000000e+01,3.900000000000000000e+01
2.394000007137485397e+01,3.500000000000000000e+01,4.300000000000000000e+01
2.395000007140466991e+01,3.300000000000000000e+01,4.700000000000000000e+01
2.396000007143448229e+01,3.500000000000000000e+01,4.600000000000000000e+01
2.397000007146429468e+01,3.500000000000000000e+01,4.600000000000000000e+01
2.398000007149411061e+01,3.300000000000000000e+01,4.500000000000000000e+01
2.399000007152392300e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.400000007155373893e+01,3.000000000000000000e+01,3.900000000000000000e+01
2.401000007158355132e+01,3.200000000000000000e+01,3.800000000000000000e+01
2.402000007161336725e+01,3.300000000000000000e+01,4.400000000000000000e+01
2.403000007164317964e+01,3.200000000000000000e+01,4.400000000000000000e+01
2.404000007167299557e+01,2.800000000000000000e+01,3.900000000000000000e+01
2.405000007170280796e+01,3.100000000000000000e+01,4.500000000000000000e+01
2.406000007173262389e+01,2.900000000000000000e+01,3.500000000000000000e+01
2.407000007176243628e+01,3.200000000000000000e+01,4.100000000000000000e+01
2.408000007179225221e+01,3.300000000000000000e+01,4.600000000000000000e+01
2.409000007182206460e+01,3.000000000000000000e+01,3.900000000000000000e+01
2.410000007185188053e+01,3.500000000000000000e+01,4.900000000000000000e+01
2.411000007188169292e+01,3.700000000000000000e+01,6.000000000000000000e+01
2.412000007191150885e+01,3.000000000000000000e+01,4.000000000000000000e+01
2.413000007194132124e+01,3.100000000000000000e+01,4.300000000000000000e+01
2.414000007197113362e+01,3.600000000000000000e+01,4.900000000000000000e+01
2.415000007200094956e+01,3.800000000000000000e+01,4.700000000000000000e+01
2.416000007203076194e+01,3.100000000000000000e+01,3.500000000000000000e+01
2.417000007206057788e+01,3.500000000000000000e+01,4.700000000000000000e+01
2.418000007209039026e+01,3.500000000000000000e+01,4.600000000000000000e+01
2.419000007212020620e+01,3.200000000000000000e+01,3.900000000000000000e+01
2.420000007215001858e+01,3.400000000000000000e+01,4.700000000000000000e+01
2.421000007217983452e+01,3.100000000000000000e+01,4.100000000000000000e+01
2.422000007220964690e+01,3.300000000000000000e+01,4.800000000000000000e+01
2.423000007223946284e+01,3.000000000000000000e+01,4.400000000000000000e+01
2.424000007226927522e+01,3.500000000000000000e+01,4.400000000000000000e+01
2.425000007229909116e+01,3.600000000000000000e+01,4.800000000000000000e+01
2.426000007232890354e+01,3.300000000000000000e+01,4.700000000000000000e+01
2.427000007235871948e+01,3.600000000000000000e+01,4.400000000000000000e+01
2.428000007238853186e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.429000007241834780e+01,3.500000000000000000e+01,5.300000000000000000e+01
2.430000007244816018e+01,3.500000000000000000e+01,4.300000000000000000e+01
2.431000007247797257e+01,3.400000000000000000e+01,4.500000000000000000e+01
2.432000007250778850e+01,3.300000000000000000e+01,3.900000000000000000e+01
2.433000007253760089e+01,3.800000000000000000e+01,4.900000000000000000e+01
2.434000007256741682e+01,3.400000000000000000e+01,4.800000000000000000e+01
2.435000007259722921e+01,3.700000000000000000e+01,3.900000000000000000e+01
2.436000007262704514e+01,3.800000000000000000e+01,4.900000000000000000e+01
2.437000007265685753e+01,3.600000000000000000e+01,3.900000000000000000e+01
2.438000007268667346e+01,3.800000000000000000e+01,5.000000000000000000e+01
2.439000007271648585e+01,3.900000000000000000e+01,5.300000000000000000e+01
2.440000007274630178e+01,3.800000000000000000e+01,5.200000000000000000e+01
2.441000007277611417e+01,3.600000000000000000e+01,4.300000000000000000e+01
2.442000007280593010e+01,3.700000000000000000e+01,4.700000000000000000e+01
2.443000007283574249e+01,4.000000000000000000e+01,5.300000000000000000e+01
2.444000007286555842e+01,3.500000000000000000e+01,5.300000000000000000e+01
2.445000007289537081e+01,3.600000000000000000e+01,5.100000000000000000e+01
2.446000007292518674e+01,3.600000000000000000e+01,4.900000000000000000e+01
2.447000007295499913e+01,3.400000000000000000e+01,4.100000000000000000e+01
2.448000007298481151e+01,3.600000000000000000e+01,5.000000000000000000e+01
2.449000007301462745e+01,3.000000000000000000e+01,4.100000000000000000e+01
2.450000007304443983e+01,3.500000000000000000e+01,4.400000000000000000e+01
2.451000007307425577e+01,3.300000000000000000e+01,4.200000000000000000e+01
2.452000007310406815e+01,4.100000000000000000e+01,4.500000000000000000e+01
2.453000007313388409e+01,3.500000000000000000e+01,4.500000000000000000e+01
2.454000007316369647e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.455000007319351241e+01,3.600000000000000000e+01,5.000000000000000000e+01
2.456000007322332479e+01,3.700000000000000000e+01,5.400000000000000000e+01
2.457000007325314073e+01,3.800000000000000000e+01,5.200000000000000000e+01
2.458000007328295311e+01,4.000000000000000000e+01,5.300000000000000000e+01
2.459000007331276905e+01,4.200000000000000000e+01,6.100000000000000000e+01
2.460000007334258143e+01,3.900000000000000000e+01,5.300000000000000000e+01
2.461000007337239737e+01,3.700000000000000000e+01,4.500000000000000000e+01
2.462000007340220975e+01,3.600000000000000000e+01,4.200000000000000000e+01
2.463000007343202569e+01,3.700000000000000000e+01,5.100000000000000000e+01
2.464000007346183807e+01,3.800000000000000000e+01,5.600000000000000000e+01
2.465000007349165045e+01,3.900000000000000000e+01,5.100000000000000000e+01
2.466000007352146639e+01,4.300000000000000000e+01,5.600000000000000000e+01
2.467000007355127877e+01,3.600000000000000000e+01,4.300000000000000000e+01
2.468000007358109471e+01,3.800000000000000000e+01,4.600000000000000000e+01
2.469000007361090709e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.470000007364072303e+01,3.800000000000000000e+01,4.800000000000000000e+01
2.471000007367053541e+01,3.600000000000000000e+01,4.300000000000000000e+01
2.472000007370035135e+01,3.700000000000000000e+01,4.700000000000000000e+01
2.473000007373016373e+01,3.700000000000000000e+01,4.500000000000000000e+01
2.474000007375997967e+01,4.100000000000000000e+01,4.900000000000000000e+01
2.475000007378979205e+01,3.800000000000000000e+01,5.300000000000000000e+01
2.476000007381960799e+01,3.600000000000000000e+01,5.400000000000000000e+01
2.477000007384942037e+01,4.000000000000000000e+01,4.600000000000000000e+01
2.478000007387923631e+01,3.500000000000000000e+01,4.000000000000000000e+01
2.479000007390904869e+01,3.600000000000000000e+01,4.500000000000000000e+01
2.480000007393886463e+01,3.400000000000000000e+01,4.700000000000000000e+01
2.481000007396867701e+01,3.500000000000000000e+01,4.300000000000000000e+01
2.482000007399848940e+01,3.900000000000000000e+01,4.900000000000000000e+01
2.483000007402830533e+01,4.200000000000000000e+01,5.400000000000000000e+01
2.484000007405811772e+01,3.700000000000000000e+01,5.000000000000000000e+01
2.485000007408793365e+01,3.900000000000000000e+01,5.500000000000000000e+01
2.486000007411774604e+01,3.800000000000000000e+01,5.000000000000000000e+01
2.487000007414756197e+01,3.500000000000000000e+01,4.800000000000000000e+01
2.488000007417737436e+01,3.900000000000000000e+01,6.100000000000000000e+01
2.489000007420719029e+01,3.100000000000000000e+01,3.600000000000000000e+01
2.490000007423700268e+01,3.600000000000000000e+01,4.900000000000000000e+01
2.491000007426681861e+01,3.800000000000000000e+01,5.300000000000000000e+01
2.492000007429663100e+01,4.000000000000000000e+01,5.700000000000000000e+01
2.493000007432644693e+01,3.800000000000000000e+01,5.400000000000000000e+01
2.494000007435625932e+01,3.700000000000000000e+01,5.200000000000000000e+01
2.495000007438607526e+01,4.100000000000000000e+01,6.400000000000000000e+01
2.496000007441588764e+01,3.800000000000000000e+01,5.300000000000000000e+01
2.497000007444570358e+01,4.500000000000000000e+01,6.500000000000000000e+01
2.498000007447551596e+01,3.700000000000000000e+01,5.100000000000000000e+01
2.499000007450533190e+01,3.900000000000000000e+01,4.500000000000000000e+01
2.500000007453514428e+01,3.900000000000000000e+01,5.500000000000000000e+01
2.501000007456495666e+01,3.600000000000000000e+01,5.400000000000000000e+01
2.502000007459477260e+01,3.600000000000000000e+01,5.500000000000000000e+01
2.503000007462458498e+01,3.500000000000000000e+01,5.000000000000000000e+01
2.504000007465440092e+01,3.500000000000000000e+01,4.900000000000000000e+01
2.505000007468421330e+01,3.500000000000000000e+01,4.500000000000000000e+01
2.506000007471402924e+01,3.500000000000000000e+01,5.100000000000000000e+01
2.507000007474384162e+01,3.600000000000000000e+01,4.700000000000000000e+01
2.508000007477365756e+01,3.800000000000000000e+01,5.200000000000000000e+01
2.509000007480346994e+01,3.100000000000000000e+01,3.900000000000000000e+01
2.510000007483328588e+01,3.300000000000000000e+01,4.000000000000000000e+01
2.511000007486309826e+01,3.400000000000000000e+01,4.500000000000000000e+01
2.512000007489291420e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.513000007492272658e+01,3.300000000000000000e+01,4.400000000000000000e+01
2.514000007495254252e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.515000007498235490e+01,3.200000000000000000e+01,4.600000000000000000e+01
2.516000007501217084e+01,3.900000000000000000e+01,5.500000000000000000e+01
2.517000007504198322e+01,3.400000000000000000e+01,4.800000000000000000e+01
2.518000007507179561e+01,3.700000000000000000e+01,5.100000000000000000e+01
2.519000007510161154e+01,3.600000000000000000e+01,4.800000000000000000e+01
2.520000007513142393e+01,3.300000000000000000e+01,5.200000000000000000e+01
2.521000007516123986e+01,3.800000000000000000e+01,5.600000000000000000e+01
2.522000007519105225e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.523000007522086818e+01,3.300000000000000000e+01,4.500000000000000000e+01
2.524000007525068057e+01,3.400000000000000000e+01,4.600000000000000000e+01
2.525000007528049650e+01,3.300000000000000000e+01,3.900000000000000000e+01
2.526000007531030889e+01,3.200000000000000000e+01,4.100000000000000000e+01
2.527000007534012482e+01,3.000000000000000000e+01,4.300000000000000000e+01
2.528000007536993721e+01,3.200000000000000000e+01,4.100000000000000000e+01
2.529000007539975314e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.530000007542956553e+01,3.700000000000000000e+01,5.700000000000000000e+01
2.531000007545938146e+01,3.100000000000000000e+01,4.400000000000000000e+01
2.532000007548919385e+01,3.500000000000000000e+01,5.300000000000000000e+01
2.533000007551900978e+01,3.900000000000000000e+01,5.300000000000000000e+01
2.534000007554882217e+01,3.600000000000000000e+01,4.100000000000000000e+01
2.535000007557863455e+01,3.600000000000000000e+01,4.500000000000000000e+01
2.536000007560845049e+01,3.600000000000000000e+01,4.600000000000000000e+01
2.537000007563826287e+01,3.200000000000000000e+01,3.800000000000000000e+01
2.538000007566807881e+01,3.300000000000000000e+01,4.500000000000000000e+01
2.539000007569789119e+01,3.800000000000000000e+01,4.300000000000000000e+01
2.540000007572770713e+01,3.300000000000000000e+01,5.000000000000000000e+01
2.541000007575751951e+01,4.000000000000000000e+01,5.300000000000000000e+01
2.542000007578733545e+01,3.300000000000000000e+01,4.700000000000000000e+01
2.543000007581714783e+01,3.700000000000000000e+01,4.800000000000000000e+01
2.544000007584696377e+01,3.200000000000000000e+01,4.700000000000000000e+01
2.545000007587677615e+01,3.700000000000000000e+01,4.900000000000000000e+01
2.546000007590659209e+01,3.400000000000000000e+01,4.600000000000000000e+01
2.547000007593640447e+01,3.600000000000000000e+01,4.700000000000000000e+01
2.548000007596622041e+01,3.800000000000000000e+01,5.300000000000000000e+01
2.549000007599603279e+01,3.700000000000000000e+01,5.100000000000000000e+01
2.550000007602584873e+01,3.500000000000000000e+01,5.300000000000000000e+01
2.551000007605566111e+01,3.400000000000000000e+01,4.600000000000000000e+01
2.552000007608547349e+01,3.600000000000000000e+01,5.100000000000000000e+01
2.553000007611528943e+01,4.400000000000000000e+01,6.100000000000000000e+01
2.554000007614510181e+01,4.000000000000000000e+01,5.700000000000000000e+01
2.555000007617491775e+01,3.900000000000000000e+01,5.200000000000000000e+01
2.556000007620473014e+01,3.800000000000000000e+01,5.300000000000000000e+01
2.557000007623454607e+01,4.100000000000000000e+01,5.200000000000000000e+01
2.558000007626435846e+01,3.600000000000000000e+01,4.300000000000000000e+01
2.559000007629417439e+01,3.900000000000000000e+01,5.500000000000000000e+01
2.560000007632398678e+01,4.000000000000000000e+01,5.700000000000000000e+01
2.561000007635380271e+01,3.900000000000000000e+01,5.100000000000000000e+01
2.562000007638361510e+01,4.000000000000000000e+01,6.100000000000000000e+01
2.563000007641343103e+01,4.000000000000000000e+01,5.500000000000000000e+01
2.564000007644324342e+01,4.000000000000000000e+01,5.500000000000000000e+01
2.565000007647305935e+01,4.000000000000000000e+01,5.000000000000000000e+01
2.566000007650287174e+01,4.100000000000000000e+01,5.600000000000000000e+01
2.567000007653268767e+01,3.800000000000000000e+01,5.800000000000000000e+01
2.568000007656250006e+01,3.700000000000000000e+01,5.300000000000000000e+01
2.569000007659231244e+01,3.900000000000000000e+01,5.900000000000000000e+01
2.570000007662212838e+01,3.600000000000000000e+01,4.800000000000000000e+01
2.571000007665194076e+01,4.100000000000000000e+01,5.500000000000000000e+01
2.572000007668175670e+01,3.700000000000000000e+01,6.100000000000000000e+01
2.573000007671156908e+01,4.000000000000000000e+01,5.800000000000000000e+01
2.574000007674138502e+01,4.100000000000000000e+01,6.600000000000000000e+01
2.575000007677119740e+01,4.300000000000000000e+01,5.700000000000000000e+01
2.576000007680101334e+01,3.700000000000000000e+01,5.200000000000000000e+01
2.577000007683082572e+01,4.200000000000000000e+01,6.400000000000000000e+01
2.578000007686064166e+01,4.000000000000000000e+01,5.500000000000000000e+01
2.579000007689045404e+01,3.700000000000000000e+01,5.100000000000000000e+01
2.580000007692026998e+01,3.700000000000000000e+01,5.700000000000000000e+01
2.581000007695008236e+01,3.800000000000000000e+01,5.600000000000000000e+01
2.582000007697989830e+01,3.800000000000000000e+01,4.800000000000000000e+01
2.583000007700971068e+01,3.600000000000000000e+01,5.200000000000000000e+01
2.584000007703952662e+01,4.200000000000000000e+01,6.500000000000000000e+01
2.585000007706933900e+01,3.900000000000000000e+01,5.600000000000000000e+01
2.586000007709915494e+01,4.000000000000000000e+01,6.100000000000000000e+01
2.587000007712896732e+01,4.200000000000000000e+01,5.900000000000000000e+01
2.588000007715877970e+01,3.900000000000000000e+01,5.700000000000000000e+01
2.589000007718859564e+01,3.900000000000000000e+01,4.600000000000000000e+01
2.590000007721840802e+01,3.900000000000000000e+01,5.000000000000000000e+01
2.591000007724822396e+01,4.200000000000000000e+01,6.500000000000000000e+01
2.592000007727803634e+01,4.100000000000000000e+01,5.200000000000000000e+01
2.593000007730785228e+01,4.400000000000000000e+01,5.900000000000000000e+01
2.594000007733766466e+01,4.300000000000000000e+01,6.500000000000000000e+01
2.595000007736748060e+01,4.100000000000000000e+01,6.500000000000000000e+01
2.596000007739729298e+01,3.900000000000000000e+01,6.000000000000000000e+01
2.597000007742710892e+01,4.100000000000000000e+01,6.300000000000000000e+01
2.598000007745692130e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.599000007748673724e+01,3.600000000000000000e+01,4.700000000000000000e+01
2.600000007751654962e+01,3.600000000000000000e+01,5.500000000000000000e+01
2.601000007754636556e+01,3.500000000000000000e+01,4.800000000000000000e+01
2.602000007757617794e+01,3.700000000000000000e+01,5.200000000000000000e+01
2.603000007760599388e+01,3.600000000000000000e+01,4.200000000000000000e+01
2.604000007763580626e+01,3.600000000000000000e+01,4.500000000000000000e+01
2.605000007766561865e+01,3.100000000000000000e+01,4.100000000000000000e+01
2.606000007769543458e+01,3.200000000000000000e+01,4.600000000000000000e+01
2.607000007772524697e+01,3.300000000000000000e+01,4.400000000000000000e+01
2.608000007775506290e+01,3.200000000000000000e+01,4.400000000000000000e+01
2.609000007778487529e+01,3.700000000000000000e+01,4.900000000000000000e+01
2.610000007781469122e+01,3.500000000000000000e+01,5.400000000000000000e+01
2.611000007784450361e+01,3.500000000000000000e+01,4.900000000000000000e+01
2.612000007787431954e+01,3.600000000000000000e+01,4.800000000000000000e+01
2.613000007790413193e+01,3.500000000000000000e+01,4.700000000000000000e+01
2.614000007793394786e+01,3.800000000000000000e+01,5.400000000000000000e+01
2.615000007796376025e+01,3.500000000000000000e+01,4.700000000000000000e+01
2.616000007799357618e+01,3.500000000000000000e+01,4.400000000000000000e+01
2.617000007802338857e+01,3.500000000000000000e+01,4.500000000000000000e+01
2.618000007805320450e+01,3.200000000000000000e+01,4.700000000000000000e+01
2.619000007808301689e+01,3.300000000000000000e+01,4.200000000000000000e+01
2.620000007811283282e+01,3.300000000000000000e+01,5.000000000000000000e+01
2.621000007814264521e+01,3.300000000000000000e+01,4.700000000000000000e+01
2.622000007817245759e+01,3.200000000000000000e+01,4.500000000000000000e+01
2.623000007820227353e+01,3.300000000000000000e+01,4.300000000000000000e+01
2.624000007823208591e+01,3.300000000000000000e+01,4.200000000000000000e+01
2.625000007826190185e+01,3.300000000000000000e+01,4.700000000000000000e+01
2.626000007829171423e+01,3.600000000000000000e+01,4.500000000000000000e+01
2.627000007832153017e+01,3.100000000000000000e+01,3.900000000000000000e+01
2.628000007835134255e+01,3.700000000000000000e+01,4.300000000000000000e+01
2.629000007838115849e+01,3.700000000000000000e+01,4.900000000000000000e+01
2.630000007841097087e+01,3.400000000000000000e+01,4.600000000000000000e+01
2.631000007844078681e+01,3.100000000000000000e+01,4.100000000000000000e+01
2.632000007847059919e+01,3.900000000000000000e+01,5.200000000000000000e+01
2.633000007850041513e+01,4.200000000000000000e+01,6.100000000000000000e+01
2.634000007853022751e+01,3.700000000000000000e+01,5.300000000000000000e+01
2.635000007856004345e+01,3.800000000000000000e+01,4.900000000000000000e+01
2.636000007858985583e+01,3.800000000000000000e+01,5.000000000000000000e+01
2.637000007861967177e+01,3.400000000000000000e+01,5.000000000000000000e+01
2.638000007864948415e+01,3.400000000000000000e+01,4.200000000000000000e+01
2.639000007867929654e+01,3.700000000000000000e+01,4.900000000000000000e+01
2.640000007870911247e+01,3.500000000000000000e+01,4.400000000000000000e+01
2.641000007873892486e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.642000007876874079e+01,3.200000000000000000e+01,4.000000000000000000e+01
2.643000007879855318e+01,3.600000000000000000e+01,5.200000000000000000e+01
2.644000007882836911e+01,3.600000000000000000e+01,4.400000000000000000e+01
2.645000007885818150e+01,3.700000000000000000e+01,5.200000000000000000e+01
2.646000007888799743e+01,4.000000000000000000e+01,5.700000000000000000e+01
2.647000007891780982e+01,3.700000000000000000e+01,5.300000000000000000e+01
2.648000007894762575e+01,3.800000000000000000e+01,5.700000000000000000e+01
2.649000007897743814e+01,3.600000000000000000e+01,5.200000000000000000e+01
2.650000007900725407e+01,3.800000000000000000e+01,5.800000000000000000e+01
2.651000007903706646e+01,3.900000000000000000e+01,6.100000000000000000e+01
2.652000007906688239e+01,3.800000000000000000e+01,5.400000000000000000e+01
2.653000007909669478e+01,3.800000000000000000e+01,5.300000000000000000e+01
2.654000007912651071e+01,3.600000000000000000e+01,5.200000000000000000e+01
2.655000007915632310e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.656000007918613548e+01,3.700000000000000000e+01,4.800000000000000000e+01
2.657000007921595142e+01,4.200000000000000000e+01,6.200000000000000000e+01
2.658000007924576380e+01,3.700000000000000000e+01,5.300000000000000000e+01
2.659000007927557974e+01,3.900000000000000000e+01,6.100000000000000000e+01
2.660000007930539212e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.661000007933520806e+01,3.700000000000000000e+01,5.600000000000000000e+01
2.662000007936502044e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.663000007939483638e+01,3.800000000000000000e+01,5.100000000000000000e+01
2.664000007942464876e+01,3.500000000000000000e+01,4.300000000000000000e+01
2.665000007945446470e+01,3.800000000000000000e+01,5.500000000000000000e+01
2.666000007948427708e+01,3.900000000000000000e+01,5.200000000000000000e+01
2.667000007951409302e+01,4.000000000000000000e+01,6.200000000000000000e+01
2.668000007954390540e+01,3.400000000000000000e+01,4.500000000000000000e+01
2.669000007957372134e+01,3.300000000000000000e+01,3.800000000000000000e+01
2.670000007960353372e+01,3.900000000000000000e+01,5.800000000000000000e+01
2.671000007963334966e+01,3.900000000000000000e+01,5.500000000000000000e+01
2.672000007966316204e+01,4.200000000000000000e+01,5.400000000000000000e+01
2.673000007969297442e+01,3.900000000000000000e+01,5.900000000000000000e+01
2.674000007972279036e+01,4.100000000000000000e+01,5.900000000000000000e+01
2.675000007975260274e+01,3.700000000000000000e+01,4.800000000000000000e+01
2.676000007978241868e+01,3.900000000000000000e+01,5.600000000000000000e+01
2.677000007981223106e+01,3.700000000000000000e+01,4.900000000000000000e+01
2.678000007984204700e+01,3.800000000000000000e+01,4.900000000000000000e+01
2.679000007987185938e+01,3.900000000000000000e+01,5.400000000000000000e+01
2.680000007990167532e+01,3.900000000000000000e+01,5.800000000000000000e+01
2.681000007993148770e+01,3.900000000000000000e+01,6.300000000000000000e+01
2.682000007996130364e+01,4.000000000000000000e+01,6.000000000000000000e+01
2.683000007999111602e+01,3.600000000000000000e+01,4.700000000000000000e+01
2.684000008002093196e+01,3.500000000000000000e+01,4.600000000000000000e+01
2.685000008005074434e+01,3.400000000000000000e+01,4.300000000000000000e+01
2.686000008008056028e+01,3.400000000000000000e+01,5.000000000000000000e+01
2.687000008011037266e+01,3.600000000000000000e+01,5.000000000000000000e+01
2.688000008014018860e+01,3.400000000000000000e+01,4.500000000000000000e+01
2.689000008017000098e+01,3.300000000000000000e+01,4.000000000000000000e+01
2.690000008019981692e+01,3.000000000000000000e+01,3.700000000000000000e+01
2.691000008022962930e+01,3.100000000000000000e+01,3.900000000000000000e+01
2.692000008025944169e+01,3.200000000000000000e+01,4.400000000000000000e+01
2.693000008028925762e+01,3.200000000000000000e+01,4.200000000000000000e+01
2.694000008031907001e+01,3.000000000000000000e+01,3.900000000000000000e+01
2.695000008034888594e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.696000008037869833e+01,3.500000000000000000e+01,5.100000000000000000e+01
2.697000008040851426e+01,3.300000000000000000e+01,4.300000000000000000e+01
2.698000008043832665e+01,3.500000000000000000e+01,4.900000000000000000e+01
2.699000008046814258e+01,3.100000000000000000e+01,4.200000000000000000e+01
2.700000008049795497e+01,3.400000000000000000e+01,5.200000000000000000e+01
2.701000008052777090e+01,3.300000000000000000e+01,4.200000000000000000e+01
2.702000008055758329e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.703000008058739922e+01,3.000000000000000000e+01,3.700000000000000000e+01
2.704000008061721161e+01,3.200000000000000000e+01,4.100000000000000000e+01
2.705000008064702754e+01,3.200000000000000000e+01,4.300000000000000000e+01
2.706000008067683993e+01,2.900000000000000000e+01,3.700000000000000000e+01
2.707000008070665587e+01,3.100000000000000000e+01,3.400000000000000000e+01
2.708000008073646825e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.709000008076628063e+01,3.300000000000000000e+01,4.200000000000000000e+01
2.710000008079609657e+01,3.200000000000000000e+01,4.300000000000000000e+01
2.711000008082590895e+01,3.200000000000000000e+01,4.400000000000000000e+01
2.712000008085572489e+01,3.300000000000000000e+01,5.000000000000000000e+01
2.713000008088553727e+01,3.400000000000000000e+01,4.800000000000000000e+01
2.714000008091535321e+01,3.200000000000000000e+01,4.900000000000000000e+01
2.715000008094516559e+01,3.400000000000000000e+01,4.100000000000000000e+01
2.716000008097498153e+01,2.800000000000000000e+01,3.200000000000000000e+01
2.717000008100479391e+01,3.400000000000000000e+01,4.200000000000000000e+01
2.718000008103460985e+01,3.500000000000000000e+01,5.100000000000000000e+01
2.719000008106442223e+01,3.800000000000000000e+01,5.700000000000000000e+01
2.720000008109423817e+01,3.200000000000000000e+01,4.200000000000000000e+01
2.721000008112405055e+01,3.700000000000000000e+01,5.100000000000000000e+01
2.722000008115386649e+01,3.600000000000000000e+01,4.800000000000000000e+01
2.723000008118367887e+01,3.400000000000000000e+01,4.600000000000000000e+01
2.724000008121349481e+01,3.200000000000000000e+01,4.800000000000000000e+01
2.725000008124330719e+01,3.600000000000000000e+01,4.800000000000000000e+01
2.726000008127311958e+01,3.400000000000000000e+01,4.600000000000000000e+01
2.727000008130293551e+01,3.600000000000000000e+01,4.700000000000000000e+01
2.728000008133274790e+01,3.700000000000000000e+01,4.300000000000000000e+01
2.729000008136256383e+01,3.100000000000000000e+01,4.200000000000000000e+01
2.730000008139237622e+01,3.600000000000000000e+01,4.300000000000000000e+01
2.731000008142219215e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.732000008145200454e+01,3.100000000000000000e+01,4.600000000000000000e+01
2.733000008148182047e+01,3.600000000000000000e+01,4.700000000000000000e+01
2.734000008151163286e+01,3.200000000000000000e+01,4.200000000000000000e+01
2.735000008154144879e+01,3.500000000000000000e+01,5.600000000000000000e+01
2.736000008157126118e+01,3.200000000000000000e+01,4.200000000000000000e+01
2.737000008160107711e+01,3.000000000000000000e+01,3.600000000000000000e+01
2.738000008163088950e+01,3.100000000000000000e+01,4.100000000000000000e+01
2.739000008166070543e+01,3.400000000000000000e+01,4.400000000000000000e+01
2.740000008169051782e+01,3.200000000000000000e+01,4.200000000000000000e+01
2.741000008172033375e+01,3.500000000000000000e+01,4.200000000000000000e+01
2.742000008175014614e+01,3.400000000000000000e+01,4.300000000000000000e+01
2.743000008177995852e+01,3.300000000000000000e+01,4.600000000000000000e+01
2.744000008180977446e+01,3.500000000000000000e+01,4.700000000000000000e+01
2.745000008183958684e+01,3.300000000000000000e+01,3.700000000000000000e+01
2.746000008186940278e+01,3.300000000000000000e+01,4.300000000000000000e+01
2.747000008189921516e+01,2.900000000000000000e+01,3.700000000000000000e+01
2.748000008192903110e+01,3.100000000000000000e+01,4.200000000000000000e+01
2.749000008195884348e+01,2.700000000000000000e+01,4.100000000000000000e+01
2.750000008198865942e+01,3.300000000000000000e+01,4.800000000000000000e+01
2.751000008201847180e+01,3.300000000000000000e+01,3.900000000000000000e+01
2.752000008204828774e+01,2.900000000000000000e+01,3.600000000000000000e+01
2.753000008207810012e+01,2.900000000000000000e+01,3.500000000000000000e+01
2.754000008210791606e+01,3.100000000000000000e+01,4.000000000000000000e+01
2.755000008213772844e+01,2.800000000000000000e+01,3.500000000000000000e+01
2.756000008216754438e+01,2.900000000000000000e+01,3.300000000000000000e+01
2.757000008219735676e+01,3.300000000000000000e+01,3.700000000000000000e+01
2.758000008222717270e+01,3.100000000000000000e+01,3.200000000000000000e+01
2.759000008225698508e+01,3.000000000000000000e+01,3.800000000000000000e+01
2.760000008228679746e+01,2.700000000000000000e+01,3.100000000000000000e+01
2.761000008231661340e+01,2.800000000000000000e+01,3.800000000000000000e+01
2.762000008234642578e+01,2.800000000000000000e+01,3.200000000000000000e+01
2.763000008237624172e+01,2.600000000000000000e+01,3.300000000000000000e+01
2.764000008240605410e+01,2.500000000000000000e+01,2.700000000000000000e+01
2.765000008243587004e+01,2.500000000000000000e+01,3.200000000000000000e+01
2.766000008246568242e+01,2.900000000000000000e+01,3.100000000000000000e+01
2.767000008249549836e+01,2.900000000000000000e+01,3.800000000000000000e+01
2.768000008252531075e+01,2.900000000000000000e+01,3.600000000000000000e+01
