time_ns,n_channel_water,n_ww_hbonds
5.300000015801450415e-01,1.700000000000000000e+01,1.800000000000000000e+01
5.400000016099590905e-01,1.500000000000000000e+01,1.400000000000000000e+01
5.500000016397731395e-01,1.700000000000000000e+01,1.100000000000000000e+01
5.600000016695871885e-01,1.200000000000000000e+01,1.000000000000000000e+01
5.700000016994012375e-01,1.600000000000000000e+01,1.800000000000000000e+01
5.800000017292153975e-01,1.500000000000000000e+01,2.200000000000000000e+01
5.900000017590294465e-01,1.600000000000000000e+01,2.000000000000000000e+01
6.000000017888434956e-01,1.500000000000000000e+01,1.900000000000000000e+01
6.100000018186575446e-01,1.600000000000000000e+01,1.800000000000000000e+01
6.200000018484715936e-01,1.800000000000000000e+01,2.000000000000000000e+01
6.300000018782856426e-01,1.700000000000000000e+01,1.800000000000000000e+01
6.400000019080996916e-01,1.800000000000000000e+01,2.100000000000000000e+01
6.500000019379137406e-01,1.600000000000000000e+01,1.800000000000000000e+01
6.600000019677277896e-01,1.500000000000000000e+01,1.300000000000000000e+01
6.700000019975418386e-01,1.200000000000000000e+01,1.300000000000000000e+01
6.800000020273558876e-01,1.600000000000000000e+01,1.400000000000000000e+01
6.900000020571699366e-01,1.500000000000000000e+01,1.300000000000000000e+01
7.000000020869839856e-01,1.300000000000000000e+01,1.400000000000000000e+01
7.100000021167981457e-01,1.300000000000000000e+01,1.200000000000000000e+01
7.200000021466121947e-01,1.400000000000000000e+01,1.400000000000000000e+01
7.300000021764262437e-01,1.400000000000000000e+01,1.300000000000000000e+01
7.400000022062402927e-01,1.300000000000000000e+01,1.000000000000000000e+01
7.500000022360543417e-01,1.400000000000000000e+01,1.300000000000000000e+01
7.600000022658683907e-01,1.600000000000000000e+01,1.700000000000000000e+01
7.700000022956824397e-01,1.500000000000000000e+01,1.400000000000000000e+01
7.800000023254964887e-01,1.500000000000000000e+01,1.600000000000000000e+01
7.900000023553105377e-01,1.700000000000000000e+01,1.700000000000000000e+01
8.000000023851245867e-01,1.600000000000000000e+01,1.900000000000000000e+01
8.100000024149386357e-01,1.400000000000000000e+01,1.000000000000000000e+01
8.200000024447526847e-01,1.600000000000000000e+01,1.200000000000000000e+01
8.300000024745667337e-01,1.600000000000000000e+01,1.600000000000000000e+01
8.400000025043808938e-01,1.200000000000000000e+01,1.300000000000000000e+01
8.500000025341949428e-01,1.500000000000000000e+01,1.400000000000000000e+01
8.600000025640089918e-01,1.300000000000000000e+01,1.200000000000000000e+01
8.700000025938230408e-01,1.600000000000000000e+01,1.600000000000000000e+01
8.800000026236370898e-01,1.200000000000000000e+01,1.200000000000000000e+01
8.900000026534511388e-01,1.300000000000000000e+01,1.100000000000000000e+01
9.000000026832651878e-01,1.200000000000000000e+01,7.000000000000000000e+00
9.100000027130792368e-01,1.200000000000000000e+01,1.200000000000000000e+01
9.200000027428932858e-01,1.100000000000000000e+01,1.100000000000000000e+01
9.300000027727073348e-01,1.200000000000000000e+01,1.000000000000000000e+01
9.400000028025213838e-01,1.200000000000000000e+01,1.300000000000000000e+01
9.500000028323354329e-01,1.100000000000000000e+01,9.000000000000000000e+00
9.600000028621495929e-01,1.200000000000000000e+01,8.000000000000000000e+00
9.700000028919636419e-01,1.300000000000000000e+01,1.000000000000000000e+01
9.800000029217776909e-01,1.300000000000000000e+01,1.200000000000000000e+01
9.900000029515917399e-01,1.400000000000000000e+01,1.100000000000000000e+01
1.000000002981405789e+00,1.200000000000000000e+01,9.000000000000000000e+00
1.010000003011219727e+00,1.500000000000000000e+01,1.200000000000000000e+01
1.020000003041033887e+00,1.500000000000000000e+01,1.600000000000000000e+01
1.030000003070848047e+00,1.200000000000000000e+01,1.400000000000000000e+01
1.040000003100661985e+00,1.100000000000000000e+01,8.000000000000000000e+00
1.050000003130476145e+00,1.500000000000000000e+01,1.400000000000000000e+01
1.060000003160290083e+00,1.300000000000000000e+01,1.400000000000000000e+01
1.070000003190104243e+00,1.300000000000000000e+01,1.100000000000000000e+01
1.080000003219918181e+00,1.100000000000000000e+01,1.100000000000000000e+01
1.090000003249732341e+00,1.300000000000000000e+01,1.300000000000000000e+01
1.100000003279546279e+00,1.300000000000000000e+01,1.400000000000000000e+01
1.110000003309360439e+00,1.400000000000000000e+01,1.400000000000000000e+01
1.120000003339174377e+00,1.500000000000000000e+01,1.700000000000000000e+01
1.130000003368988537e+00,1.300000000000000000e+01,1.300000000000000000e+01
1.140000003398802475e+00,1.500000000000000000e+01,1.100000000000000000e+01
1.150000003428616635e+00,1.400000000000000000e+01,1.300000000000000000e+01
1.160000003458430795e+00,1.400000000000000000e+01,1.500000000000000000e+01
1.170000003488244733e+00,1.400000000000000000e+01,1.400000000000000000e+01
1.180000003518058893e+00,1.400000000000000000e+01,1.600000000000000000e+01
1.190000003547872831e+00,1.600000000000000000e+01,1.900000000000000000e+01
1.200000003577686991e+00,1.600000000000000000e+01,1.700000000000000000e+01
1.210000003607500929e+00,1.700000000000000000e+01,1.900000000000000000e+01
1.220000003637315089e+00,1.500000000000000000e+01,1.300000000000000000e+01
1.230000003667129027e+00,1.500000000000000000e+01,1.900000000000000000e+01
1.240000003696943187e+00,1.600000000000000000e+01,1.700000000000000000e+01
1.250000003726757125e+00,1.500000000000000000e+01,1.500000000000000000e+01
1.260000003756571285e+00,1.600000000000000000e+01,1.800000000000000000e+01
1.270000003786385223e+00,1.500000000000000000e+01,1.300000000000000000e+01
1.280000003816199383e+00,1.600000000000000000e+01,1.300000000000000000e+01
1.290000003846013543e+00,1.500000000000000000e+01,1.600000000000000000e+01
1.300000003875827481e+00,1.600000000000000000e+01,1.900000000000000000e+01
1.310000003905641641e+00,1.500000000000000000e+01,1.500000000000000000e+01
1.320000003935455579e+00,1.400000000000000000e+01,1.400000000000000000e+01
1.330000003965269739e+00,1.500000000000000000e+01,1.600000000000000000e+01
1.340000003995083677e+00,1.500000000000000000e+01,1.300000000000000000e+01
1.350000004024897837e+00,1.500000000000000000e+01,1.400000000000000000e+01
1.360000004054711775e+00,1.500000000000000000e+01,2.000000000000000000e+01
1.370000004084525935e+00,1.300000000000000000e+01,1.300000000000000000e+01
1.380000004114339873e+00,1.500000000000000000e+01,1.400000000000000000e+01
1.390000004144154033e+00,1.500000000000000000e+01,1.300000000000000000e+01
1.400000004173967971e+00,1.200000000000000000e+01,1.200000000000000000e+01
1.410000004203782131e+00,1.500000000000000000e+01,1.900000000000000000e+01
1.420000004233596291e+00,1.600000000000000000e+01,1.500000000000000000e+01
1.430000004263410229e+00,1.600000000000000000e+01,1.900000000000000000e+01
1.440000004293224389e+00,1.600000000000000000e+01,1.600000000000000000e+01
1.450000004323038327e+00,1.400000000000000000e+01,1.500000000000000000e+01
1.460000004352852487e+00,1.500000000000000000e+01,1.800000000000000000e+01
1.470000004382666425e+00,1.500000000000000000e+01,2.000000000000000000e+01
1.480000004412480585e+00,1.400000000000000000e+01,1.200000000000000000e+01
1.490000004442294523e+00,1.300000000000000000e+01,1.400000000000000000e+01
1.500000004472108683e+00,1.400000000000000000e+01,1.600000000000000000e+01
1.510000004501922621e+00,1.500000000000000000e+01,1.600000000000000000e+01
1.520000004531736781e+00,1.600000000000000000e+01,1.700000000000000000e+01
1.530000004561550719e+00,1.500000000000000000e+01,1.500000000000000000e+01
1.540000004591364879e+00,1.500000000000000000e+01,1.700000000000000000e+01
1.550000004621179039e+00,1.500000000000000000e+01,1.500000000000000000e+01
1.560000004650992977e+00,1.200000000000000000e+01,1.100000000000000000e+01
1.570000004680807137e+00,1.300000000000000000e+01,1.300000000000000000e+01
1.580000004710621075e+00,1.400000000000000000e+01,1.000000000000000000e+01
1.590000004740435235e+00,1.400000000000000000e+01,1.500000000000000000e+01
1.600000004770249173e+00,1.300000000000000000e+01,1.600000000000000000e+01
1.610000004800063333e+00,1.700000000000000000e+01,1.500000000000000000e+01
1.620000004829877271e+00,1.500000000000000000e+01,1.000000000000000000e+01
1.630000004859691431e+00,1.400000000000000000e+01,9.000000000000000000e+00
1.640000004889505369e+00,1.200000000000000000e+01,1.000000000000000000e+01
1.650000004919319530e+00,1.300000000000000000e+01,1.300000000000000000e+01
1.660000004949133467e+00,1.500000000000000000e+01,1.700000000000000000e+01
1.670000004978947628e+00,1.700000000000000000e+01,2.000000000000000000e+01
1.680000005008761788e+00,1.800000000000000000e+01,2.100000000000000000e+01
1.690000005038575726e+00,1.600000000000000000e+01,1.800000000000000000e+01
1.700000005068389886e+00,1.400000000000000000e+01,1.600000000000000000e+01
1.710000005098203824e+00,1.700000000000000000e+01,2.100000000000000000e+01
1.720000005128017984e+00,1.500000000000000000e+01,1.400000000000000000e+01
1.730000005157831922e+00,2.000000000000000000e+01,2.500000000000000000e+01
1.740000005187646082e+00,1.600000000000000000e+01,2.100000000000000000e+01
1.750000005217460020e+00,1.600000000000000000e+01,1.400000000000000000e+01
1.760000005247274180e+00,1.300000000000000000e+01,1.400000000000000000e+01
1.770000005277088118e+00,1.400000000000000000e+01,1.100000000000000000e+01
1.780000005306902278e+00,1.700000000000000000e+01,1.800000000000000000e+01
1.790000005336716216e+00,1.600000000000000000e+01,1.600000000000000000e+01
1.800000005366530376e+00,1.400000000000000000e+01,1.400000000000000000e+01
1.810000005396344536e+00,1.500000000000000000e+01,1.700000000000000000e+01
1.820000005426158474e+00,1.400000000000000000e+01,1.600000000000000000e+01
1.830000005455972634e+00,1.900000000000000000e+01,2.300000000000000000e+01
1.840000005485786572e+00,1.600000000000000000e+01,1.500000000000000000e+01
1.850000005515600732e+00,1.400000000000000000e+01,1.600000000000000000e+01
1.860000005545414670e+00,1.400000000000000000e+01,1.200000000000000000e+01
1.870000005575228830e+00,1.600000000000000000e+01,1.800000000000000000e+01
1.880000005605042768e+00,1.500000000000000000e+01,1.400000000000000000e+01
1.890000005634856928e+00,1.300000000000000000e+01,1.200000000000000000e+01
1.900000005664670866e+00,1.300000000000000000e+01,1.400000000000000000e+01
1.910000005694485026e+00,1.400000000000000000e+01,1.600000000000000000e+01
1.920000005724299186e+00,1.300000000000000000e+01,1.300000000000000000e+01
1.930000005754113124e+00,1.600000000000000000e+01,1.900000000000000000e+01
1.940000005783927284e+00,1.300000000000000000e+01,9.000000000000000000e+00
1.950000005813741222e+00,1.300000000000000000e+01,1.200000000000000000e+01
1.960000005843555382e+00,1.200000000000000000e+01,7.000000000000000000e+00
1.970000005873369320e+00,1.500000000000000000e+01,1.800000000000000000e+01
1.980000005903183480e+00,1.100000000000000000e+01,8.000000000000000000e+00
1.990000005932997418e+00,1.400000000000000000e+01,1.300000000000000000e+01
2.000000005962811578e+00,1.700000000000000000e+01,1.300000000000000000e+01
2.010000005992625738e+00,1.400000000000000000e+01,1.500000000000000000e+01
2.020000006022439454e+00,1.500000000000000000e+01,1.700000000000000000e+01
2.030000006052253614e+00,1.500000000000000000e+01,1.600000000000000000e+01
2.040000006082067774e+00,1.300000000000000000e+01,9.000000000000000000e+00
2.050000006111881934e+00,1.500000000000000000e+01,1.200000000000000000e+01
2.060000006141696094e+00,1.400000000000000000e+01,7.000000000000000000e+00
2.070000006171509810e+00,1.400000000000000000e+01,1.100000000000000000e+01
2.080000006201323970e+00,1.400000000000000000e+01,1.100000000000000000e+01
2.090000006231138130e+00,1.400000000000000000e+01,1.100000000000000000e+01
2.100000006260952290e+00,1.400000000000000000e+01,1.500000000000000000e+01
2.110000006290766006e+00,1.600000000000000000e+01,1.600000000000000000e+01
2.120000006320580166e+00,1.800000000000000000e+01,1.900000000000000000e+01
2.130000006350394326e+00,1.700000000000000000e+01,1.600000000000000000e+01
2.140000006380208486e+00,1.700000000000000000e+01,1.800000000000000000e+01
2.150000006410022202e+00,1.700000000000000000e+01,1.800000000000000000e+01
2.160000006439836362e+00,1.600000000000000000e+01,1.800000000000000000e+01
2.170000006469650522e+00,1.700000000000000000e+01,1.700000000000000000e+01
2.180000006499464682e+00,1.700000000000000000e+01,1.800000000000000000e+01
2.190000006529278842e+00,1.700000000000000000e+01,1.400000000000000000e+01
2.200000006559092558e+00,1.800000000000000000e+01,1.900000000000000000e+01
2.210000006588906718e+00,1.700000000000000000e+01,1.400000000000000000e+01
2.220000006618720878e+00,2.000000000000000000e+01,2.700000000000000000e+01
2.230000006648535038e+00,1.800000000000000000e+01,2.000000000000000000e+01
2.240000006678348754e+00,1.700000000000000000e+01,1.400000000000000000e+01
2.250000006708162914e+00,1.800000000000000000e+01,1.900000000000000000e+01
2.260000006737977074e+00,1.600000000000000000e+01,1.300000000000000000e+01
2.270000006767791234e+00,1.300000000000000000e+01,9.000000000000000000e+00
2.280000006797604950e+00,1.600000000000000000e+01,1.300000000000000000e+01
2.290000006827419110e+00,2.000000000000000000e+01,1.800000000000000000e+01
2.300000006857233270e+00,2.000000000000000000e+01,2.300000000000000000e+01
2.310000006887047430e+00,2.300000000000000000e+01,3.400000000000000000e+01
2.320000006916861590e+00,2.200000000000000000e+01,2.600000000000000000e+01
2.330000006946675306e+00,2.100000000000000000e+01,2.000000000000000000e+01
2.340000006976489466e+00,1.900000000000000000e+01,1.800000000000000000e+01
2.350000007006303626e+00,1.900000000000000000e+01,1.700000000000000000e+01
2.360000007036117786e+00,1.800000000000000000e+01,1.800000000000000000e+01
2.370000007065931502e+00,1.700000000000000000e+01,1.600000000000000000e+01
2.380000007095745662e+00,1.900000000000000000e+01,2.000000000000000000e+01
2.390000007125559822e+00,1.800000000000000000e+01,1.500000000000000000e+01
2.400000007155373982e+00,1.900000000000000000e+01,2.000000000000000000e+01
2.410000007185187698e+00,1.900000000000000000e+01,1.800000000000000000e+01
2.420000007215001858e+00,2.200000000000000000e+01,2.200000000000000000e+01
2.430000007244816018e+00,1.800000000000000000e+01,2.100000000000000000e+01
2.440000007274630178e+00,2.000000000000000000e+01,2.300000000000000000e+01
2.450000007304444338e+00,2.000000000000000000e+01,1.700000000000000000e+01
2.460000007334258054e+00,2.100000000000000000e+01,1.800000000000000000e+01
2.470000007364072214e+00,2.000000000000000000e+01,1.800000000000000000e+01
2.480000007393886374e+00,2.200000000000000000e+01,1.800000000000000000e+01
2.490000007423700534e+00,1.900000000000000000e+01,1.700000000000000000e+01
2.500000007453514250e+00,2.000000000000000000e+01,1.800000000000000000e+01
2.510000007483328410e+00,2.000000000000000000e+01,1.500000000000000000e+01
2.520000007513142570e+00,2.000000000000000000e+01,1.900000000000000000e+01
2.530000007542956730e+00,1.900000000000000000e+01,1.700000000000000000e+01
2.540000007572770446e+00,2.200000000000000000e+01,2.700000000000000000e+01
2.550000007602584606e+00,1.900000000000000000e+01,2.000000000000000000e+01
2.560000007632398766e+00,1.900000000000000000e+01,1.700000000000000000e+01
2.570000007662212926e+00,2.100000000000000000e+01,1.600000000000000000e+01
2.580000007692027086e+00,2.300000000000000000e+01,2.000000000000000000e+01
2.590000007721840802e+00,2.300000000000000000e+01,2.600000000000000000e+01
2.600000007751654962e+00,2.300000000000000000e+01,2.300000000000000000e+01
2.610000007781469122e+00,2.100000000000000000e+01,2.100000000000000000e+01
2.620000007811283282e+00,2.400000000000000000e+01,3.100000000000000000e+01
2.630000007841096998e+00,2.400000000000000000e+01,3.200000000000000000e+01
2.640000007870911158e+00,2.300000000000000000e+01,2.400000000000000000e+01
2.650000007900725318e+00,2.200000000000000000e+01,2.100000000000000000e+01
2.660000007930539478e+00,2.200000000000000000e+01,2.400000000000000000e+01
2.670000007960353194e+00,2.200000000000000000e+01,2.400000000000000000e+01
2.680000007990167354e+00,2.300000000000000000e+01,2.100000000000000000e+01
2.690000008019981514e+00,2.100000000000000000e+01,1.900000000000000000e+01
2.700000008049795674e+00,2.200000000000000000e+01,2.200000000000000000e+01
2.710000008079609835e+00,2.300000000000000000e+01,3.200000000000000000e+01
2.720000008109423550e+00,2.200000000000000000e+01,2.600000000000000000e+01
2.730000008139237710e+00,2.300000000000000000e+01,2.300000000000000000e+01
2.740000008169051871e+00,2.500000000000000000e+01,2.900000000000000000e+01
2.750000008198866031e+00,2.400000000000000000e+01,2.700000000000000000e+01
2.760000008228679746e+00,2.200000000000000000e+01,2.200000000000000000e+01
2.770000008258493907e+00,2.500000000000000000e+01,3.400000000000000000e+01
2.780000008288308067e+00,2.600000000000000000e+01,3.500000000000000000e+01
2.790000008318122227e+00,2.500000000000000000e+01,2.400000000000000000e+01
2.800000008347935943e+00,2.400000000000000000e+01,2.800000000000000000e+01
2.810000008377750103e+00,2.100000000000000000e+01,2.700000000000000000e+01
2.820000008407564263e+00,2.100000000000000000e+01,2.000000000000000000e+01
2.830000008437378423e+00,1.900000000000000000e+01,2.100000000000000000e+01
2.840000008467192583e+00,2.200000000000000000e+01,2.200000000000000000e+01
2.850000008497006299e+00,2.300000000000000000e+01,2.200000000000000000e+01
2.860000008526820459e+00,1.900000000000000000e+01,2.000000000000000000e+01
2.870000008556634619e+00,2.400000000000000000e+01,2.800000000000000000e+01
2.880000008586448779e+00,2.300000000000000000e+01,2.800000000000000000e+01
2.890000008616262495e+00,2.300000000000000000e+01,3.000000000000000000e+01
2.900000008646076655e+00,2.200000000000000000e+01,2.700000000000000000e+01
2.910000008675890815e+00,2.400000000000000000e+01,3.000000000000000000e+01
2.920000008705704975e+00,2.200000000000000000e+01,2.700000000000000000e+01
2.930000008735518691e+00,2.300000000000000000e+01,2.700000000000000000e+01
2.940000008765332851e+00,2.300000000000000000e+01,2.600000000000000000e+01
2.950000008795147011e+00,2.300000000000000000e+01,2.900000000000000000e+01
2.960000008824961171e+00,2.600000000000000000e+01,3.900000000000000000e+01
2.970000008854775331e+00,2.500000000000000000e+01,3.200000000000000000e+01
2.980000008884589047e+00,2.600000000000000000e+01,3.700000000000000000e+01
2.990000008914403207e+00,2.500000000000000000e+01,2.900000000000000000e+01
3.000000008944217367e+00,2.500000000000000000e+01,2.600000000000000000e+01
3.010000008974031527e+00,2.400000000000000000e+01,3.000000000000000000e+01
3.020000009003845243e+00,2.700000000000000000e+01,3.400000000000000000e+01
3.030000009033659403e+00,2.600000000000000000e+01,3.300000000000000000e+01
3.040000009063473563e+00,2.400000000000000000e+01,2.700000000000000000e+01
3.050000009093287723e+00,2.700000000000000000e+01,3.700000000000000000e+01
3.060000009123101439e+00,2.500000000000000000e+01,2.800000000000000000e+01
3.070000009152915599e+00,2.400000000000000000e+01,3.100000000000000000e+01
3.080000009182729759e+00,2.500000000000000000e+01,2.900000000000000000e+01
3.090000009212543919e+00,2.100000000000000000e+01,2.000000000000000000e+01
3.100000009242358079e+00,2.300000000000000000e+01,2.900000000000000000e+01
3.110000009272171795e+00,2.300000000000000000e+01,2.200000000000000000e+01
3.120000009301985955e+00,2.300000000000000000e+01,2.200000000000000000e+01
3.130000009331800115e+00,2.300000000000000000e+01,2.900000000000000000e+01
3.140000009361614275e+00,2.200000000000000000e+01,2.600000000000000000e+01
3.150000009391427991e+00,2.400000000000000000e+01,3.100000000000000000e+01
3.160000009421242151e+00,2.500000000000000000e+01,2.400000000000000000e+01
3.170000009451056311e+00,2.500000000000000000e+01,3.300000000000000000e+01
3.180000009480870471e+00,2.200000000000000000e+01,2.700000000000000000e+01
3.190000009510684187e+00,2.200000000000000000e+01,2.600000000000000000e+01
3.200000009540498347e+00,2.300000000000000000e+01,2.600000000000000000e+01
3.210000009570312507e+00,2.500000000000000000e+01,3.100000000000000000e+01
3.220000009600126667e+00,2.500000000000000000e+01,3.000000000000000000e+01
3.230000009629940827e+00,2.200000000000000000e+01,2.400000000000000000e+01
3.240000009659754543e+00,2.200000000000000000e+01,2.300000000000000000e+01
3.250000009689568703e+00,2.300000000000000000e+01,2.900000000000000000e+01
3.260000009719382863e+00,2.400000000000000000e+01,3.600000000000000000e+01
3.270000009749197023e+00,2.500000000000000000e+01,3.300000000000000000e+01
3.280000009779010739e+00,2.700000000000000000e+01,3.200000000000000000e+01
3.290000009808824899e+00,2.400000000000000000e+01,2.500000000000000000e+01
3.300000009838639059e+00,2.800000000000000000e+01,3.500000000000000000e+01
3.310000009868453219e+00,2.700000000000000000e+01,3.500000000000000000e+01
3.320000009898266935e+00,2.900000000000000000e+01,4.200000000000000000e+01
3.330000009928081095e+00,2.400000000000000000e+01,3.100000000000000000e+01
3.340000009957895255e+00,2.800000000000000000e+01,3.800000000000000000e+01
3.350000009987709415e+00,2.900000000000000000e+01,3.700000000000000000e+01
3.360000010017523575e+00,2.700000000000000000e+01,3.300000000000000000e+01
3.370000010047337291e+00,2.700000000000000000e+01,3.000000000000000000e+01
3.380000010077151451e+00,2.300000000000000000e+01,2.400000000000000000e+01
3.390000010106965611e+00,2.600000000000000000e+01,3.300000000000000000e+01
3.400000010136779771e+00,2.800000000000000000e+01,3.700000000000000000e+01
3.410000010166593487e+00,2.700000000000000000e+01,3.200000000000000000e+01
3.420000010196407647e+00,2.600000000000000000e+01,3.000000000000000000e+01
3.430000010226221807e+00,2.600000000000000000e+01,3.200000000000000000e+01
3.440000010256035967e+00,2.600000000000000000e+01,2.900000000000000000e+01
3.450000010285849683e+00,2.600000000000000000e+01,3.000000000000000000e+01
3.460000010315663843e+00,2.600000000000000000e+01,2.700000000000000000e+01
3.470000010345478003e+00,2.500000000000000000e+01,2.700000000000000000e+01
3.480000010375292163e+00,2.700000000000000000e+01,2.500000000000000000e+01
3.490000010405106323e+00,2.500000000000000000e+01,2.200000000000000000e+01
3.500000010434920039e+00,2.700000000000000000e+01,2.800000000000000000e+01
3.510000010464734199e+00,2.400000000000000000e+01,3.000000000000000000e+01
3.520000010494548359e+00,2.400000000000000000e+01,2.500000000000000000e+01
3.530000010524362519e+00,2.300000000000000000e+01,2.500000000000000000e+01
3.540000010554176235e+00,2.500000000000000000e+01,2.800000000000000000e+01
3.550000010583990395e+00,2.700000000000000000e+01,2.800000000000000000e+01
3.560000010613804555e+00,2.400000000000000000e+01,2.500000000000000000e+01
3.570000010643618715e+00,2.500000000000000000e+01,2.100000000000000000e+01
3.580000010673432431e+00,2.400000000000000000e+01,2.900000000000000000e+01
3.590000010703246591e+00,2.600000000000000000e+01,2.900000000000000000e+01
3.600000010733060751e+00,2.600000000000000000e+01,3.200000000000000000e+01
3.610000010762874911e+00,2.500000000000000000e+01,3.100000000000000000e+01
3.620000010792689071e+00,2.800000000000000000e+01,3.400000000000000000e+01
3.630000010822502787e+00,2.700000000000000000e+01,2.900000000000000000e+01
3.640000010852316947e+00,2.500000000000000000e+01,3.000000000000000000e+01
3.650000010882131107e+00,2.700000000000000000e+01,3.200000000000000000e+01
3.660000010911945267e+00,2.700000000000000000e+01,2.700000000000000000e+01
3.670000010941758983e+00,2.700000000000000000e+01,3.400000000000000000e+01
3.680000010971573143e+00,2.600000000000000000e+01,3.000000000000000000e+01
3.690000011001387303e+00,2.700000000000000000e+01,3.400000000000000000e+01
3.700000011031201463e+00,2.700000000000000000e+01,2.800000000000000000e+01
3.710000011061015179e+00,2.600000000000000000e+01,3.000000000000000000e+01
3.720000011090829339e+00,2.500000000000000000e+01,2.700000000000000000e+01
3.730000011120643499e+00,2.400000000000000000e+01,2.800000000000000000e+01
3.740000011150457659e+00,3.000000000000000000e+01,3.700000000000000000e+01
3.750000011180271819e+00,2.400000000000000000e+01,2.600000000000000000e+01
3.760000011210085535e+00,2.600000000000000000e+01,3.000000000000000000e+01
3.770000011239899695e+00,2.700000000000000000e+01,3.000000000000000000e+01
3.780000011269713855e+00,2.900000000000000000e+01,3.600000000000000000e+01
3.790000011299528015e+00,2.400000000000000000e+01,2.800000000000000000e+01
3.800000011329341731e+00,2.700000000000000000e+01,3.100000000000000000e+01
3.810000011359155891e+00,2.700000000000000000e+01,3.100000000000000000e+01
3.820000011388970051e+00,2.700000000000000000e+01,3.800000000000000000e+01
3.830000011418784212e+00,2.500000000000000000e+01,3.300000000000000000e+01
3.840000011448598372e+00,2.600000000000000000e+01,3.500000000000000000e+01
3.850000011478412087e+00,2.700000000000000000e+01,3.500000000000000000e+01
3.860000011508226248e+00,3.000000000000000000e+01,3.900000000000000000e+01
