lag_time_ns,msd_A2
4.800000014310743524e-01,2.850535942510063148e+00
4.900000014608885124e-01,2.883417410818758686e+00
5.000000014907026724e-01,2.922285941378190088e+00
5.100000015205168324e-01,2.957520115787957149e+00
5.200000015503309925e-01,2.990353129107675922e+00
5.300000015801451525e-01,3.028592214139757210e+00
5.400000016099593125e-01,3.066123260552477081e+00
5.500000016397734726e-01,3.101029200990079726e+00
5.600000016695876326e-01,3.142090564909571615e+00
5.700000016994017926e-01,3.173869478303552594e+00
5.800000017292150645e-01,3.211962955943176823e+00
5.900000017590292245e-01,3.253570838416818933e+00
6.000000017888433845e-01,3.280819192903683401e+00
6.100000018186575446e-01,3.324265187135879263e+00
6.200000018484717046e-01,3.367277147121971126e+00
6.300000018782858646e-01,3.402644935426787587e+00
6.400000019081000247e-01,3.445459236261515734e+00
6.500000019379141847e-01,3.485507211133686223e+00
6.600000019677283447e-01,3.534041865847697306e+00
6.700000019975425047e-01,3.573721861530465560e+00
6.800000020273557766e-01,3.606997890201353751e+00
6.900000020571699366e-01,3.649156752390462444e+00
7.000000020869840966e-01,3.693037795194256567e+00
7.100000021167982567e-01,3.744229662134653580e+00
7.200000021466115285e-01,3.777342633312650744e+00
7.300000021764256886e-01,3.820315421727220162e+00
7.400000022062398486e-01,3.865086480574674521e+00
7.500000022360540086e-01,3.900851701567065621e+00
7.600000022658681686e-01,3.942436571746652518e+00
7.700000022956823287e-01,3.984463729526536824e+00
7.800000023254956005e-01,4.022646744751977366e+00
7.900000023553097606e-01,4.060628217066565071e+00
8.000000023851239206e-01,4.098518341615459804e+00
8.100000024149380806e-01,4.135981515217332927e+00
8.200000024447522406e-01,4.179646287512292169e+00
8.300000024745664007e-01,4.220182562086188582e+00
8.400000025043805607e-01,4.265134402784518386e+00
8.500000025341947207e-01,4.308176919785170256e+00
8.600000025640088808e-01,4.358668823052297192e+00
8.700000025938230408e-01,4.396251213832877980e+00
8.800000026236363126e-01,4.443465453821946021e+00
8.900000026534504727e-01,4.485691744349337817e+00
9.000000026832646327e-01,4.530894078006414638e+00
9.100000027130787927e-01,4.574226509632616455e+00
9.200000027428929528e-01,4.615787041642541944e+00
9.300000027727071128e-01,4.662243726659538900e+00
9.400000028025212728e-01,4.696897445556122541e+00
9.500000028323354329e-01,4.741738311389839033e+00
9.600000028621495929e-01,4.786649351459415058e+00
9.700000028919637529e-01,4.829650216602450641e+00
9.800000029217779129e-01,4.872546047992058149e+00
9.900000029515911848e-01,4.911615708582989015e+00
1.000000002981405345e+00,4.956916790170818210e+00
1.010000003011219505e+00,5.001396596602884159e+00
1.020000003041033665e+00,5.041368483217329555e+00
1.030000003070847825e+00,5.083637641453146117e+00
1.040000003100661985e+00,5.133341331965837639e+00
1.050000003130476145e+00,5.169591446581440763e+00
1.060000003160290305e+00,5.215900218322388149e+00
1.070000003190104465e+00,5.259690854219557288e+00
1.080000003219918625e+00,5.308598710069627913e+00
1.090000003249731897e+00,5.355563894590746443e+00
1.100000003279546057e+00,5.398318097956118500e+00
1.110000003309360217e+00,5.446415004461636400e+00
1.120000003339174377e+00,5.491985653855767424e+00
1.130000003368988537e+00,5.539093125927302630e+00
1.140000003398802697e+00,5.577271472620140891e+00
1.150000003428616857e+00,5.616801021620672962e+00
1.160000003458431017e+00,5.663025185244025650e+00
1.170000003488245177e+00,5.702081121260501817e+00
1.180000003518059337e+00,5.737355324381745447e+00
1.190000003547872609e+00,5.778260282592338370e+00
1.200000003577686769e+00,5.812969626960660108e+00
1.210000003607500929e+00,5.854565275590042361e+00
1.220000003637315089e+00,5.894274723594641330e+00
1.230000003667129249e+00,5.933059076185723590e+00
1.240000003696943409e+00,5.972267910224239529e+00
1.250000003726757569e+00,6.019554206191190637e+00
1.260000003756571729e+00,6.067402203220180645e+00
1.270000003786385001e+00,6.104968417373596523e+00
1.280000003816199161e+00,6.145541664077511790e+00
1.290000003846012433e+00,6.181711538802353800e+00
1.300000003875826593e+00,6.228079222221403199e+00
1.310000003905640753e+00,6.266813214289769007e+00
1.320000003935454913e+00,6.306973160122867128e+00
1.330000003965269073e+00,6.349818863403358549e+00
1.340000003995083233e+00,6.382203986727842171e+00
1.350000004024897393e+00,6.427446618781241128e+00
1.360000004054711553e+00,6.464536688445472024e+00
1.370000004084525713e+00,6.504394639049842830e+00
1.380000004114339873e+00,6.543429943549548433e+00
1.390000004144154033e+00,6.585297584691506501e+00
1.400000004173967305e+00,6.626181459111966987e+00
1.410000004203781465e+00,6.668071987926688315e+00
1.420000004233595625e+00,6.708899931229061586e+00
1.430000004263409785e+00,6.748087568961000926e+00
1.440000004293223945e+00,6.783373837830468212e+00
1.450000004323038105e+00,6.820583303392522723e+00
1.460000004352852265e+00,6.859501039104572762e+00
1.470000004382666425e+00,6.894855868113698882e+00
1.480000004412480585e+00,6.929377487391906065e+00
1.490000004442294745e+00,6.970234811049975221e+00
1.500000004472108017e+00,7.014690406100994480e+00
1.510000004501922177e+00,7.047767770220868755e+00
1.520000004531736337e+00,7.089657540620253329e+00
1.530000004561550497e+00,7.132058581442497491e+00
1.540000004591364657e+00,7.174245033647657976e+00
1.550000004621178817e+00,7.217995601458564003e+00
1.560000004650992977e+00,7.258761708662936130e+00
1.570000004680807137e+00,7.298748182521148209e+00
1.580000004710621297e+00,7.338276343833342708e+00
1.590000004740435458e+00,7.376508032398746195e+00
1.600000004770248729e+00,7.410361392246481493e+00
1.610000004800062889e+00,7.454472955147887880e+00
1.620000004829877049e+00,7.499918442203170166e+00
1.630000004859691209e+00,7.538733009003506957e+00
1.640000004889505369e+00,7.581026023073703435e+00
1.650000004919319530e+00,7.624505502397147971e+00
1.660000004949133690e+00,7.663499585369571321e+00
1.670000004978947850e+00,7.706320670631267689e+00
1.680000005008762010e+00,7.747338006123112741e+00
1.690000005038576170e+00,7.781899683026849424e+00
1.700000005068389441e+00,7.819366820349981317e+00
1.710000005098203602e+00,7.861322465384375846e+00
1.720000005128017762e+00,7.893505694181614629e+00
1.730000005157831922e+00,7.935586309642759240e+00
1.740000005187646082e+00,7.980430346144427922e+00
1.750000005217460242e+00,8.013775862152677121e+00
1.760000005247274402e+00,8.057240538856060397e+00
1.770000005277088562e+00,8.090475623459996157e+00
1.780000005306902722e+00,8.135151726835443853e+00
1.790000005336716882e+00,8.169268359989105832e+00
1.800000005366529265e+00,8.204418858882897680e+00
1.810000005396343425e+00,8.247624528358642237e+00
1.820000005426157585e+00,8.280819090264001758e+00
1.830000005455971746e+00,8.316406037289112874e+00
1.840000005485785906e+00,8.350085038323939557e+00
1.850000005515600066e+00,8.387376570168852297e+00
1.860000005545414226e+00,8.419686349937853365e+00
1.870000005575228386e+00,8.457853360473125193e+00
1.880000005605042546e+00,8.490341538347175643e+00
1.890000005634856706e+00,8.520241427835189896e+00
1.900000005664670866e+00,8.556169873290134120e+00
1.910000005694484138e+00,8.594842962716304768e+00
1.920000005724298298e+00,8.630981783214325631e+00
1.930000005754112458e+00,8.666953340045928655e+00
1.940000005783926618e+00,8.703627153429668084e+00
1.950000005813740778e+00,8.736081654477780845e+00
1.960000005843554938e+00,8.772350866024380522e+00
1.970000005873369098e+00,8.802806100254457533e+00
1.980000005903183258e+00,8.835399262440713386e+00
1.990000005932997418e+00,8.871019566846639393e+00
2.000000005962811578e+00,8.902311700394669458e+00
2.010000005992624850e+00,8.937054761610216502e+00
2.020000006022439010e+00,8.974853610017506256e+00
2.030000006052253170e+00,9.016179913762881526e+00
2.040000006082067330e+00,9.055674360779720544e+00
2.050000006111881490e+00,9.083864207289774839e+00
2.060000006141695650e+00,9.123724118884211975e+00
2.070000006171509810e+00,9.160761109096444699e+00
2.080000006201323970e+00,9.198915281230497953e+00
2.090000006231138130e+00,9.237952770912363221e+00
2.100000006260952290e+00,9.273589834459452064e+00
2.110000006290765562e+00,9.302174648552743008e+00
2.120000006320579722e+00,9.343887752828802462e+00
2.130000006350393882e+00,9.370042572765076017e+00
2.140000006380208042e+00,9.407151717784190126e+00
2.150000006410022202e+00,9.433598892933028779e+00
2.160000006439836362e+00,9.474995542652537850e+00
2.170000006469650522e+00,9.507397423158506555e+00
2.180000006499464682e+00,9.538419905612069982e+00
2.190000006529278842e+00,9.577585011399145642e+00
2.200000006559093002e+00,9.622711105585839420e+00
2.210000006588906274e+00,9.658114921511952389e+00
2.220000006618720434e+00,9.700112528248684640e+00
2.230000006648534594e+00,9.732205391080407608e+00
2.240000006678348754e+00,9.771908775797395919e+00
2.250000006708162914e+00,9.808598321039500689e+00
2.260000006737977074e+00,9.846875254243270703e+00
2.270000006767791234e+00,9.889352962044094753e+00
2.280000006797605394e+00,9.917746341747202266e+00
2.290000006827419554e+00,9.956910080412402664e+00
2.300000006857233714e+00,1.000140987938476300e+01
2.310000006887047874e+00,1.003613158129090621e+01
2.320000006916861146e+00,1.007299629762408344e+01
2.330000006946675306e+00,1.010961919601783521e+01
2.340000006976489466e+00,1.014939147535167763e+01
2.350000007006302738e+00,1.018136895692653532e+01
2.360000007036116898e+00,1.022622382785436379e+01
2.370000007065931058e+00,1.026511040881436365e+01
2.380000007095745218e+00,1.030774505157457988e+01
2.390000007125559378e+00,1.034578269164329711e+01
2.400000007155373538e+00,1.038791889975738592e+01
2.410000007185187698e+00,1.042636172289420671e+01
2.420000007215000970e+00,1.046580586380606981e+01
2.430000007244815130e+00,1.050009926084955580e+01
2.440000007274629290e+00,1.053116742868795797e+01
2.450000007304443450e+00,1.056657110989309523e+01
2.460000007334257610e+00,1.059915698240994963e+01
2.470000007364071770e+00,1.063712285239092559e+01
2.480000007393885930e+00,1.066986162814639982e+01
2.490000007423700090e+00,1.070086646137025710e+01
2.500000007453514250e+00,1.073782860678675277e+01
2.510000007483328410e+00,1.077263403293719612e+01
2.520000007513141682e+00,1.080865944244919064e+01
2.530000007542955842e+00,1.084177696258197265e+01
2.540000007572770002e+00,1.087573657032416286e+01
2.550000007602584162e+00,1.090969096629545909e+01
2.560000007632398322e+00,1.094666615058998360e+01
2.570000007662212482e+00,1.099301788493572474e+01
2.580000007692026642e+00,1.102759590085576491e+01
2.590000007721840802e+00,1.106544958979862159e+01
2.600000007751654962e+00,1.109661095914887419e+01
2.610000007781469122e+00,1.112799602574147784e+01
2.620000007811282394e+00,1.117369433220885888e+01
2.630000007841096554e+00,1.120637822557809393e+01
2.640000007870910714e+00,1.124962164104535844e+01
2.650000007900724874e+00,1.128580355450781703e+01
2.660000007930539034e+00,1.131092061963679463e+01
2.670000007960353194e+00,1.134762854190806891e+01
2.680000007990167354e+00,1.138331687246828317e+01
2.690000008019981514e+00,1.142548560041568351e+01
2.700000008049795674e+00,1.146921727655710121e+01
2.710000008079609835e+00,1.151138656266130589e+01
2.720000008109423995e+00,1.154767588443719895e+01
2.730000008139237266e+00,1.158966336158607291e+01
2.740000008169051426e+00,1.163084769468524726e+01
2.750000008198865586e+00,1.167769090846762836e+01
2.760000008228679746e+00,1.171570027547881310e+01
2.770000008258493907e+00,1.175765517931349535e+01
2.780000008288308067e+00,1.180428542388013469e+01
2.790000008318122227e+00,1.184335317656340969e+01
2.800000008347936387e+00,1.188665055898789724e+01
2.810000008377750547e+00,1.193122367358559188e+01
2.820000008407564707e+00,1.197136989750350011e+01
2.830000008437377979e+00,1.201643343559525867e+01
2.840000008467192139e+00,1.205971127850894931e+01
2.850000008497006299e+00,1.209958681730766905e+01
2.860000008526820459e+00,1.215167737555961125e+01
2.870000008556634619e+00,1.219176736617199452e+01
2.880000008586448779e+00,1.223129752148761717e+01
2.890000008616262939e+00,1.228298082946822412e+01
2.900000008646076211e+00,1.232807935725868020e+01
2.910000008675890371e+00,1.236746580881036195e+01
2.920000008705704531e+00,1.241321034248267807e+01
2.930000008735517802e+00,1.245653689570151457e+01
2.940000008765331962e+00,1.249827900310402740e+01
2.950000008795146123e+00,1.253368927254521559e+01
2.960000008824960283e+00,1.257318185825934975e+01
2.970000008854774443e+00,1.262245657931468656e+01
2.980000008884588603e+00,1.266533931446895700e+01
2.990000008914403651e+00,1.271828531146378971e+01
3.000000008944217811e+00,1.276719043322829172e+01
3.010000008974031971e+00,1.280786684653758911e+01
3.020000009003846131e+00,1.285830724060597952e+01
3.030000009033658515e+00,1.289860817298855267e+01
3.040000009063472675e+00,1.294307596155900519e+01
3.050000009093286835e+00,1.298978979555080748e+01
3.060000009123100995e+00,1.303182057423329354e+01
3.070000009152915155e+00,1.308069436889352488e+01
3.080000009182729315e+00,1.312685398634074829e+01
3.090000009212543475e+00,1.316658817404477411e+01
3.100000009242357635e+00,1.321013576053286620e+01
3.110000009272171795e+00,1.326289554338969445e+01
3.120000009301985955e+00,1.330473265079795375e+01
3.130000009331800115e+00,1.335152741231483731e+01
3.140000009361614275e+00,1.339890943725988492e+01
3.150000009391428435e+00,1.344539296616699531e+01
3.160000009421242595e+00,1.348127002220792647e+01
3.170000009451054979e+00,1.352202984394180696e+01
3.180000009480869139e+00,1.356626495997472581e+01
3.190000009510683299e+00,1.360637447211710693e+01
3.200000009540497459e+00,1.364592119801088543e+01
3.210000009570311619e+00,1.368358559995781754e+01
3.220000009600125779e+00,1.373078887816329718e+01
3.230000009629939939e+00,1.376791181700138189e+01
3.240000009659754099e+00,1.380482106710923951e+01
3.250000009689568259e+00,1.384605584311371906e+01
3.260000009719382419e+00,1.387790472312520507e+01
3.270000009749196579e+00,1.391680378615141933e+01
3.280000009779010739e+00,1.394993202032516599e+01
3.290000009808823123e+00,1.398352881312422724e+01
3.300000009838639059e+00,1.402101500402574352e+01
3.310000009868451443e+00,1.405725441209675353e+01
3.320000009898267379e+00,1.408991264098216512e+01
3.330000009928079763e+00,1.412986116774162149e+01
3.340000009957895699e+00,1.416341354833129529e+01
3.350000009987708083e+00,1.420232101216044107e+01
3.360000010017524019e+00,1.423641273048065869e+01
3.370000010047336403e+00,1.427394718051156808e+01
3.380000010077152339e+00,1.430804513274611978e+01
3.390000010106964723e+00,1.433936687096957030e+01
3.400000010136778883e+00,1.437105070539385210e+01
3.410000010166593043e+00,1.440274770418194983e+01
3.420000010196407203e+00,1.443260143338301127e+01
3.430000010226221363e+00,1.446986617389835494e+01
3.440000010256035523e+00,1.450832468066211511e+01
3.450000010285849683e+00,1.454336353800922943e+01
3.460000010315663843e+00,1.457830545491252394e+01
3.470000010345478003e+00,1.460930836493880136e+01
3.480000010375292163e+00,1.464879964840976179e+01
3.490000010405104547e+00,1.467998818383879112e+01
3.500000010434920483e+00,1.471444654239661531e+01
3.510000010464732867e+00,1.474402267961577451e+01
3.520000010494548803e+00,1.477398757596825796e+01
3.530000010524361187e+00,1.480853535074860083e+01
3.540000010554177123e+00,1.484047376689008679e+01
3.550000010583989507e+00,1.488398368938479877e+01
3.560000010613805443e+00,1.492186331717019954e+01
3.570000010643617827e+00,1.496235887448597879e+01
3.580000010673433763e+00,1.499540034435355729e+01
3.590000010703246147e+00,1.503957403453775754e+01
3.600000010733060307e+00,1.507573454853939410e+01
3.610000010762874467e+00,1.511099689464704277e+01
3.620000010792688627e+00,1.514451025519010052e+01
3.630000010822502787e+00,1.518329773876410016e+01
3.640000010852316947e+00,1.521759913673482778e+01
3.650000010882131107e+00,1.525692746550416246e+01
3.660000010911945267e+00,1.528555025514444132e+01
3.670000010941759427e+00,1.531848980235976754e+01
3.680000010971573587e+00,1.536157228061892965e+01
3.690000011001387747e+00,1.539765979894187886e+01
3.700000011031201907e+00,1.544275414901624188e+01
3.710000011061014291e+00,1.547600417787597848e+01
3.720000011090828451e+00,1.551399636524405956e+01
3.730000011120642611e+00,1.554705936725588167e+01
3.740000011150456771e+00,1.558125377286981816e+01
3.750000011180270931e+00,1.561801429394443019e+01
3.760000011210085091e+00,1.565260831855084867e+01
3.770000011239899251e+00,1.568861023513231068e+01
3.780000011269713411e+00,1.572204194009140110e+01
3.790000011299527571e+00,1.575677946433823351e+01
3.800000011329339955e+00,1.579737447715520915e+01
3.810000011359155891e+00,1.583101436545336504e+01
3.820000011388968275e+00,1.587565442624307011e+01
3.830000011418784212e+00,1.590770296768579861e+01
3.840000011448596595e+00,1.594250574772134499e+01
3.850000011478412532e+00,1.597748536455084256e+01
3.860000011508224915e+00,1.601557558965916073e+01
3.870000011538040852e+00,1.605537599455628950e+01
3.880000011567853235e+00,1.609249830843657136e+01
3.890000011597669172e+00,1.612981031684945066e+01
3.900000011627481555e+00,1.617110913378532189e+01
3.910000011657295715e+00,1.620198110393959823e+01
3.920000011687109875e+00,1.624607937901436472e+01
3.930000011716924035e+00,1.628288732887456902e+01
3.940000011746738195e+00,1.632052466456578443e+01
3.950000011776552356e+00,1.636297125960834009e+01
3.960000011806366516e+00,1.640098525688308584e+01
3.970000011836180676e+00,1.644139976019390659e+01
3.980000011865994836e+00,1.647358634834102986e+01
3.990000011895808996e+00,1.651721934657496504e+01
4.000000011925623156e+00,1.655600493372434201e+01
4.010000011955437316e+00,1.659116855441671134e+01
4.020000011985249699e+00,1.662921606471045166e+01
4.030000012015065636e+00,1.666168347418232187e+01
4.040000012044878019e+00,1.669884117430287418e+01
4.050000012074693956e+00,1.673409577387771563e+01
4.060000012104506339e+00,1.677695078576198284e+01
4.070000012134322276e+00,1.681601661184461705e+01
4.080000012164134660e+00,1.685347680952039440e+01
4.090000012193950596e+00,1.689274802197729386e+01
4.100000012223762980e+00,1.693159742525267220e+01
4.110000012253577140e+00,1.697159613622518748e+01
4.120000012283391300e+00,1.701062293096130773e+01
4.130000012313205460e+00,1.704868393063278376e+01
4.140000012343019620e+00,1.709333922028455532e+01
4.150000012372833780e+00,1.712335725851870905e+01
4.160000012402647940e+00,1.716521105358625121e+01
4.170000012432462100e+00,1.720795126999792402e+01
4.180000012462276260e+00,1.725064622079260346e+01
4.190000012492090420e+00,1.728574435214521898e+01
4.200000012521904580e+00,1.733193618094706068e+01
4.210000012551718740e+00,1.737250135042395627e+01
4.220000012581531124e+00,1.741171257771564029e+01
4.230000012611347060e+00,1.745352359658059171e+01
4.240000012641159444e+00,1.749683386093353121e+01
4.250000012670975380e+00,1.753078232909750156e+01
4.260000012700787764e+00,1.756522734493142224e+01
4.270000012730601924e+00,1.760414868029679525e+01
4.280000012760416084e+00,1.765086585033027688e+01
4.290000012790230244e+00,1.769419256335707757e+01
4.300000012820044404e+00,1.773907753462511039e+01
4.310000012849856788e+00,1.778233670789354193e+01
4.320000012879672724e+00,1.783916440019306293e+01
4.330000012909485108e+00,1.787571069927624379e+01
4.340000012939301044e+00,1.791998528912044009e+01
4.350000012969113428e+00,1.796833068051727622e+01
4.360000012998929364e+00,1.800832723083325604e+01
4.370000013028741748e+00,1.804833364861879019e+01
4.380000013058557684e+00,1.809751942747161735e+01
4.390000013088370068e+00,1.813213173458681737e+01
4.400000013118186004e+00,1.817142001985757815e+01
4.410000013147998388e+00,1.821406801452509328e+01
4.420000013177812548e+00,1.825420648561067694e+01
4.430000013207626708e+00,1.829559251156100785e+01
4.440000013237440868e+00,1.834184254363472988e+01
4.450000013267255028e+00,1.838097095332502917e+01
4.460000013297069188e+00,1.841321075021269138e+01
4.470000013326883348e+00,1.845399588426834114e+01
4.480000013356697508e+00,1.849820334494924978e+01
4.490000013386511668e+00,1.853956821238357122e+01
4.500000013416325828e+00,1.857805002689356755e+01
4.510000013446139988e+00,1.862206246481658667e+01
4.520000013475954148e+00,1.866798935467621945e+01
4.530000013505766532e+00,1.870521883934399199e+01
4.540000013535582468e+00,1.874194595355042026e+01
4.550000013565394852e+00,1.878399726591334229e+01
4.560000013595210788e+00,1.882164482589141130e+01
4.570000013625023172e+00,1.885557403287815603e+01
4.580000013654839108e+00,1.889619663971070906e+01
4.590000013684651492e+00,1.893420580792425412e+01
4.600000013714467428e+00,1.897055522005956618e+01
4.610000013744279812e+00,1.901717899403862333e+01
4.620000013774093972e+00,1.905349016933071482e+01
4.630000013803908132e+00,1.910223960453645375e+01
4.640000013833722292e+00,1.913493994977869761e+01
4.650000013863536452e+00,1.916999440414508982e+01
4.660000013893350612e+00,1.920139896953990188e+01
4.670000013923164772e+00,1.923293446979365484e+01
4.680000013952978932e+00,1.927198894778909732e+01
4.690000013982793092e+00,1.930815009755301759e+01
4.700000014012607252e+00,1.934418164608402790e+01
4.710000014042421412e+00,1.937491455483682756e+01
4.720000014072235572e+00,1.940729795379295197e+01
4.730000014102047956e+00,1.944629903010327965e+01
4.740000014131863892e+00,1.947817203367630512e+01
4.750000014161676276e+00,1.950588909330028287e+01
4.760000014191492212e+00,1.954902736045693601e+01
4.770000014221304596e+00,1.957577330420913597e+01
4.780000014251120533e+00,1.961106317650753184e+01
4.790000014280932916e+00,1.963861739588336519e+01
4.800000014310748853e+00,1.967316833100099771e+01
4.810000014340561236e+00,1.970418279818948903e+01
4.820000014370375396e+00,1.974501440250339002e+01
4.830000014400189556e+00,1.977778875625356392e+01
4.840000014430001940e+00,1.981767032525339189e+01
4.850000014459817876e+00,1.984687451199030050e+01
4.860000014489630260e+00,1.988527268721113117e+01
4.870000014519446196e+00,1.991860606928732835e+01
4.880000014549258580e+00,1.997060550046174399e+01
4.890000014579074517e+00,2.000552744635344382e+01
4.900000014608886900e+00,2.004647436220077950e+01
4.910000014638702837e+00,2.008928781698640620e+01
4.920000014668515220e+00,2.013176100151937220e+01
4.930000014698329380e+00,2.016547630502384791e+01
4.940000014728143540e+00,2.020723754979001896e+01
4.950000014757957700e+00,2.024424293394226737e+01
4.960000014787771860e+00,2.027772478159485203e+01
4.970000014817586020e+00,2.032814269835145282e+01
4.980000014847400180e+00,2.036027395869092160e+01
4.990000014877214340e+00,2.040165968893778370e+01
5.000000014907028500e+00,2.043980558922211443e+01
5.010000014936842661e+00,2.047789303903669733e+01
5.020000014966656821e+00,2.051500663621342113e+01
5.030000014996470981e+00,2.055299195617490327e+01
5.040000015026283364e+00,2.060625696381867300e+01
5.050000015056099301e+00,2.064990776811956508e+01
5.060000015085911684e+00,2.068737700079795516e+01
5.070000015115727621e+00,2.073169550999922706e+01
5.080000015145540004e+00,2.076886363612325326e+01
5.090000015175355941e+00,2.080266952727633623e+01
5.100000015205168324e+00,2.083836112799994211e+01
5.110000015234984261e+00,2.087972206112493367e+01
5.120000015264796644e+00,2.092037952784805555e+01
5.130000015294610805e+00,2.095570659320755524e+01
5.140000015324424965e+00,2.098953298325749017e+01
5.150000015354239125e+00,2.103304420700659705e+01
5.160000015384053285e+00,2.106499999355392205e+01
5.170000015413867445e+00,2.109679583239950418e+01
5.180000015443681605e+00,2.112650612044608778e+01
5.190000015473495765e+00,2.116323589886079048e+01
5.200000015503309925e+00,2.120015792378128694e+01
5.210000015533124085e+00,2.123672195047868883e+01
5.220000015562938245e+00,2.126690203234269561e+01
5.230000015592752405e+00,2.130933035778804197e+01
5.240000015622564788e+00,2.134590585765754511e+01
5.250000015652380725e+00,2.138103607196335432e+01
5.260000015682193109e+00,2.141508077725174530e+01
5.270000015712009045e+00,2.145247562601193536e+01
5.280000015741821429e+00,2.149533758854044052e+01
5.290000015771637365e+00,2.154172933353370212e+01
5.300000015801449749e+00,2.157129614006943186e+01
5.310000015831265685e+00,2.161836617748487299e+01
5.320000015861078069e+00,2.165419424570571749e+01
5.330000015890894005e+00,2.168691490309655023e+01
5.340000015920706389e+00,2.172507592646571695e+01
5.350000015950518772e+00,2.176326818180770672e+01
5.360000015980334709e+00,2.180606217146843662e+01
5.370000016010147093e+00,2.184053850969610266e+01
5.380000016039963029e+00,2.187406455220397561e+01
5.390000016069775413e+00,2.190609072418203951e+01
5.400000016099591349e+00,2.194755913066157405e+01
5.410000016129403733e+00,2.198275886315230210e+01
5.420000016159219669e+00,2.202373402130590208e+01
5.430000016189032053e+00,2.206489193945177618e+01
5.440000016218846213e+00,2.209896260537685464e+01
5.450000016248660373e+00,2.213393948654814736e+01
5.460000016278474533e+00,2.217358862172891421e+01
5.470000016308288693e+00,2.220977791265953627e+01
5.480000016338102853e+00,2.224943574923656087e+01
5.490000016367917013e+00,2.228725693734564928e+01
5.500000016397731173e+00,2.231984063468931367e+01
5.510000016427545333e+00,2.235431863149016607e+01
5.520000016457359493e+00,2.239017387093759481e+01
5.530000016487173653e+00,2.243144696602821142e+01
5.540000016516987813e+00,2.245993714429132382e+01
5.550000016546800197e+00,2.249583695724712840e+01
5.560000016576616133e+00,2.253288073815414094e+01
5.570000016606428517e+00,2.257080541212765468e+01
5.580000016636244453e+00,2.260944978982577425e+01
5.590000016666056837e+00,2.265549001500993143e+01
5.600000016695872773e+00,2.269657997209890254e+01
5.610000016725685157e+00,2.273240952041734175e+01
5.620000016755501093e+00,2.278027491863953458e+01
5.630000016785313477e+00,2.281352270908521973e+01
5.640000016815127637e+00,2.284888628566092805e+01
5.650000016844941797e+00,2.289667720715954147e+01
5.660000016874755957e+00,2.293966778036004683e+01
5.670000016904570117e+00,2.297351194239364602e+01
5.680000016934384277e+00,2.301044055032283708e+01
5.690000016964198437e+00,2.304832672920637648e+01
5.700000016994012597e+00,2.308864911667449960e+01
5.710000017023826757e+00,2.312792573769627680e+01
5.720000017053640917e+00,2.316909105569247629e+01
5.730000017083455077e+00,2.319816480782510126e+01
5.740000017113269237e+00,2.323249773523407669e+01
5.750000017143081621e+00,2.327549872290324018e+01
5.760000017172897557e+00,2.330815394452806899e+01
5.770000017202709941e+00,2.335091656596573273e+01
5.780000017232525877e+00,2.338197836220335901e+01
5.790000017262338261e+00,2.342445215846195694e+01
5.800000017292154197e+00,2.347029521775277772e+01
5.810000017321966581e+00,2.351076246026948979e+01
