lag_time_ns,msd_A2
5.820000017351782517e+00,2.354794991825302830e+01
5.830000017381594901e+00,2.359091186834035270e+01
5.840000017411410838e+00,2.362781212584847168e+01
5.850000017441223221e+00,2.366437129058714106e+01
5.860000017471037381e+00,2.369716046954182076e+01
5.870000017500851541e+00,2.372873615067625153e+01
5.880000017530665701e+00,2.376242593898108879e+01
5.890000017560479861e+00,2.380257594606840144e+01
5.900000017590292245e+00,2.383737234640328850e+01
5.910000017620108181e+00,2.386644768408460138e+01
5.920000017649920565e+00,2.390426880393451370e+01
5.930000017679736501e+00,2.393475606167231717e+01
5.940000017709548885e+00,2.396507507605522491e+01
5.950000017739363045e+00,2.399247629179324548e+01
5.960000017769177205e+00,2.402683313864691428e+01
5.970000017798991365e+00,2.406031360758542093e+01
5.980000017828805525e+00,2.408977815996876259e+01
5.990000017858619685e+00,2.412125041249817414e+01
6.000000017888433845e+00,2.415263136261737742e+01
6.010000017918248005e+00,2.418675114662062953e+01
6.020000017948062165e+00,2.421519408716876498e+01
6.030000017977876325e+00,2.424578269579675904e+01
6.040000018007690485e+00,2.427430591317661879e+01
6.050000018037504645e+00,2.431091835112522404e+01
6.060000018067317029e+00,2.434599815702139836e+01
6.070000018097132966e+00,2.436389962724303970e+01
6.080000018126945349e+00,2.440097317209943029e+01
6.090000018156761286e+00,2.443347419070768467e+01
6.100000018186573669e+00,2.446313748297372470e+01
6.110000018216389606e+00,2.449323439806115843e+01
6.120000018246201989e+00,2.452413063610152477e+01
6.130000018276017926e+00,2.455247346936184627e+01
6.140000018305830309e+00,2.459024518359214184e+01
6.150000018335646246e+00,2.461464550530583395e+01
6.160000018365458629e+00,2.465067791291751931e+01
6.170000018395272789e+00,2.468097568302397349e+01
6.180000018425086949e+00,2.470640826904869769e+01
6.190000018454901110e+00,2.473614437311132264e+01
6.200000018484715270e+00,2.476704868304458529e+01
6.210000018514529430e+00,2.480496243757499997e+01
6.220000018544343590e+00,2.483972969606136871e+01
6.230000018574157750e+00,2.486806555567292421e+01
6.240000018603971910e+00,2.489958243984976249e+01
6.250000018633786070e+00,2.493167894075386215e+01
6.260000018663598453e+00,2.495865081387082185e+01
6.270000018693414390e+00,2.499347972165373122e+01
6.280000018723226773e+00,2.502597134304165749e+01
6.290000018753042710e+00,2.506124882242533403e+01
6.300000018782855093e+00,2.508946714719332860e+01
6.310000018812671030e+00,2.512309480011467144e+01
6.320000018842483414e+00,2.514847832113234105e+01
6.330000018872299350e+00,2.517220961174284000e+01
6.340000018902111734e+00,2.520482631935190554e+01
6.350000018931927670e+00,2.523021766713617353e+01
6.360000018961740054e+00,2.525724525830338507e+01
6.370000018991554214e+00,2.528623621427039225e+01
6.380000019021368374e+00,2.531433081825393927e+01
6.390000019051182534e+00,2.534903704841925176e+01
6.400000019080996694e+00,2.538758998432186687e+01
6.410000019110810854e+00,2.542574429447090978e+01
6.420000019140625014e+00,2.546235517460591424e+01
6.430000019170439174e+00,2.549732451960565882e+01
6.440000019200253334e+00,2.553051841122938015e+01
6.450000019230065718e+00,2.556278443277461676e+01
6.460000019259879878e+00,2.559820878714390702e+01
6.470000019289694038e+00,2.563653769616220046e+01
6.480000019319508198e+00,2.566836858068304750e+01
6.490000019349322358e+00,2.570679849297226838e+01
6.500000019379136518e+00,2.574412353904859785e+01
6.510000019408950678e+00,2.577630764009463604e+01
6.520000019438764838e+00,2.581187049213281171e+01
6.530000019468578998e+00,2.584272736900479828e+01
6.540000019498393158e+00,2.587169589847028561e+01
6.550000019528207318e+00,2.590527234338219387e+01
6.560000019558021478e+00,2.593930026323860005e+01
6.570000019587833862e+00,2.597118063288275636e+01
6.580000019617649798e+00,2.600375833087148081e+01
6.590000019647462182e+00,2.603451742556586623e+01
6.600000019677278118e+00,2.606014924306223790e+01
6.610000019707090502e+00,2.607965115782229404e+01
6.620000019736906438e+00,2.610263269958401011e+01
6.630000019766718822e+00,2.612773814528430449e+01
6.640000019796534758e+00,2.615284679942731216e+01
6.650000019826347142e+00,2.617902577844360223e+01
6.660000019856163078e+00,2.620134072512617962e+01
6.670000019885975462e+00,2.622929882748067243e+01
6.680000019915789622e+00,2.625159554319780142e+01
6.690000019945603782e+00,2.627625024635736040e+01
6.700000019975417942e+00,2.629446077873799936e+01
6.710000020005232102e+00,2.631367587197357594e+01
6.720000020035046262e+00,2.633696119168487115e+01
6.730000020064860422e+00,2.635874184430648626e+01
6.740000020094674582e+00,2.638394382041318309e+01
6.750000020124488742e+00,2.640893274772574628e+01
6.760000020154302902e+00,2.643396506564492299e+01
6.770000020184115286e+00,2.645337941109983859e+01
6.780000020213931222e+00,2.647785351140079868e+01
6.790000020243743606e+00,2.650537210960514756e+01
6.800000020273559542e+00,2.653329013300321648e+01
6.810000020303371926e+00,2.655657772562856067e+01
6.820000020333187862e+00,2.658200208312468149e+01
6.830000020363000246e+00,2.660794442350590572e+01
6.840000020392816182e+00,2.663373604902046310e+01
6.850000020422628566e+00,2.665389726189349062e+01
6.860000020452444502e+00,2.667703612270530300e+01
6.870000020482256886e+00,2.669263987209904698e+01
6.880000020512071046e+00,2.670926971787875104e+01
6.890000020541885206e+00,2.673011754915545879e+01
6.900000020571699366e+00,2.674827745668515533e+01
6.910000020601513526e+00,2.677087496518244691e+01
6.920000020631327686e+00,2.678585868440433515e+01
6.930000020661141846e+00,2.680075866620844849e+01
6.940000020690956006e+00,2.681492365991659810e+01
6.950000020720770166e+00,2.683166888976487030e+01
6.960000020750584326e+00,2.684963201039195013e+01
6.970000020780398486e+00,2.687374376430259915e+01
6.980000020810212646e+00,2.689406655962872961e+01
6.990000020840025030e+00,2.691448916313810003e+01
7.000000020869839190e+00,2.693129872849840112e+01
7.010000020899653350e+00,2.694687500158443072e+01
7.020000020929467510e+00,2.697112506629155959e+01
7.030000020959281670e+00,2.699434338688325141e+01
7.040000020989095830e+00,2.702401065912693312e+01
7.050000021018909990e+00,2.705123717463211364e+01
7.060000021048724150e+00,2.707033930532512400e+01
7.070000021078538310e+00,2.709750917782369584e+01
7.080000021108350694e+00,2.712148193030080989e+01
7.090000021138166630e+00,2.714977710269073796e+01
7.100000021167979014e+00,2.717341270898381467e+01
7.110000021197794950e+00,2.719651894894060362e+01
7.120000021227607334e+00,2.721824999340177698e+01
7.130000021257423271e+00,2.724569341913023734e+01
7.140000021287235654e+00,2.726572730065908345e+01
7.150000021317051591e+00,2.729113059995079382e+01
7.160000021346863974e+00,2.731701613436363019e+01
7.170000021376679911e+00,2.734279851132676598e+01
7.180000021406492294e+00,2.736558872625218441e+01
7.190000021436306454e+00,2.739254645328256643e+01
7.200000021466120614e+00,2.741442811950065561e+01
7.210000021495934774e+00,2.743857435923930410e+01
7.220000021525748934e+00,2.746257174450827776e+01
7.230000021555563094e+00,2.748917969424834240e+01
7.240000021585377254e+00,2.753311230991296199e+01
7.250000021615191415e+00,2.755092981608226665e+01
7.260000021645005575e+00,2.758275361833904071e+01
7.270000021674819735e+00,2.760511517781123558e+01
7.280000021704632118e+00,2.763486114407319505e+01
7.290000021734448055e+00,2.766200981854017371e+01
7.300000021764260438e+00,2.768860167250486626e+01
7.310000021794076375e+00,2.771593322927575542e+01
7.320000021823888758e+00,2.773991577541975673e+01
7.330000021853704695e+00,2.776316195535390818e+01
7.340000021883517078e+00,2.779319625312125197e+01
7.350000021913333015e+00,2.782485664548612192e+01
7.360000021943145398e+00,2.785234222138052473e+01
7.370000021972961335e+00,2.787347749909209682e+01
7.380000022002773719e+00,2.790347718512124686e+01
7.390000022032587879e+00,2.792881683828345629e+01
7.400000022062402039e+00,2.796308482301490628e+01
7.410000022092216199e+00,2.799102190188345674e+01
7.420000022122030359e+00,2.801723670832950575e+01
7.430000022151844519e+00,2.804765978545353988e+01
7.440000022181658679e+00,2.807657254711206818e+01
7.450000022211472839e+00,2.810233629232964603e+01
7.460000022241286999e+00,2.812166546509002885e+01
7.470000022271101159e+00,2.814852141618598225e+01
7.480000022300915319e+00,2.818421320903073024e+01
7.490000022330729479e+00,2.820740566251441095e+01
7.500000022360541863e+00,2.823345577573194376e+01
7.510000022390357799e+00,2.825673956584459035e+01
7.520000022420170183e+00,2.828349992685517478e+01
7.530000022449986119e+00,2.831283589281703428e+01
7.540000022479798503e+00,2.832942877135351978e+01
7.550000022509612663e+00,2.835624754877398601e+01
7.560000022539426823e+00,2.837962153177099722e+01
7.570000022569240983e+00,2.840972364165857300e+01
7.580000022599055143e+00,2.843029693193869534e+01
7.590000022628867526e+00,2.845359987247225320e+01
7.600000022658683463e+00,2.847572376757001678e+01
7.610000022688495847e+00,2.849673381818084650e+01
7.620000022718311783e+00,2.852059592457749559e+01
7.630000022748124167e+00,2.854745670478288844e+01
7.640000022777940103e+00,2.856751708381241883e+01
7.650000022807752487e+00,2.858562709639172539e+01
7.660000022837568423e+00,2.860485527583143295e+01
7.670000022867380807e+00,2.862116060999931832e+01
7.680000022897196743e+00,2.864319316296318618e+01
7.690000022927009127e+00,2.865515109858437270e+01
7.700000022956823287e+00,2.867600612799317261e+01
7.710000022986637447e+00,2.868726048892887803e+01
7.720000023016451607e+00,2.870723254675290192e+01
7.730000023046265767e+00,2.872942026542321514e+01
7.740000023076079927e+00,2.874857753465954247e+01
7.750000023105894087e+00,2.876938812125979794e+01
7.760000023135708247e+00,2.878692262936335666e+01
7.770000023165522407e+00,2.881069024352722963e+01
7.780000023195336567e+00,2.883486665421084894e+01
7.790000023225150727e+00,2.885092176887020443e+01
7.800000023254964887e+00,2.887983368010620921e+01
7.810000023284777271e+00,2.890527538760088078e+01
7.820000023314593207e+00,2.892037899991886007e+01
7.830000023344405591e+00,2.893736892531764582e+01
7.840000023374221527e+00,2.896364722043747619e+01
7.850000023404033911e+00,2.898561858118823764e+01
7.860000023433849847e+00,2.900158101707785363e+01
7.870000023463662231e+00,2.903139083528817821e+01
7.880000023493478167e+00,2.905966306448903680e+01
7.890000023523290551e+00,2.908956532115738014e+01
7.900000023553104711e+00,2.912536007405687855e+01
7.910000023582918871e+00,2.915116426595764310e+01
7.920000023612733031e+00,2.917605017997406591e+01
7.930000023642547191e+00,2.920437753983259910e+01
7.940000023672361351e+00,2.924066394777179312e+01
7.950000023702175511e+00,2.926645414440647741e+01
7.960000023731989671e+00,2.929868233969135360e+01
7.970000023761803831e+00,2.932049456134483378e+01
7.980000023791617991e+00,2.935465608801472825e+01
7.990000023821432151e+00,2.938402129861264100e+01
8.000000023851246311e+00,2.940437270415130655e+01
8.010000023881058695e+00,2.942999969375356528e+01
8.020000023910874631e+00,2.945756728957880100e+01
8.030000023940687015e+00,2.948459031817988318e+01
8.040000023970502951e+00,2.950772697969894409e+01
8.050000024000315335e+00,2.952594627248364745e+01
8.060000024030131272e+00,2.955022259792767869e+01
8.070000024059943655e+00,2.956246037059063880e+01
8.080000024089759592e+00,2.958631845984900721e+01
8.090000024119571975e+00,2.961279121131062197e+01
8.100000024149384359e+00,2.963980125719280423e+01
8.110000024179200295e+00,2.966266297506319916e+01
8.120000024209012679e+00,2.968579231263955975e+01
8.130000024238828615e+00,2.970812690980978488e+01
8.140000024268640999e+00,2.972740381960029765e+01
8.150000024298456935e+00,2.974970524226242929e+01
8.160000024328269319e+00,2.977829665820575755e+01
8.170000024358085255e+00,2.979330390444089005e+01
8.180000024387897639e+00,2.981375075361665594e+01
8.190000024417713576e+00,2.983111084477582509e+01
8.200000024447525959e+00,2.984886681034413769e+01
8.210000024477340119e+00,2.986308473677377506e+01
8.220000024507154279e+00,2.987620387755033846e+01
8.230000024536968439e+00,2.989711904032302670e+01
8.240000024566782599e+00,2.992031472188912744e+01
8.250000024596596759e+00,2.993646000798684526e+01
8.260000024626410919e+00,2.995236157338595362e+01
8.270000024656225079e+00,2.997310589873802300e+01
8.280000024686039239e+00,2.998611270802910767e+01
8.290000024715853399e+00,3.000892181644514878e+01
8.300000024745667560e+00,3.002984397332338773e+01
8.310000024775481720e+00,3.005092439311068375e+01
8.320000024805294103e+00,3.007354620609600460e+01
8.330000024835110040e+00,3.009046971931637771e+01
8.340000024864922423e+00,3.011713877911023118e+01
8.350000024894738360e+00,3.013858178966474455e+01
8.360000024924550743e+00,3.014879359395633784e+01
8.370000024954366680e+00,3.016928690527733892e+01
8.380000024984179063e+00,3.018210838180977618e+01
8.390000025013995000e+00,3.019851241637763906e+01
8.400000025043807383e+00,3.021404578622165360e+01
8.410000025073621543e+00,3.023106315005221845e+01
8.420000025103435703e+00,3.024937165367568070e+01
8.430000025133249864e+00,3.027263002788266633e+01
8.440000025163064024e+00,3.028768525233567388e+01
8.450000025192878184e+00,3.030644276192024478e+01
8.460000025222692344e+00,3.032658319406530012e+01
8.470000025252506504e+00,3.034725592100824798e+01
8.480000025282320664e+00,3.035839116164291340e+01
8.490000025312134824e+00,3.037827850899942916e+01
8.500000025341948984e+00,3.040268073425712103e+01
8.510000025371763144e+00,3.041958438962942068e+01
8.520000025401575527e+00,3.044381963171535332e+01
8.530000025431391464e+00,3.046395691297460928e+01
8.540000025461203847e+00,3.048466865104098744e+01
8.550000025491019784e+00,3.050331521841271964e+01
8.560000025520832168e+00,3.052082079280828353e+01
8.570000025550648104e+00,3.054239313011092349e+01
8.580000025580460488e+00,3.056048020891827832e+01
8.590000025610276424e+00,3.058622595329401861e+01
8.600000025640088808e+00,3.060730734254089924e+01
8.610000025669901191e+00,3.062942275285479354e+01
8.620000025699717128e+00,3.065416703803420972e+01
8.630000025729529511e+00,3.067758521646455350e+01
8.640000025759345448e+00,3.069073900403415678e+01
8.650000025789157831e+00,3.071244125006624515e+01
8.660000025818973768e+00,3.072389880256144679e+01
8.670000025848786152e+00,3.073919041280641196e+01
8.680000025878602088e+00,3.076657356301084434e+01
8.690000025908414472e+00,3.078473414688737719e+01
8.700000025938230408e+00,3.079903088697162872e+01
8.710000025968042792e+00,3.082415997377922068e+01
8.720000025997856952e+00,3.084916862410554472e+01
8.730000026027671112e+00,3.086231512087794115e+01
8.740000026057485272e+00,3.087860488007330417e+01
8.750000026087299432e+00,3.090622095047121221e+01
8.760000026117113592e+00,3.092274816993688447e+01
8.770000026146927752e+00,3.094118122838363760e+01
8.780000026176741912e+00,3.097088840563268164e+01
8.790000026206556072e+00,3.098731027781446912e+01
8.800000026236370232e+00,3.100784724338859988e+01
8.810000026266184392e+00,3.102283646139449047e+01
8.820000026295998552e+00,3.103387947226271848e+01
8.830000026325810936e+00,3.105682401095074852e+01
8.840000026355626872e+00,3.106558640056870502e+01
8.850000026385439256e+00,3.108193988245773909e+01
8.860000026415255192e+00,3.110541691173679268e+01
8.870000026445067576e+00,3.112058073332435271e+01
8.880000026474883512e+00,3.113573363371720149e+01
8.890000026504695896e+00,3.115780121602456987e+01
8.900000026534511832e+00,3.116650973681603887e+01
8.910000026564324216e+00,3.118773236743835398e+01
8.920000026594138376e+00,3.120984891386951077e+01
8.930000026623952536e+00,3.122552637883700655e+01
8.940000026653766696e+00,3.124432010322903963e+01
8.950000026683580856e+00,3.126229358391632118e+01
8.960000026713395016e+00,3.127653842683938024e+01
8.970000026743209176e+00,3.128586035187678149e+01
8.980000026773023336e+00,3.130325011962739268e+01
8.990000026802837496e+00,3.131592616840224252e+01
9.000000026832651656e+00,3.133178830204742482e+01
9.010000026862465816e+00,3.134788293686537131e+01
9.020000026892279976e+00,3.135785435511544961e+01
9.030000026922092360e+00,3.137209182514785155e+01
9.040000026951908296e+00,3.138470904588836774e+01
9.050000026981720680e+00,3.138546424395583401e+01
9.060000027011536616e+00,3.139565535338075009e+01
9.070000027041349000e+00,3.139983074435698640e+01
9.080000027071164936e+00,3.141014249177043993e+01
9.090000027100977320e+00,3.142674362507088048e+01
9.100000027130793256e+00,3.144821595480370036e+01
9.110000027160605640e+00,3.146132924911680817e+01
9.120000027190421577e+00,3.147137396942933307e+01
9.130000027220233960e+00,3.149279597301498157e+01
9.140000027250048120e+00,3.150004130121033086e+01
9.150000027279862280e+00,3.151784838038775050e+01
9.160000027309674664e+00,3.152763906434238805e+01
9.170000027339490600e+00,3.153566050006433841e+01
9.180000027369302984e+00,3.156007024624076607e+01
9.190000027399118920e+00,3.157571061372187060e+01
9.200000027428931304e+00,3.158152692120445693e+01
9.210000027458747240e+00,3.159740649437123494e+01
9.220000027488559624e+00,3.161430098182111337e+01
9.230000027518373784e+00,3.163148879095389532e+01
9.240000027548187944e+00,3.163753115049402709e+01
9.250000027578002104e+00,3.164718846793792650e+01
9.260000027607816264e+00,3.166414594008805139e+01
9.270000027637630424e+00,3.167355361400585778e+01
9.280000027667444584e+00,3.168634597244121665e+01
9.290000027697258744e+00,3.169841552476751545e+01
9.300000027727072904e+00,3.170428233068389545e+01
9.310000027756887064e+00,3.172087882122786340e+01
9.320000027786701224e+00,3.173139364468290324e+01
9.330000027816515384e+00,3.174453743875030298e+01
9.340000027846327768e+00,3.175856191617978297e+01
9.350000027876143704e+00,3.176811739152629954e+01
9.360000027905956088e+00,3.177487467658191278e+01
9.370000027935772025e+00,3.178024711718629192e+01
9.380000027965584408e+00,3.178348570796099892e+01
9.390000027995400345e+00,3.179733956989663923e+01
9.400000028025212728e+00,3.180235830349522530e+01
9.410000028055028665e+00,3.181752309181363714e+01
9.420000028084841048e+00,3.182925888383568136e+01
9.430000028114655208e+00,3.184751109856986062e+01
9.440000028144469368e+00,3.186018267337493626e+01
9.450000028174283528e+00,3.187183383361037059e+01
9.460000028204097688e+00,3.188514959726420273e+01
9.470000028233911848e+00,3.189469050351092605e+01
9.480000028263726009e+00,3.190552926108438925e+01
9.490000028293540169e+00,3.191662231648603765e+01
9.500000028323354329e+00,3.193434938356677932e+01
9.510000028353168489e+00,3.194698891937725449e+01
9.520000028382982649e+00,3.197108483151961167e+01
9.530000028412796809e+00,3.198224756365646826e+01
9.540000028442609192e+00,3.200554196423679088e+01
9.550000028472425129e+00,3.201378369922095146e+01
9.560000028502237512e+00,3.202747271372332705e+01
9.570000028532053449e+00,3.204670585853909159e+01
9.580000028561865832e+00,3.206037176181842341e+01
9.590000028591681769e+00,3.207475547633345059e+01
9.600000028621494153e+00,3.207986092347459106e+01
9.610000028651310089e+00,3.209647502868514835e+01
9.620000028681122473e+00,3.210659687399935081e+01
9.630000028710938409e+00,3.212065797138679812e+01
9.640000028740750793e+00,3.212716141098317024e+01
9.650000028770564953e+00,3.213197928881215404e+01
9.660000028800379113e+00,3.213866170182441095e+01
9.670000028830193273e+00,3.214740850549378592e+01
9.680000028860007433e+00,3.215795973168184929e+01
9.690000028889821593e+00,3.216706472248814919e+01
9.700000028919635753e+00,3.218591834499911641e+01
9.710000028949448136e+00,3.220333283540058744e+01
9.720000028979264073e+00,3.220777160767919867e+01
9.730000029009076457e+00,3.221211942746845835e+01
9.740000029038890617e+00,3.223137112410747562e+01
9.750000029068704777e+00,3.224382398930281823e+01
9.760000029098518937e+00,3.224999788678886148e+01
9.770000029128333097e+00,3.226531207149341185e+01
9.780000029158147257e+00,3.227485446250251044e+01
9.790000029187961417e+00,3.229279288602753439e+01
9.800000029217775577e+00,3.229794780999012005e+01
9.810000029247589737e+00,3.230928764078537085e+01
9.820000029277403897e+00,3.232316066912194685e+01
9.830000029307218057e+00,3.233204900619410438e+01
9.840000029337032217e+00,3.235091485034677561e+01
9.850000029366844601e+00,3.236652569256163758e+01
9.860000029396660537e+00,3.237958949302583278e+01
9.870000029426472921e+00,3.238645884271536346e+01
9.880000029456288857e+00,3.240012251296150225e+01
9.890000029486101241e+00,3.240582944215466199e+01
9.900000029515917177e+00,3.241255786901021452e+01
9.910000029545729561e+00,3.243485653316469808e+01
9.920000029575545497e+00,3.244675965673500428e+01
9.930000029605357881e+00,3.245619790101908819e+01
9.940000029635173817e+00,3.247970043996713940e+01
9.950000029664986201e+00,3.249325532654505366e+01
9.960000029694800361e+00,3.250760220633696918e+01
9.970000029724614521e+00,3.251185793223768883e+01
9.980000029754428681e+00,3.252587261139556318e+01
9.990000029784242841e+00,3.253665152958858897e+01
1.000000002981405700e+01,3.256099481221350800e+01
1.001000002984387116e+01,3.258112506902077854e+01
1.002000002987368532e+01,3.259430126980941367e+01
1.003000002990349948e+01,3.260784968485189950e+01
1.004000002993331364e+01,3.262475088288571357e+01
1.005000002996312602e+01,3.264344486933625689e+01
1.006000002999294196e+01,3.265973519568053263e+01
1.007000003002275434e+01,3.268037504405980087e+01
1.008000003005257028e+01,3.269326351720958712e+01
1.009000003008238266e+01,3.271530482326576816e+01
1.010000003011219860e+01,3.273015100359678087e+01
1.011000003014201098e+01,3.275179657265832134e+01
1.012000003017182692e+01,3.276396149010512460e+01
1.013000003020163931e+01,3.278460800882352544e+01
1.014000003023145524e+01,3.281146854279452185e+01
1.015000003026126763e+01,3.283527306589895289e+01
1.016000003029108179e+01,3.285271363376125464e+01
1.017000003032089595e+01,3.287001551790995535e+01
1.018000003035071011e+01,3.288883619906741274e+01
1.019000003038052427e+01,3.290772627611568169e+01
1.020000003041033843e+01,3.291968211843671099e+01
1.021000003044015259e+01,3.292889362683362720e+01
1.022000003046996675e+01,3.294769467245064476e+01
1.023000003049978091e+01,3.296536499036515977e+01
1.024000003052959507e+01,3.298196907117971932e+01
1.025000003055940745e+01,3.300281255895517774e+01
1.026000003058922161e+01,3.302783060975767881e+01
1.027000003061903577e+01,3.304684777015099684e+01
1.028000003064884993e+01,3.305506740085697714e+01
1.029000003067866409e+01,3.307332162512819451e+01
1.030000003070847825e+01,3.309468732423773218e+01
1.031000003073829241e+01,3.311654134460802368e+01
1.032000003076810657e+01,3.313162482014142540e+01
1.033000003079792073e+01,3.315479391234524797e+01
1.034000003082773489e+01,3.317002407248486406e+01
1.035000003085754905e+01,3.318644458573427869e+01
1.036000003088736143e+01,3.320341831924231712e+01
1.037000003091717737e+01,3.321837911207649796e+01
1.038000003094698975e+01,3.323182412110278960e+01
1.039000003097680569e+01,3.324273723632227728e+01
1.040000003100661807e+01,3.324697232602963481e+01
1.041000003103643401e+01,3.325329393275212198e+01
1.042000003106624639e+01,3.326322637141517902e+01
1.043000003109606233e+01,3.327503246033468542e+01
1.044000003112587471e+01,3.328532316629592458e+01
1.045000003115569065e+01,3.329210667209404306e+01
1.046000003118550303e+01,3.331246870761513890e+01
1.047000003121531719e+01,3.332570012760663758e+01
1.048000003124513135e+01,3.333633649398966980e+01
1.049000003127494551e+01,3.334609367627308529e+01
1.050000003130475967e+01,3.335750988946833218e+01
1.051000003133457383e+01,3.336605743005263491e+01
1.052000003136438799e+01,3.337987066916369372e+01
1.053000003139420215e+01,3.339227339668487815e+01
1.054000003142401631e+01,3.341191819438175514e+01
1.055000003145383047e+01,3.342331767388245112e+01
1.056000003148364286e+01,3.343335809801626368e+01
1.057000003151345879e+01,3.345319862909990860e+01
1.058000003154327118e+01,3.346718492624501096e+01
1.059000003157308711e+01,3.348249370640834144e+01
1.060000003160289950e+01,3.349633362372132694e+01
1.061000003163271543e+01,3.351606968823153920e+01
1.062000003166252782e+01,3.353806583045707868e+01
1.063000003169234375e+01,3.355104960296761618e+01
1.064000003172215614e+01,3.356443934625737313e+01
1.065000003175197207e+01,3.358543761394204097e+01
1.066000003178178446e+01,3.359957920231843786e+01
1.067000003181159862e+01,3.361100915768178510e+01
1.068000003184141278e+01,3.362740084003913665e+01
1.069000003187122694e+01,3.364459589844243226e+01
1.070000003190104110e+01,3.365738464769554383e+01
1.071000003193085526e+01,3.367237278241520926e+01
1.072000003196066942e+01,3.368557005821989492e+01
1.073000003199048358e+01,3.369919782577443357e+01
1.074000003202029774e+01,3.370760912473679838e+01
1.075000003205011190e+01,3.371375083445241927e+01
1.076000003207992428e+01,3.373038805572907961e+01
1.077000003210974022e+01,3.374215292730151106e+01
1.078000003213955260e+01,3.375396429557098088e+01
1.079000003216936854e+01,3.376463827369581594e+01
1.080000003219918092e+01,3.377877863540505388e+01
1.081000003222899508e+01,3.378697598401989666e+01
1.082000003225880924e+01,3.379972445284779781e+01
1.083000003228862340e+01,3.382582001499030611e+01
1.084000003231843756e+01,3.383362754684975471e+01
1.085000003234825172e+01,3.385171873610257620e+01
1.086000003237806588e+01,3.386482051028779949e+01
1.087000003240787827e+01,3.388398234995391789e+01
1.088000003243769420e+01,3.389547289996441748e+01
1.089000003246750659e+01,3.391695633793821685e+01
1.090000003249732252e+01,3.392429673073173291e+01
1.091000003252713491e+01,3.393646923107392155e+01
1.092000003255695084e+01,3.394721151931139502e+01
1.093000003258676323e+01,3.395843274670858847e+01
1.094000003261657916e+01,3.397208380873455269e+01
1.095000003264639155e+01,3.398946061752224779e+01
1.096000003267620748e+01,3.400312154789747154e+01
1.097000003270601987e+01,3.401018121558749385e+01
1.098000003273583403e+01,3.402095300688733914e+01
1.099000003276564996e+01,3.402633379398788804e+01
1.100000003279546235e+01,3.404005633800596797e+01
1.101000003282527828e+01,3.404724690636584938e+01
1.102000003285509067e+01,3.406157036377558001e+01
1.103000003288490660e+01,3.407691370790183072e+01
1.104000003291471899e+01,3.408261927601313346e+01
1.105000003294453492e+01,3.409182384271309729e+01
1.106000003297434731e+01,3.410484797477965202e+01
1.107000003300415969e+01,3.411441589390764051e+01
1.108000003303397563e+01,3.413449046087733052e+01
1.109000003306378801e+01,3.414526597276832121e+01
1.110000003309360395e+01,3.416148009279793030e+01
1.111000003312341633e+01,3.417113423434722819e+01
1.112000003315323227e+01,3.419382581156347101e+01
1.113000003318304465e+01,3.420048265454946801e+01
1.114000003321286059e+01,3.421655788108544982e+01
1.115000003324267297e+01,3.423223982124654441e+01
1.116000003327248891e+01,3.424273729812011879e+01
1.117000003330230129e+01,3.425650907122592059e+01
1.118000003333211367e+01,3.427295069989585841e+01
1.119000003336192961e+01,3.427828194583484134e+01
1.120000003339174199e+01,3.429664736052504281e+01
1.121000003342155793e+01,3.430119463283921988e+01
1.122000003345137031e+01,3.431822644998759131e+01
1.123000003348118625e+01,3.432219016005271328e+01
1.124000003351099863e+01,3.433682426545987454e+01
1.125000003354081457e+01,3.434570062883182828e+01
1.126000003357062695e+01,3.434818132663726686e+01
1.127000003360044289e+01,3.435796476483102424e+01
1.128000003363025527e+01,3.436513525847969674e+01
1.129000003366007121e+01,3.437807793296485670e+01
1.130000003368988359e+01,3.438340547993006879e+01
1.131000003371969953e+01,3.439268130912265065e+01
1.132000003374951191e+01,3.440027775441048163e+01
1.133000003377932785e+01,3.440662308734326302e+01
1.134000003380914023e+01,3.441021032884485464e+01
1.135000003383895262e+01,3.441943515742669035e+01
1.136000003386876855e+01,3.442961621997676502e+01
1.137000003389858094e+01,3.442678123460262185e+01
1.138000003392839687e+01,3.444327736457366740e+01
1.139000003395820926e+01,3.445284191438591392e+01
1.140000003398802519e+01,3.445937888505890356e+01
1.141000003401783758e+01,3.446819564644480494e+01
1.142000003404765351e+01,3.447303779136890967e+01
1.143000003407746590e+01,3.448108163374580926e+01
1.144000003410728183e+01,3.448258849061397768e+01
1.145000003413709422e+01,3.448511631156463864e+01
1.146000003416691015e+01,3.448203608935143905e+01
1.147000003419672254e+01,3.449059584124595546e+01
1.148000003422653847e+01,3.449185285351624231e+01
1.149000003425635086e+01,3.449473853900148868e+01
1.150000003428616324e+01,3.449959462488536843e+01
1.151000003431597918e+01,3.450883962990682363e+01
1.152000003434579511e+01,3.451014413428097072e+01
1.153000003437560750e+01,3.451343773474495435e+01
1.154000003440541988e+01,3.451712827301438580e+01
1.155000003443523582e+01,3.452560453762009729e+01
1.156000003446505175e+01,3.453277223344922930e+01
1.157000003449486414e+01,3.454709515252056207e+01
1.158000003452467652e+01,3.454407844450009435e+01
1.159000003455448891e+01,3.454705049248826754e+01
1.160000003458430839e+01,3.455000889118084473e+01
1.161000003461412078e+01,3.456018447278520256e+01
1.162000003464393316e+01,3.455407076089946372e+01
1.163000003467374555e+01,3.456432498591381375e+01
