time_ns,rmsd_A
2.591000007724822041e+01,1.726094218468722685e+00
2.592000007727803279e+01,1.698766875331710668e+00
2.593000007730784873e+01,1.682917594965514851e+00
2.594000007733766466e+01,1.665722266740935931e+00
2.595000007736747705e+01,1.588065762393244817e+00
2.596000007739729298e+01,1.651153209382576259e+00
2.597000007742710537e+01,1.811343472417801914e+00
2.598000007745692130e+01,1.628362632440760516e+00
2.599000007748673369e+01,1.656067073642957466e+00
2.600000007751654607e+01,1.752485981190154529e+00
2.601000007754636201e+01,1.796856886693336541e+00
2.602000007757617794e+01,1.647944923606094125e+00
2.603000007760599033e+01,1.496176180989108540e+00
2.604000007763580271e+01,1.608752462532759386e+00
2.605000007766561509e+01,1.449117484314356830e+00
2.606000007769543458e+01,1.394940058403642213e+00
2.607000007772524697e+01,1.376221984527499664e+00
2.608000007775505935e+01,1.397975843705030030e+00
2.609000007778487529e+01,1.474539580790005466e+00
2.610000007781468767e+01,1.361288826309612343e+00
2.611000007784450361e+01,1.506007965771319457e+00
2.612000007787431599e+01,1.630454289091285425e+00
2.613000007790412837e+01,1.531807358229713589e+00
2.614000007793394786e+01,1.486984544484746706e+00
2.615000007796376025e+01,1.560264946864684754e+00
2.616000007799357263e+01,1.498048439353902195e+00
2.617000007802338502e+01,1.557534939354105363e+00
2.618000007805319740e+01,1.477774350588612284e+00
2.619000007808301689e+01,1.662986088792770989e+00
2.620000007811282927e+01,1.608079160054365131e+00
2.621000007814264166e+01,1.512356301856696783e+00
2.622000007817245404e+01,1.535401730744209159e+00
2.623000007820226998e+01,1.607908791777743485e+00
2.624000007823208591e+01,1.520631684874369061e+00
2.625000007826189830e+01,1.517132810118966280e+00
2.626000007829171068e+01,1.696251542716526117e+00
2.627000007832153017e+01,1.641080092935162549e+00
2.628000007835134255e+01,1.567797721512707909e+00
2.629000007838115494e+01,1.637375136135425846e+00
2.630000007841096732e+01,1.663973681777787039e+00
2.631000007844078326e+01,1.566606132178524291e+00
2.632000007847059919e+01,1.603072303494272211e+00
2.633000007850041158e+01,1.607610902124045449e+00
2.634000007853022396e+01,1.694582413496314777e+00
2.635000007856003990e+01,1.759323866531435687e+00
2.636000007858985228e+01,1.866321193182902016e+00
2.637000007861966822e+01,1.689495579051993213e+00
2.638000007864948060e+01,1.667280048997068276e+00
2.639000007867929654e+01,1.498522223663174779e+00
2.640000007870911247e+01,1.529685935873395186e+00
2.641000007873892130e+01,1.651176412067381971e+00
2.642000007876873724e+01,1.598878489977874962e+00
2.643000007879855318e+01,1.771117057019610863e+00
2.644000007882836556e+01,1.698422363285055914e+00
2.645000007885818150e+01,1.719587407849143323e+00
2.646000007888799388e+01,1.775263414414746554e+00
2.647000007891780982e+01,1.842379139542021926e+00
2.648000007894762220e+01,1.731693163240280997e+00
2.649000007897743458e+01,1.747378931251936107e+00
2.650000007900725052e+01,1.784492752917168135e+00
2.651000007903706646e+01,1.660606097313208185e+00
2.652000007906687884e+01,1.653724336924340843e+00
2.653000007909669122e+01,1.784649301371853403e+00
2.654000007912650361e+01,1.688290085710988819e+00
2.655000007915632310e+01,1.660987665940172775e+00
2.656000007918613548e+01,1.600922296327848438e+00
2.657000007921594786e+01,1.587921749991124676e+00
2.658000007924576380e+01,1.643733822666644473e+00
2.659000007927557974e+01,1.700831682191640271e+00
2.660000007930539212e+01,1.682962719223219272e+00
2.661000007933520450e+01,1.573947450228580625e+00
2.662000007936501689e+01,1.698334723248162925e+00
2.663000007939483638e+01,1.688473845749072444e+00
2.664000007942464876e+01,1.659382256646533271e+00
2.665000007945446114e+01,1.492180027034320622e+00
2.666000007948427353e+01,1.634234274253425490e+00
2.667000007951408946e+01,1.669605980586726934e+00
2.668000007954390540e+01,1.638721980138562406e+00
2.669000007957371778e+01,1.415293542674279870e+00
2.670000007960353017e+01,1.606010046101360222e+00
2.671000007963334255e+01,1.475602456450883837e+00
2.672000007966315849e+01,1.644967453563194182e+00
2.673000007969297442e+01,1.632391522290889574e+00
2.674000007972278681e+01,1.602715915788093692e+00
2.675000007975259919e+01,1.675881206550032143e+00
2.676000007978241868e+01,1.721544047151996715e+00
2.677000007981223106e+01,1.674149643100383278e+00
2.678000007984204345e+01,1.682256785894036932e+00
2.679000007987185583e+01,1.575424575160817797e+00
2.680000007990167177e+01,1.612466573599339315e+00
2.681000007993148770e+01,1.533767782541766600e+00
2.682000007996130009e+01,1.561430527535642820e+00
2.683000007999111247e+01,1.528907568472557710e+00
2.684000008002092841e+01,1.568027898545654386e+00
2.685000008005074079e+01,1.614826041511790988e+00
2.686000008008055673e+01,1.654157259710268058e+00
2.687000008011036911e+01,1.550895171418407159e+00
2.688000008014018505e+01,1.556850166684430992e+00
2.689000008017000098e+01,1.456268196663286663e+00
2.690000008019981337e+01,1.750576307345662608e+00
2.691000008022962575e+01,1.520303628725388823e+00
2.692000008025944169e+01,1.651540340070895674e+00
2.693000008028925407e+01,1.466427930475086017e+00
2.694000008031907001e+01,1.553761632234984535e+00
2.695000008034888239e+01,1.566643815675306861e+00
2.696000008037869833e+01,1.633730089407935626e+00
2.697000008040851071e+01,1.561513602662282008e+00
2.698000008043832310e+01,1.650323745534032938e+00
2.699000008046813903e+01,1.704004974604395484e+00
2.700000008049795497e+01,1.765516775304284192e+00
2.701000008052776735e+01,1.758467412572046751e+00
2.702000008055757974e+01,1.742425698372706000e+00
2.703000008058739212e+01,1.792063194529136982e+00
2.704000008061721161e+01,1.728123929900353462e+00
2.705000008064702399e+01,1.689352298410691011e+00
2.706000008067683638e+01,1.611510225850298905e+00
2.707000008070665231e+01,1.641144427313350196e+00
2.708000008073646825e+01,1.665010369977937721e+00
2.709000008076628063e+01,1.685771731379213101e+00
2.710000008079609302e+01,1.708775908417114353e+00
2.711000008082590540e+01,1.603925544159481964e+00
2.712000008085572489e+01,1.695786767861477085e+00
2.713000008088553727e+01,1.705346207970805938e+00
2.714000008091534966e+01,1.654987066366945259e+00
2.715000008094516204e+01,1.597848611081236436e+00
2.716000008097497798e+01,1.479830467733876720e+00
2.717000008100479391e+01,1.836847659637206753e+00
2.718000008103460630e+01,1.587426608874789258e+00
2.719000008106441868e+01,1.745486398168952569e+00
2.720000008109423817e+01,1.656455147184187071e+00
2.721000008112405055e+01,1.652333830289443251e+00
2.722000008115386294e+01,1.584804611660679763e+00
2.723000008118367532e+01,1.561222329240517182e+00
2.724000008121348770e+01,1.667085919216717338e+00
2.725000008124330719e+01,1.766513009269515377e+00
2.726000008127311958e+01,1.505884554277161724e+00
2.727000008130293196e+01,1.574919183816869683e+00
2.728000008133274434e+01,1.559154768439244831e+00
2.729000008136256028e+01,1.632459923840147376e+00
2.730000008139237622e+01,1.557302979479515015e+00
2.731000008142218860e+01,1.534600020441034163e+00
2.732000008145200098e+01,1.746519684873718781e+00
2.733000008148181692e+01,1.607412399941544390e+00
2.734000008151162930e+01,1.657885322765560776e+00
2.735000008154144524e+01,1.514112580757097870e+00
2.736000008157125762e+01,1.488494975493526162e+00
2.737000008160107356e+01,1.562815359320263164e+00
2.738000008163088950e+01,1.625193162721509488e+00
2.739000008166070188e+01,1.694804332877937858e+00
2.740000008169051426e+01,1.772332353170712693e+00
2.741000008172033020e+01,1.661701047915995932e+00
2.742000008175014258e+01,1.702942921484966732e+00
2.743000008177995852e+01,1.633427897282178520e+00
2.744000008180977090e+01,1.768098618320606441e+00
2.745000008183958684e+01,1.630038967594983568e+00
2.746000008186939922e+01,1.658509452513446281e+00
2.747000008189921161e+01,1.819605311884158638e+00
2.748000008192902754e+01,1.592858802984279842e+00
2.749000008195884348e+01,1.710696426793723024e+00
2.750000008198865586e+01,1.757512902973417113e+00
2.751000008201847180e+01,1.770989072555477106e+00
2.752000008204828418e+01,1.614055058118352592e+00
2.753000008207810012e+01,1.613699538262524991e+00
2.754000008210791250e+01,1.662345980310384164e+00
2.755000008213772489e+01,1.639469436498589117e+00
2.756000008216754082e+01,1.560503506753877723e+00
2.757000008219735676e+01,1.618316078181615048e+00
2.758000008222716914e+01,1.621751129332376085e+00
2.759000008225698153e+01,1.691377019806374227e+00
2.760000008228679391e+01,1.585912875797638621e+00
2.761000008231661340e+01,1.577204843092356423e+00
2.762000008234642578e+01,1.514916411264563001e+00
2.763000008237623817e+01,1.460872171184072199e+00
2.764000008240605055e+01,1.525347014329525575e+00
2.765000008243586649e+01,1.483289008737223469e+00
2.766000008246568242e+01,1.556385719074311558e+00
2.767000008249549481e+01,1.577884169327180119e+00
2.768000008252530719e+01,1.569239129923770681e+00
2.769000008255512668e+01,1.564918609333458610e+00
2.770000008258493907e+01,1.443145080211269748e+00
2.771000008261475145e+01,1.378645423955725313e+00
2.772000008264456383e+01,1.425006263689804653e+00
2.773000008267437977e+01,1.447776895133231712e+00
2.774000008270419571e+01,1.481862800833367633e+00
2.775000008273400809e+01,1.432137812821068668e+00
2.776000008276382047e+01,1.458588811128792795e+00
2.777000008279363641e+01,1.572359998422081517e+00
2.778000008282344879e+01,1.498928221612133793e+00
2.779000008285326473e+01,1.606967037691163336e+00
2.780000008288307711e+01,1.447154846318258414e+00
2.781000008291288950e+01,1.544659846929124392e+00
2.782000008294270899e+01,1.600857188817918386e+00
2.783000008297252137e+01,1.505195778749797375e+00
2.784000008300233375e+01,1.528158992517054893e+00
2.785000008303214614e+01,1.440066662184139146e+00
2.786000008306196207e+01,1.519349333828964532e+00
2.787000008309177801e+01,1.482527746145273717e+00
2.788000008312159039e+01,1.521697368865849720e+00
2.789000008315140278e+01,1.615034539031320326e+00
2.790000008318121871e+01,1.602968417406504642e+00
2.791000008321103110e+01,1.500697349434312766e+00
2.792000008324084703e+01,1.591571303158143547e+00
2.793000008327065942e+01,1.593086859082824880e+00
2.794000008330047535e+01,1.537374746987327123e+00
2.795000008333028774e+01,1.495767392235076043e+00
2.796000008336010012e+01,1.574177975738155544e+00
2.797000008338991606e+01,1.532111302418315057e+00
2.798000008341973199e+01,1.567895118029203783e+00
2.799000008344954438e+01,1.556045810294982790e+00
2.800000008347936031e+01,1.412211986452370116e+00
2.801000008350917270e+01,1.545432172278472738e+00
2.802000008353898863e+01,1.487346790292956911e+00
2.803000008356880102e+01,1.461069881001715309e+00
2.804000008359861340e+01,1.401603000477107841e+00
2.805000008362842934e+01,1.419772278986000780e+00
2.806000008365824527e+01,1.402434122548980922e+00
2.807000008368805766e+01,1.487832864637876229e+00
2.808000008371787004e+01,1.413257572805610485e+00
2.809000008374768242e+01,1.495148267692850697e+00
2.810000008377750191e+01,1.482439628018649147e+00
2.811000008380731430e+01,1.402673317598136071e+00
2.812000008383712668e+01,1.392382466635244009e+00
2.813000008386694262e+01,1.361336369933416224e+00
2.814000008389675855e+01,1.310059022635684522e+00
2.815000008392657094e+01,1.386341377889660720e+00
2.816000008395638332e+01,1.290830830632808235e+00
2.817000008398619570e+01,1.235064322021458105e+00
2.818000008401601519e+01,1.185217586871889717e+00
2.819000008404582758e+01,1.225392790413378563e+00
2.820000008407563996e+01,1.237135118469413264e+00
2.821000008410545234e+01,1.241441299806104626e+00
2.822000008413526828e+01,1.280942667963909765e+00
2.823000008416508422e+01,1.264335826817325481e+00
2.824000008419489660e+01,1.308396919153207882e+00
2.825000008422470898e+01,1.243437981687319560e+00
2.826000008425452847e+01,1.365844522305927899e+00
2.827000008428433731e+01,1.406053539989075007e+00
2.828000008431415324e+01,1.377414935687283792e+00
2.829000008434396563e+01,1.393823469758631362e+00
2.830000008437378156e+01,1.384147444612577660e+00
2.831000008440359750e+01,1.488243574677786230e+00
2.832000008443340633e+01,1.483040801333623815e+00
2.833000008446322227e+01,1.600312365259776382e+00
2.834000008449303465e+01,1.758709275896568114e+00
2.835000008452285059e+01,1.904674119251932973e+00
2.836000008455266652e+01,1.839270698025159190e+00
2.837000008458247891e+01,1.661531543365980523e+00
2.838000008461229129e+01,1.629303044420687963e+00
2.839000008464211078e+01,1.656411647777666252e+00
2.840000008467191961e+01,1.670234692522952091e+00
2.841000008470173555e+01,1.803801153020327508e+00
2.842000008473154793e+01,1.526336971113725127e+00
2.843000008476136387e+01,1.534923771957315886e+00
2.844000008479117980e+01,1.496324759645039748e+00
2.845000008482098863e+01,1.571682438479862887e+00
2.846000008485080457e+01,1.648150068982469962e+00
2.847000008488062051e+01,1.448489376352022573e+00
2.848000008491043289e+01,1.469319054050073126e+00
2.849000008494024883e+01,1.418359507995976765e+00
2.850000008497005766e+01,1.467866410419934819e+00
2.851000008499987715e+01,1.478041222698215362e+00
2.852000008502968953e+01,1.552072526768560667e+00
2.853000008505950191e+01,1.662339307347524109e+00
2.854000008508931785e+01,1.538221575863839785e+00
2.855000008511913379e+01,1.357292917569645541e+00
2.856000008514894617e+01,1.393963958989312024e+00
2.857000008517876211e+01,1.303708883822776388e+00
2.858000008520857094e+01,1.378673565258397238e+00
2.859000008523839043e+01,1.527164961330293780e+00
2.860000008526820281e+01,1.463797594317522099e+00
2.861000008529801519e+01,1.470450909006840057e+00
2.862000008532783113e+01,1.388078593505547520e+00
2.863000008535764351e+01,1.457393179341383460e+00
2.864000008538745945e+01,1.517085157651999250e+00
2.865000008541727183e+01,1.363081825159166316e+00
2.866000008544708422e+01,1.417479906479395702e+00
2.867000008547690371e+01,1.400410277768386003e+00
2.868000008550671609e+01,1.342470968037968948e+00
2.869000008553652847e+01,1.359564165037594252e+00
2.870000008556634441e+01,1.372131407757496424e+00
2.871000008559615679e+01,1.309910754785047260e+00
2.872000008562597273e+01,1.448379969240500387e+00
2.873000008565578511e+01,1.443327456057941438e+00
2.874000008568559750e+01,1.433434851029110835e+00
2.875000008571541699e+01,1.482687065195077869e+00
2.876000008574522582e+01,1.450062624786242482e+00
2.877000008577504175e+01,1.493680578239768630e+00
2.878000008580485414e+01,1.414422580521993211e+00
2.879000008583467007e+01,1.456705432701286496e+00
2.880000008586448601e+01,1.468871440045558696e+00
2.881000008589429484e+01,1.458840118692622090e+00
2.882000008592411078e+01,1.487107442470374963e+00
2.883000008595392671e+01,1.527941948711644793e+00
2.884000008598373910e+01,1.516736988730852387e+00
2.885000008601355503e+01,1.450020993531893065e+00
2.886000008604336742e+01,1.495931324154658348e+00
2.887000008607318335e+01,1.493163583535866312e+00
2.888000008610299929e+01,1.607032262862953642e+00
2.889000008613280812e+01,1.552378395411064371e+00
2.890000008616262406e+01,1.480322024773843115e+00
2.891000008619243644e+01,1.445204699069049470e+00
2.892000008622225238e+01,1.450001230742834935e+00
2.893000008625206831e+01,1.493810329291878514e+00
2.894000008628187715e+01,1.475214021069338965e+00
2.895000008631169308e+01,1.505589706281533546e+00
2.896000008634150902e+01,1.406057141067591276e+00
2.897000008637132140e+01,1.360513637888403071e+00
2.898000008640113734e+01,1.281442745506544911e+00
2.899000008643094972e+01,1.510077959461371799e+00
2.900000008646076566e+01,1.527161963355444296e+00
2.901000008649058159e+01,1.433933536544826692e+00
2.902000008652039043e+01,1.479660137640557593e+00
2.903000008655020636e+01,1.289854366191536927e+00
2.904000008658002230e+01,1.338830989371822433e+00
2.905000008660983468e+01,1.282198693636270148e+00
2.906000008663965062e+01,1.319044081336015362e+00
2.907000008666945945e+01,1.285666096521670632e+00
2.908000008669927894e+01,1.352129981613552134e+00
2.909000008672909132e+01,1.494554500677857334e+00
2.910000008675890371e+01,1.313849188437230087e+00
2.911000008678871964e+01,1.351743476339879679e+00
2.912000008681853203e+01,1.231996398639382484e+00
2.913000008684834796e+01,1.248071912141327955e+00
2.914000008687816035e+01,1.285970212707740146e+00
2.915000008690797273e+01,1.304997423073312346e+00
2.916000008693779222e+01,1.332964507510231433e+00
2.917000008696760460e+01,1.354110545937963206e+00
2.918000008699741699e+01,1.334391213053876424e+00
2.919000008702723292e+01,1.395699293330617152e+00
2.920000008705704531e+01,1.394683506679105234e+00
2.921000008708686124e+01,1.352304934771674461e+00
2.922000008711667363e+01,1.322271129465576456e+00
2.923000008714648601e+01,1.314765018006309516e+00
2.924000008717630550e+01,1.480352930141882961e+00
2.925000008720611433e+01,1.288137560865753928e+00
2.926000008723593027e+01,1.364933272701662093e+00
2.927000008726574265e+01,1.391063930163210172e+00
2.928000008729555859e+01,1.395877102197088826e+00
2.929000008732537452e+01,1.335026208051993457e+00
2.930000008735518691e+01,1.353092187248275069e+00
2.931000008738499929e+01,1.278707337816598288e+00
2.932000008741481523e+01,1.371105973933862465e+00
2.933000008744462761e+01,1.318803259666200933e+00
2.934000008747444355e+01,1.451047789959149847e+00
2.935000008750425593e+01,1.385616076946187603e+00
2.936000008753407187e+01,1.367861243329819620e+00
2.937000008756388780e+01,1.330720659896194924e+00
2.938000008759369663e+01,1.281884092387918450e+00
2.939000008762351257e+01,1.321612873462740145e+00
2.940000008765332851e+01,1.402118609963395768e+00
2.941000008768314089e+01,1.505367613519014602e+00
2.942000008771295683e+01,1.393638816907937006e+00
2.943000008774276566e+01,1.410242712570274559e+00
2.944000008777258159e+01,1.375172574230604461e+00
2.945000008780239753e+01,1.279854255735547452e+00
2.946000008783220991e+01,1.193296545806581843e+00
2.947000008786202585e+01,1.289178794622772184e+00
2.948000008789183823e+01,1.285604952291987235e+00
2.949000008792165417e+01,1.337185107807523199e+00
2.950000008795147011e+01,1.288315302294977593e+00
2.951000008798127894e+01,1.318216772676432891e+00
2.952000008801109487e+01,1.285905880289498704e+00
2.953000008804091081e+01,1.267790405997933689e+00
2.954000008807072319e+01,1.273597994386801657e+00
2.955000008810053913e+01,1.255640357022751452e+00
2.956000008813034796e+01,1.275607124515791169e+00
2.957000008816016745e+01,1.130768119968561969e+00
2.958000008818997983e+01,1.203648691843834717e+00
2.959000008821979222e+01,1.193967860991749674e+00
2.960000008824960815e+01,1.229609898370021881e+00
2.961000008827942409e+01,1.214712378137030369e+00
2.962000008830923647e+01,1.134462957428858054e+00
2.963000008833904886e+01,1.205950708048606046e+00
2.964000008836886124e+01,1.251352326366651946e+00
2.965000008839868073e+01,1.269955609117781270e+00
2.966000008842849311e+01,1.538990571516731132e+00
2.967000008845830550e+01,1.457350326323632483e+00
2.968000008848812143e+01,1.255293996523080269e+00
2.969000008851793382e+01,1.227699865385030842e+00
2.970000008854774975e+01,1.247733213891973003e+00
2.971000008857756214e+01,1.266977741732298046e+00
2.972000008860737452e+01,1.321683931120261057e+00
2.973000008863719401e+01,1.361621261459376120e+00
2.974000008866700284e+01,1.328547929013569107e+00
2.975000008869681878e+01,1.270323456547092666e+00
2.976000008872663116e+01,1.212359797870330658e+00
2.977000008875644710e+01,1.313494583742044641e+00
2.978000008878626303e+01,1.324295141733484726e+00
2.979000008881607542e+01,1.256464175624940838e+00
2.980000008884588780e+01,1.265937966596508035e+00
2.981000008887570729e+01,1.149083463979494679e+00
2.982000008890551612e+01,1.274075221277642056e+00
2.983000008893533206e+01,1.330908758930618330e+00
2.984000008896514444e+01,1.371243284504548576e+00
2.985000008899496038e+01,1.308991392700459055e+00
2.986000008902477632e+01,1.135639215629909549e+00
2.987000008905458515e+01,1.212941564360824342e+00
2.988000008908440108e+01,1.211459259006578915e+00
2.989000008911421702e+01,1.232654059881626907e+00
2.990000008914402940e+01,1.335262535780426862e+00
2.991000008917384534e+01,1.280820226670634110e+00
2.992000008920365772e+01,1.184773374464191731e+00
2.993000008923347366e+01,1.292808196670823140e+00
2.994000008926328604e+01,1.284683618710447561e+00
2.995000008929309843e+01,1.417921829732529559e+00
2.996000008932291436e+01,1.403805519465699758e+00
2.997000008935273030e+01,1.362013692809523002e+00
2.998000008938254268e+01,1.438435560825043646e+00
2.999000008941235862e+01,1.387175679130038919e+00
3.000000008944216745e+01,1.481310193245986451e+00
3.001000008947197983e+01,1.471543196067986781e+00
3.002000008950179577e+01,1.391797911585554548e+00
3.003000008953161171e+01,1.366888943856413352e+00
3.004000008956142409e+01,1.454836744790536374e+00
3.005000008959123647e+01,1.283201107729633916e+00
3.006000008962105241e+01,1.309541141803596487e+00
3.007000008965086835e+01,1.335320600040405647e+00
3.008000008968068073e+01,1.377350329813717744e+00
3.009000008971049311e+01,1.338752480420584146e+00
3.010000008974030905e+01,1.357070368453380471e+00
3.011000008977012143e+01,1.377529249393544708e+00
3.012000008979993737e+01,1.381338066375308538e+00
3.013000008982974975e+01,1.375830879852196542e+00
3.014000008985956569e+01,1.519668405601687367e+00
3.015000008988937807e+01,1.509104248335288112e+00
3.016000008991919401e+01,1.608722055272983287e+00
3.017000008994900639e+01,1.431020410530300824e+00
3.018000008997882233e+01,1.559847081612293129e+00
3.019000009000863471e+01,1.541220890852530667e+00
3.020000009003845065e+01,1.444541037486435364e+00
3.021000009006826303e+01,1.514670568704350018e+00
3.022000009009807897e+01,1.534716591547621967e+00
3.023000009012789135e+01,1.424280726764848959e+00
3.024000009015770374e+01,1.432230742958118697e+00
3.025000009018751967e+01,1.262788435960352285e+00
3.026000009021733561e+01,1.304961250238088510e+00
3.027000009024714799e+01,1.193259424967659355e+00
3.028000009027696038e+01,1.288005822330960948e+00
3.029000009030677631e+01,1.315236669338534670e+00
3.030000009033659225e+01,1.319729658008381934e+00
3.031000009036640463e+01,1.403115747661593415e+00
3.032000009039621702e+01,1.274883168669576294e+00
3.033000009042602940e+01,1.243696566751110399e+00
3.034000009045584889e+01,1.354053709977819819e+00
3.035000009048566127e+01,1.356546516058326768e+00
3.036000009051547366e+01,1.298483619774314590e+00
3.037000009054528604e+01,1.310461054944388026e+00
3.038000009057510553e+01,1.263308888183046097e+00
3.039000009060491792e+01,1.406285382535586548e+00
3.040000009063473030e+01,1.249481523712172137e+00
3.041000009066454268e+01,1.227635984442802197e+00
3.042000009069435862e+01,1.291541587072557951e+00
3.043000009072417456e+01,1.242376661033095075e+00
3.044000009075398694e+01,1.216077984824595948e+00
3.045000009078379932e+01,1.143677162156245819e+00
3.046000009081361526e+01,1.189702889134599317e+00
3.047000009084343120e+01,1.048555012879844872e+00
3.048000009087324358e+01,1.201290437592611005e+00
3.049000009090305596e+01,1.337057826989734410e+00
3.050000009093286835e+01,1.314053512386977207e+00
3.051000009096268428e+01,1.414327916452657874e+00
3.052000009099250022e+01,1.332375108043466705e+00
3.053000009102231260e+01,1.316154394085003121e+00
3.054000009105212499e+01,1.317025668096839075e+00
3.055000009108194092e+01,1.367723048155140564e+00
3.056000009111175686e+01,1.454017384291580228e+00
3.057000009114156924e+01,1.524961444715860148e+00
3.058000009117138163e+01,1.387197595212058321e+00
3.059000009120119756e+01,1.443567128260484278e+00
3.060000009123101350e+01,1.253807740416788441e+00
3.061000009126082588e+01,1.386219697118883154e+00
3.062000009129063827e+01,1.425039328075335954e+00
3.063000009132045420e+01,1.335285775468480152e+00
3.064000009135026659e+01,1.304425381014057583e+00
3.065000009138008252e+01,1.455385363551397582e+00
3.066000009140989491e+01,1.436796519107493841e+00
3.067000009143971084e+01,1.428441398566001164e+00
3.068000009146952323e+01,1.341664823184969269e+00
3.069000009149933916e+01,1.383889340951746538e+00
3.070000009152915155e+01,1.455243883904565605e+00
3.071000009155896748e+01,1.424169769452033885e+00
3.072000009158877987e+01,1.539339547801284791e+00
3.073000009161859225e+01,1.515435637099966426e+00
3.074000009164840819e+01,1.491423406388775463e+00
3.075000009167822412e+01,1.480572198629487746e+00
3.076000009170803651e+01,1.419189401464522549e+00
3.077000009173784889e+01,1.343614184109363174e+00
3.078000009176766483e+01,1.402787463276351287e+00
3.079000009179748076e+01,1.417777877946237108e+00
3.080000009182729315e+01,1.459426776099820300e+00
3.081000009185710553e+01,1.334816578062513193e+00
3.082000009188691791e+01,1.467710441182922043e+00
3.083000009191673740e+01,1.456380896939287961e+00
3.084000009194654979e+01,1.378067114139059024e+00
3.085000009197636217e+01,1.395050306386285133e+00
3.086000009200617455e+01,1.432157290010963369e+00
3.087000009203599404e+01,1.347007696033896806e+00
3.088000009206580643e+01,1.423580081055945357e+00
3.089000009209561881e+01,1.439980493328899769e+00
3.090000009212543119e+01,1.247714750856775190e+00
3.091000009215525068e+01,1.499662874260037970e+00
3.092000009218506307e+01,1.502216366127389069e+00
3.093000009221487545e+01,1.557211285543355750e+00
3.094000009224468783e+01,1.494241513268514510e+00
3.095000009227450377e+01,1.548893338993882152e+00
3.096000009230431971e+01,1.445039913682375943e+00
3.097000009233413209e+01,1.421581604346455086e+00
3.098000009236394447e+01,1.393299587860221678e+00
3.099000009239376041e+01,1.421938576636026408e+00
3.100000009242357635e+01,1.314833813169161036e+00
3.101000009245338873e+01,1.419810064982633513e+00
3.102000009248320112e+01,1.555475890268817940e+00
3.103000009251301350e+01,1.552828730805913882e+00
3.104000009254282944e+01,1.463683870746649074e+00
3.105000009257264537e+01,1.467632941479810382e+00
3.106000009260245776e+01,1.508060946139300862e+00
3.107000009263227014e+01,1.493151339450475401e+00
3.108000009266208608e+01,1.590459685996128858e+00
3.109000009269190201e+01,1.485218568429015562e+00
3.110000009272171440e+01,1.563594205360760991e+00
3.111000009275152678e+01,1.667043321814008605e+00
3.112000009278134272e+01,1.663171767159891568e+00
3.113000009281115510e+01,1.720045068791148823e+00
3.114000009284097104e+01,1.537796093364832029e+00
3.115000009287078342e+01,1.526665840119543427e+00
3.116000009290059936e+01,1.564013487067969166e+00
3.117000009293041174e+01,1.486008415763515167e+00
3.118000009296022768e+01,1.592924664095559883e+00
3.119000009299004006e+01,1.495485951404910807e+00
3.120000009301985600e+01,1.519988291640858691e+00
3.121000009304966838e+01,1.458048157294900227e+00
3.122000009307948432e+01,1.459873264471066578e+00
3.123000009310929670e+01,1.526026505043695636e+00
3.124000009313911264e+01,1.576030496035955908e+00
3.125000009316892502e+01,1.508620776693638588e+00
3.126000009319873740e+01,1.469075763672092805e+00
3.127000009322855334e+01,1.418660647525634699e+00
3.128000009325836928e+01,1.509285740403491838e+00
3.129000009328818166e+01,1.420663908308114287e+00
3.130000009331799404e+01,1.438660569348538365e+00
3.131000009334780998e+01,1.412868678118866406e+00
3.132000009337762592e+01,1.289750037749448630e+00
3.133000009340743830e+01,1.479433504833142621e+00
3.134000009343725068e+01,1.490327238989208603e+00
3.135000009346706307e+01,1.420436190127496445e+00
3.136000009349688256e+01,1.344165710970665950e+00
3.137000009352669494e+01,1.386511680290695603e+00
3.138000009355650732e+01,1.374254637111750110e+00
3.139000009358631971e+01,1.376123945539925675e+00
3.140000009361613920e+01,1.310993480541454259e+00
3.141000009364595158e+01,1.342297165712048379e+00
3.142000009367576396e+01,1.346385445774576972e+00
3.143000009370557635e+01,1.289215901499402461e+00
3.144000009373539228e+01,1.266689553272297264e+00
3.145000009376520822e+01,1.259437787023524047e+00
3.146000009379502060e+01,1.276798347042790827e+00
3.147000009382483299e+01,1.323737230234324658e+00
3.148000009385464892e+01,1.218918899051285365e+00
3.149000009388446486e+01,1.183533769679465220e+00
3.150000009391427724e+01,1.261894330931614849e+00
3.151000009394408963e+01,1.368159881576102022e+00
3.152000009397390556e+01,1.232693157959587227e+00
3.153000009400372150e+01,1.346859199548279484e+00
3.154000009403353388e+01,1.280840469601219445e+00
3.155000009406334627e+01,1.429968299332089243e+00
3.156000009409316220e+01,1.373663084527821487e+00
3.157000009412297459e+01,1.288307136785047824e+00
3.158000009415279052e+01,1.298258338862082084e+00
3.159000009418260291e+01,1.241564444249973809e+00
3.160000009421241529e+01,1.230901992948543633e+00
3.161000009424223123e+01,1.212319614631198750e+00
3.162000009427204716e+01,1.262810685768451346e+00
3.163000009430185955e+01,1.254013332588921781e+00
3.164000009433167193e+01,1.324523838049045388e+00
3.165000009436148787e+01,1.329878697616721395e+00
3.166000009439130025e+01,1.292243620153885608e+00
3.167000009442111619e+01,1.479114647716811559e+00
3.168000009445092857e+01,1.416131141964065865e+00
3.169000009448074451e+01,1.331044644833682566e+00
3.170000009451055689e+01,1.406320110090480524e+00
3.171000009454037283e+01,1.465540754175367555e+00
3.172000009457018521e+01,1.534429183135930241e+00
