time_ns,rmsd_A
7.400000022062401817e-01,9.176296960043771600e-01
7.500000022360542307e-01,9.516667236547468045e-01
7.600000022658683907e-01,9.323809672297558304e-01
7.700000022956824397e-01,8.663253146761256129e-01
7.800000023254964887e-01,9.394080917056442104e-01
7.900000023553104267e-01,1.038401974490218205e+00
8.000000023851245867e-01,9.181695323011392906e-01
8.100000024149386357e-01,9.557926555142255420e-01
8.200000024447526847e-01,9.512360843448035563e-01
8.300000024745667337e-01,9.852175340716438079e-01
8.400000025043807828e-01,9.318915066812758496e-01
8.500000025341949428e-01,8.606502132427392704e-01
8.600000025640088808e-01,8.635228154935784550e-01
8.700000025938229298e-01,9.183902219660790012e-01
8.800000026236369788e-01,1.030305044082273414e+00
8.900000026534510278e-01,9.011432888721432333e-01
9.000000026832651878e-01,8.384557741278003684e-01
9.100000027130792368e-01,9.998294073119434744e-01
9.200000027428931748e-01,1.001379736553237976e+00
9.300000027727072238e-01,9.151673398668600523e-01
9.400000028025213838e-01,1.031441407161455492e+00
9.500000028323354329e-01,1.108648924208827768e+00
9.600000028621494819e-01,9.722618151363254801e-01
9.700000028919635309e-01,1.052605678683646850e+00
9.800000029217775799e-01,9.638348683406617878e-01
9.900000029515916289e-01,1.057504036754269627e+00
1.000000002981405789e+00,1.143123934368999839e+00
1.010000003011219727e+00,1.104996746842606292e+00
1.020000003041033887e+00,9.337909475777426138e-01
1.030000003070847825e+00,9.706272581837289692e-01
1.040000003100661763e+00,9.832029588347339644e-01
1.050000003130475923e+00,1.011471179372244622e+00
1.060000003160290083e+00,9.975288583401762388e-01
1.070000003190104021e+00,9.099355474115915499e-01
1.080000003219918181e+00,9.061315149068429609e-01
1.090000003249732119e+00,9.227930740414996835e-01
1.100000003279546279e+00,8.941745193348551446e-01
1.110000003309360439e+00,9.617354871615361178e-01
1.120000003339174377e+00,9.686110983769471439e-01
1.130000003368988537e+00,9.101237878340916465e-01
1.140000003398802475e+00,9.762018782484377377e-01
1.150000003428616635e+00,1.011312770479316780e+00
1.160000003458430573e+00,1.033235645337615471e+00
1.170000003488244511e+00,9.213573165551885991e-01
1.180000003518058671e+00,9.457319795569655296e-01
1.190000003547872831e+00,9.229994289773196803e-01
1.200000003577686769e+00,1.047434407155064751e+00
1.210000003607500929e+00,9.108703650609144553e-01
1.220000003637314867e+00,9.591010742828997016e-01
1.230000003667129027e+00,9.734669892077322251e-01
1.240000003696943187e+00,1.007675748853860132e+00
1.250000003726757125e+00,9.653625564394120451e-01
1.260000003756571285e+00,1.039356329795578571e+00
1.270000003786385223e+00,9.285988611250165503e-01
1.280000003816199383e+00,9.368677531897466881e-01
1.290000003846013543e+00,9.583441284109146530e-01
1.300000003875827259e+00,1.004940064630613694e+00
1.310000003905641419e+00,1.036757409814572428e+00
1.320000003935455357e+00,9.885526675417795062e-01
1.330000003965269517e+00,1.013112980332463442e+00
1.340000003995083677e+00,9.831793824705024054e-01
1.350000004024897615e+00,1.074814082425544104e+00
1.360000004054711775e+00,1.054877598687719686e+00
1.370000004084525713e+00,1.053376884879710262e+00
1.380000004114339873e+00,1.016473619568488695e+00
1.390000004144154033e+00,9.925946487625146863e-01
1.400000004173967971e+00,1.000446205337341743e+00
1.410000004203782131e+00,1.039996402278865695e+00
1.420000004233596291e+00,9.346895780865205339e-01
1.430000004263410229e+00,9.501230745233157915e-01
1.440000004293224167e+00,1.031568886126793538e+00
1.450000004323038105e+00,1.010763843465754430e+00
1.460000004352852265e+00,1.092815105862983138e+00
1.470000004382666425e+00,9.818277941958372113e-01
1.480000004412480363e+00,9.850603679594103212e-01
1.490000004442294523e+00,1.071744503789780367e+00
1.500000004472108461e+00,1.027024888996406649e+00
1.510000004501922621e+00,1.083950627287084245e+00
1.520000004531736781e+00,1.128862386572609067e+00
1.530000004561550719e+00,1.065674038815574320e+00
1.540000004591364879e+00,1.132261803706480885e+00
1.550000004621178817e+00,1.221241698381567931e+00
1.560000004650992977e+00,1.272308697965007118e+00
1.570000004680806915e+00,1.083295294156405797e+00
1.580000004710620853e+00,1.180075348810963876e+00
1.590000004740435013e+00,1.153662017406253515e+00
1.600000004770249173e+00,1.108196437141375501e+00
1.610000004800063111e+00,1.181248453726724268e+00
1.620000004829877271e+00,1.219144635125354981e+00
1.630000004859691209e+00,1.104577842898661233e+00
1.640000004889505369e+00,1.137769580660938473e+00
1.650000004919319530e+00,1.036545643694041896e+00
1.660000004949133467e+00,1.033637594099166446e+00
1.670000004978947628e+00,1.034563848916935092e+00
1.680000005008761566e+00,1.118068309863722964e+00
1.690000005038575726e+00,1.038066693903314075e+00
1.700000005068389886e+00,1.025860130714626228e+00
1.710000005098203602e+00,1.007874866425817473e+00
1.720000005128017762e+00,1.113131032452179703e+00
1.730000005157831700e+00,1.002125439388820372e+00
1.740000005187645860e+00,1.012209272369434254e+00
1.750000005217460020e+00,1.126034948508793931e+00
1.760000005247273958e+00,1.046844555496459162e+00
1.770000005277088118e+00,1.149243744441846626e+00
1.780000005306902056e+00,1.003116766225738088e+00
1.790000005336716216e+00,1.039882972682157236e+00
1.800000005366530376e+00,1.076058845147453313e+00
1.810000005396344314e+00,1.043483392463991910e+00
1.820000005426158474e+00,9.793093465139900422e-01
1.830000005455972634e+00,1.096903464474821455e+00
1.840000005485786350e+00,1.053778986859874589e+00
1.850000005515600510e+00,1.101859390755503876e+00
1.860000005545414448e+00,1.116393274960266746e+00
1.870000005575228608e+00,1.136769860554232681e+00
1.880000005605042768e+00,1.021516312028154960e+00
1.890000005634856706e+00,1.083790828002099360e+00
1.900000005664670866e+00,1.046844031444844392e+00
1.910000005694484804e+00,1.024444201095303653e+00
1.920000005724298964e+00,1.137266293223110125e+00
1.930000005754113124e+00,1.220585423357124055e+00
1.940000005783927062e+00,1.040083987369697871e+00
1.950000005813741222e+00,1.067960396466669071e+00
1.960000005843555160e+00,1.067429131243570861e+00
1.970000005873369320e+00,9.966534158258205656e-01
1.980000005903183258e+00,1.049294677847820267e+00
1.990000005932997196e+00,1.120814402023936340e+00
2.000000005962811578e+00,1.056112638061892151e+00
2.010000005992625294e+00,1.160041605028851563e+00
2.020000006022439454e+00,1.127478840101544311e+00
2.030000006052253614e+00,1.109442915116330974e+00
2.040000006082067774e+00,1.178809140449907922e+00
2.050000006111881490e+00,1.125556503666376607e+00
2.060000006141695650e+00,1.083351381222453780e+00
2.070000006171509810e+00,1.098218620003862167e+00
2.080000006201323526e+00,1.187292927014998778e+00
2.090000006231137686e+00,1.075873805755195756e+00
2.100000006260951846e+00,1.059677351847649884e+00
2.110000006290766006e+00,1.066359720337401340e+00
2.120000006320580166e+00,1.198199246927461381e+00
2.130000006350393882e+00,1.084120766772146638e+00
2.140000006380208042e+00,1.116020860309474561e+00
2.150000006410022202e+00,1.049287016288542373e+00
2.160000006439836362e+00,1.135372427376885707e+00
2.170000006469650522e+00,1.001104837105396772e+00
2.180000006499464238e+00,9.918042564533856575e-01
2.190000006529278398e+00,1.034160777839235879e+00
2.200000006559092558e+00,1.027806455138701391e+00
2.210000006588906718e+00,1.030724483235513578e+00
2.220000006618720878e+00,1.063278235764145263e+00
2.230000006648534594e+00,1.075619668160774145e+00
2.240000006678348754e+00,1.074798962649977208e+00
2.250000006708162914e+00,1.037456927514645910e+00
2.260000006737977074e+00,1.051380876768915007e+00
2.270000006767791234e+00,1.116997611447409167e+00
2.280000006797604950e+00,9.893880089132407463e-01
2.290000006827419110e+00,9.622663954196595260e-01
2.300000006857233270e+00,1.001381805360771038e+00
2.310000006887047430e+00,1.081235767917140933e+00
2.320000006916861146e+00,1.115478117553705628e+00
2.330000006946674862e+00,1.115535815216334603e+00
2.340000006976489022e+00,1.095247805944373098e+00
2.350000007006303182e+00,1.119636765169840897e+00
2.360000007036117342e+00,9.321842327032585640e-01
2.370000007065931502e+00,1.120022091587561608e+00
2.380000007095745662e+00,1.051868859974488979e+00
2.390000007125559378e+00,1.064929284316190827e+00
2.400000007155373538e+00,1.153662582250588597e+00
2.410000007185187698e+00,1.010481120064749216e+00
2.420000007215001858e+00,1.024110846287645149e+00
2.430000007244816018e+00,1.043744785956611576e+00
2.440000007274629734e+00,1.067847093711709272e+00
2.450000007304443894e+00,9.811557619781837714e-01
2.460000007334258054e+00,1.149329046039245572e+00
2.470000007364072214e+00,1.075640909273513079e+00
2.480000007393886374e+00,1.024419012831681686e+00
2.490000007423700090e+00,1.122466225814256369e+00
2.500000007453514250e+00,1.072204264838019894e+00
2.510000007483328410e+00,1.024471992140776555e+00
2.520000007513142570e+00,9.886398786898924484e-01
2.530000007542956730e+00,1.075982604516402041e+00
2.540000007572770446e+00,9.870131585966896992e-01
2.550000007602584606e+00,9.746299671249013530e-01
2.560000007632398766e+00,1.038713371525619378e+00
2.570000007662212926e+00,9.691050742054202471e-01
2.580000007692027086e+00,9.495812109661516676e-01
2.590000007721840358e+00,9.858826055903294749e-01
2.600000007751654518e+00,1.080070756260356868e+00
2.610000007781468678e+00,1.065839885709116697e+00
2.620000007811282838e+00,9.833014662661753169e-01
2.630000007841096998e+00,1.061195505499042513e+00
2.640000007870910714e+00,1.039418220070307486e+00
2.650000007900724874e+00,1.102466893651279589e+00
2.660000007930539034e+00,1.057621222488630552e+00
2.670000007960353194e+00,1.115312128979483841e+00
2.680000007990167354e+00,1.013806024433874686e+00
2.690000008019981070e+00,1.170805935042768642e+00
2.700000008049795230e+00,1.080983328266823085e+00
2.710000008079609390e+00,1.110690097061707737e+00
2.720000008109423550e+00,1.121352256632480060e+00
2.730000008139237710e+00,1.117513982505089487e+00
2.740000008169051426e+00,1.193124054414099522e+00
2.750000008198865586e+00,1.219700059651205315e+00
2.760000008228679746e+00,1.037573399110197414e+00
2.770000008258493907e+00,1.154087501267046845e+00
2.780000008288308067e+00,1.111569509891552121e+00
2.790000008318122227e+00,1.022708002228049695e+00
2.800000008347935943e+00,1.091900553719738154e+00
2.810000008377750103e+00,1.085666912840340670e+00
2.820000008407564263e+00,1.127895466795500345e+00
2.830000008437378423e+00,1.147523543187267903e+00
2.840000008467192583e+00,1.160410431796860209e+00
2.850000008497006299e+00,1.127124383262493090e+00
2.860000008526820459e+00,1.335602877899341179e+00
2.870000008556634175e+00,1.265251621971612339e+00
2.880000008586448335e+00,1.203039106077608444e+00
2.890000008616262495e+00,1.167647568017443405e+00
2.900000008646076211e+00,1.216031838570418744e+00
2.910000008675890371e+00,1.198667812773186458e+00
2.920000008705704531e+00,1.198131120751464884e+00
2.930000008735518691e+00,1.161173492124597306e+00
2.940000008765332851e+00,1.173342807519269781e+00
2.950000008795146567e+00,1.171266769811982078e+00
2.960000008824960727e+00,1.151255800135369878e+00
2.970000008854774887e+00,1.192072252795163489e+00
2.980000008884589047e+00,1.131161033792829285e+00
2.990000008914403207e+00,1.211699875691476080e+00
3.000000008944216923e+00,1.127713704160116626e+00
3.010000008974031083e+00,1.103329082653309090e+00
3.020000009003845243e+00,1.126196986153842339e+00
3.030000009033659403e+00,1.091074355634405135e+00
3.040000009063473563e+00,1.067879469386094904e+00
3.050000009093287279e+00,1.150346531607945755e+00
3.060000009123101439e+00,1.091839107493018490e+00
3.070000009152915599e+00,1.186871574044247479e+00
3.080000009182729759e+00,1.120248965506141836e+00
3.090000009212543919e+00,1.130264380008409786e+00
3.100000009242357635e+00,1.132763521416495278e+00
3.110000009272171795e+00,1.116745857336462588e+00
3.120000009301985955e+00,1.099660185633342335e+00
3.130000009331800115e+00,1.234188110461135635e+00
3.140000009361613831e+00,1.027665192585740517e+00
3.150000009391427547e+00,1.106354147262152754e+00
3.160000009421241707e+00,1.048320787552629696e+00
3.170000009451055867e+00,1.049378089692964533e+00
3.180000009480870027e+00,9.822258634635318009e-01
3.190000009510684187e+00,1.047297510394031850e+00
3.200000009540498347e+00,1.095280218817906714e+00
3.210000009570312063e+00,9.623336341240155134e-01
3.220000009600126223e+00,9.973803344813253480e-01
3.230000009629940383e+00,1.100267344631048028e+00
3.240000009659754543e+00,1.092812424151655026e+00
3.250000009689568703e+00,1.233202788151538165e+00
3.260000009719382419e+00,1.119701283098909483e+00
3.270000009749196579e+00,9.769226475333032678e-01
3.280000009779010739e+00,1.086209808992367742e+00
3.290000009808824899e+00,9.729193490621763640e-01
3.300000009838639059e+00,9.577779762465206126e-01
3.310000009868452775e+00,9.359415148499765635e-01
3.320000009898266935e+00,9.342766899582256590e-01
3.330000009928081095e+00,9.922157265981158547e-01
3.340000009957895255e+00,9.407903572598143027e-01
3.350000009987709415e+00,1.090815837854925752e+00
3.360000010017523131e+00,9.938381088423815513e-01
3.370000010047337291e+00,1.028581227912288121e+00
3.380000010077151451e+00,1.008792049725352635e+00
3.390000010106965611e+00,9.494592846611099590e-01
3.400000010136779771e+00,1.005270317354140630e+00
3.410000010166593043e+00,1.110028886624185418e+00
3.420000010196407203e+00,9.697424464095433239e-01
3.430000010226221363e+00,1.037491430022343675e+00
3.440000010256035523e+00,1.006105780149338491e+00
3.450000010285849683e+00,1.021781887949212209e+00
3.460000010315663399e+00,9.665324915482734758e-01
3.470000010345477559e+00,1.144478115447369548e+00
3.480000010375291719e+00,9.658295047763169050e-01
3.490000010405105879e+00,8.376546292775849389e-01
3.500000010434920039e+00,8.732907988576247282e-01
3.510000010464733755e+00,9.877018979910615615e-01
3.520000010494547915e+00,9.371366116727747331e-01
3.530000010524362075e+00,9.301075883077638551e-01
3.540000010554176235e+00,9.327458775429844362e-01
3.550000010583990395e+00,9.980356414960890321e-01
3.560000010613804111e+00,9.371942244915216769e-01
3.570000010643618271e+00,8.851225743416611946e-01
3.580000010673432431e+00,8.622465795419779200e-01
3.590000010703246591e+00,9.322109965748379690e-01
3.600000010733060751e+00,9.688685672547947547e-01
3.610000010762874467e+00,1.036744100343048203e+00
3.620000010792688627e+00,1.021685659686837777e+00
3.630000010822502787e+00,1.013377361351379236e+00
3.640000010852316947e+00,1.010584797466917539e+00
3.650000010882131107e+00,1.015406263920031416e+00
3.660000010911945267e+00,1.057399492957749931e+00
3.670000010941758983e+00,1.046416845471676016e+00
3.680000010971572699e+00,1.061322576674384344e+00
3.690000011001386859e+00,1.132100955633789763e+00
3.700000011031201019e+00,1.091098246814885320e+00
3.710000011061015179e+00,1.113288500096992539e+00
3.720000011090828895e+00,1.019228432025512499e+00
3.730000011120643055e+00,1.049922604529629711e+00
3.740000011150457215e+00,1.055641271640141321e+00
3.750000011180271375e+00,1.052029109451428024e+00
3.760000011210085535e+00,1.101444044250303067e+00
3.770000011239899251e+00,1.170004167870046574e+00
3.780000011269713411e+00,1.071690764101771220e+00
3.790000011299527571e+00,1.144500586426103750e+00
3.800000011329341731e+00,1.120898399770174025e+00
3.810000011359155891e+00,1.055677467709622563e+00
3.820000011388969607e+00,1.225989259308066126e+00
3.830000011418783767e+00,1.171368302544326001e+00
3.840000011448597927e+00,1.125366957623485931e+00
3.850000011478412087e+00,1.222417741388669210e+00
3.860000011508226248e+00,1.129827695931025389e+00
3.870000011538039963e+00,1.212215634534052011e+00
3.880000011567854123e+00,1.281407992469296486e+00
3.890000011597668284e+00,1.226078521486387851e+00
3.900000011627482444e+00,1.289660441261235135e+00
3.910000011657296604e+00,1.282296985928921274e+00
3.920000011687110320e+00,1.197857121942814462e+00
3.930000011716924480e+00,1.381797997072607531e+00
3.940000011746738640e+00,1.437200588477817176e+00
3.950000011776552800e+00,1.463933672762797400e+00
3.960000011806366516e+00,1.503559529781098858e+00
3.970000011836180231e+00,1.528230435110164986e+00
3.980000011865994392e+00,1.384437572196555166e+00
3.990000011895808552e+00,1.544471515549459939e+00
4.000000011925623156e+00,1.420100063080005137e+00
4.010000011955437316e+00,1.322366923978681497e+00
4.020000011985250588e+00,1.245179635086937298e+00
4.030000012015064748e+00,1.293282058890210307e+00
4.040000012044878908e+00,1.301279422014219200e+00
4.050000012074693068e+00,1.323857736809542551e+00
4.060000012104507228e+00,1.106014964896313790e+00
4.070000012134321388e+00,1.062960073893808755e+00
4.080000012164135548e+00,1.171700777539208538e+00
4.090000012193948820e+00,1.142983830624131114e+00
4.100000012223762980e+00,1.109429822951266909e+00
4.110000012253577140e+00,1.100344873170281623e+00
4.120000012283391300e+00,1.022001757404747746e+00
4.130000012313205460e+00,1.074702404192908523e+00
4.140000012343019620e+00,1.146946784977388889e+00
4.150000012372832892e+00,1.114483906551969383e+00
4.160000012402647052e+00,1.100476986667365153e+00
4.170000012432461212e+00,1.097783326628431366e+00
4.180000012462275372e+00,1.289131526466324340e+00
4.190000012492089532e+00,1.289897534329446538e+00
4.200000012521903692e+00,1.138934753876660988e+00
4.210000012551717852e+00,1.170924610466521187e+00
4.220000012581532012e+00,1.127689928762627858e+00
4.230000012611346172e+00,1.235648375932245857e+00
4.240000012641160332e+00,1.194280934460242749e+00
4.250000012670973604e+00,1.172619116448502696e+00
4.260000012700787764e+00,1.141282692236686325e+00
4.270000012730601924e+00,1.114698566204398000e+00
4.280000012760416084e+00,1.100710111984624540e+00
4.290000012790230244e+00,1.135051033146826649e+00
4.300000012820044404e+00,1.154532902046197407e+00
4.310000012849858564e+00,8.993203072053145286e-01
4.320000012879672724e+00,9.819026082505503128e-01
4.330000012909486884e+00,9.528014411635592484e-01
4.340000012939301044e+00,9.824975111549592022e-01
4.350000012969115204e+00,1.024309819355491813e+00
4.360000012998928476e+00,9.741618136268769268e-01
4.370000013028742636e+00,1.041830281003367942e+00
4.380000013058556796e+00,9.655312591324370919e-01
4.390000013088370956e+00,1.029878596368062116e+00
4.400000013118185116e+00,1.100842307420578425e+00
4.410000013147999276e+00,9.582232250505161586e-01
4.420000013177813436e+00,1.015814427206173542e+00
4.430000013207627596e+00,1.093499382332302927e+00
4.440000013237441756e+00,1.041715283270111536e+00
4.450000013267255916e+00,9.667523037418918053e-01
4.460000013297069188e+00,1.088519459578835002e+00
4.470000013326883348e+00,9.216046496891465711e-01
4.480000013356697508e+00,1.073844487299949524e+00
4.490000013386511668e+00,1.084772652943593041e+00
4.500000013416325828e+00,1.075796294390757524e+00
4.510000013446139988e+00,1.096933777325618697e+00
4.520000013475954148e+00,1.069759624955787691e+00
4.530000013505768308e+00,1.019475867506314692e+00
4.540000013535582468e+00,1.082084506330951212e+00
4.550000013565396628e+00,1.043597499576437881e+00
4.560000013595209900e+00,1.082771454020101221e+00
4.570000013625024060e+00,1.034673604479527276e+00
4.580000013654838220e+00,1.048663699146724193e+00
4.590000013684652380e+00,8.512197958498324279e-01
4.600000013714466540e+00,9.744251701237893748e-01
4.610000013744280700e+00,9.200999668168600154e-01
4.620000013774094860e+00,9.649402540313641863e-01
4.630000013803909020e+00,1.035964349098976722e+00
4.640000013833722292e+00,1.084927796467973993e+00
4.650000013863536452e+00,9.850893373678839549e-01
4.660000013893349724e+00,1.005521001837824224e+00
4.670000013923163884e+00,9.771414814643712976e-01
4.680000013952978044e+00,9.517858966759270567e-01
4.690000013982792204e+00,9.971440568853977560e-01
4.700000014012606364e+00,9.123262542552311727e-01
4.710000014042420524e+00,9.887819356824224526e-01
4.720000014072234684e+00,9.218982845270806692e-01
4.730000014102048844e+00,9.577728477422093878e-01
4.740000014131863004e+00,9.192088842332655219e-01
4.750000014161677164e+00,9.456854649492235643e-01
4.760000014191491324e+00,9.987143433745460097e-01
4.770000014221304596e+00,9.792035859215740823e-01
4.780000014251118756e+00,9.802166666534414263e-01
4.790000014280932916e+00,1.013542805251479217e+00
4.800000014310747076e+00,1.124225576211206334e+00
4.810000014340561236e+00,1.082694913397246994e+00
4.820000014370375396e+00,1.114430729307135826e+00
4.830000014400189556e+00,1.179895769348545898e+00
4.840000014430003716e+00,1.236445849942644282e+00
4.850000014459817876e+00,1.012040403514277154e+00
4.860000014489632036e+00,1.099278079666527130e+00
4.870000014519445308e+00,1.131245024762422835e+00
4.880000014549259468e+00,1.095027053650502458e+00
4.890000014579073628e+00,1.101516034977502834e+00
4.900000014608887788e+00,1.079389167742657918e+00
4.910000014638701948e+00,1.151819384513445232e+00
4.920000014668516108e+00,1.006792293024883822e+00
4.930000014698330268e+00,1.080527854653407394e+00
4.940000014728144428e+00,1.147226723649140467e+00
4.950000014757958589e+00,1.086884336182047495e+00
4.960000014787772749e+00,1.094021383550310533e+00
4.970000014817586020e+00,1.055556887695830559e+00
4.980000014847400180e+00,9.712556322133069076e-01
4.990000014877214340e+00,9.771741393265470643e-01
5.000000014907028500e+00,9.415853116293713132e-01
5.010000014936842661e+00,1.073893687764460481e+00
5.020000014966656821e+00,9.474106150327566978e-01
5.030000014996470981e+00,1.015237699190812526e+00
5.040000015026285141e+00,1.027412978048252601e+00
5.050000015056099301e+00,1.055313459334786153e+00
5.060000015085913461e+00,1.073083337674533011e+00
5.070000015115726733e+00,1.014549734789413238e+00
5.080000015145540893e+00,1.016322985593913319e+00
5.090000015175355053e+00,9.459046000597255421e-01
5.100000015205169213e+00,1.044683702031338646e+00
5.110000015234983373e+00,1.008953752438516815e+00
5.120000015264797533e+00,9.626770129140865828e-01
5.130000015294611693e+00,1.034894034499996840e+00
5.140000015324425853e+00,9.151180962031263411e-01
5.150000015354240013e+00,9.303986693094761229e-01
5.160000015384054173e+00,9.734889865040070589e-01
5.170000015413868333e+00,1.053266923864428328e+00
5.180000015443680716e+00,1.031041932450598164e+00
5.190000015473494877e+00,9.962300827459628083e-01
5.200000015503309037e+00,9.871532809468100966e-01
5.210000015533123197e+00,9.367879945416672793e-01
5.220000015562937357e+00,1.010061377967123919e+00
5.230000015592751517e+00,9.292559941043855298e-01
5.240000015622565677e+00,9.481606642991777800e-01
5.250000015652379837e+00,9.288415163271747099e-01
5.260000015682193997e+00,9.071781030238431631e-01
5.270000015712008157e+00,9.120167552346516437e-01
5.280000015741821429e+00,9.711707016769794976e-01
5.290000015771635589e+00,9.793481447413514562e-01
5.300000015801449749e+00,1.077438529615900364e+00
5.310000015831263909e+00,9.412555040717515142e-01
5.320000015861078069e+00,9.400524762806190537e-01
5.330000015890892229e+00,9.187293579996956838e-01
5.340000015920706389e+00,8.880775156314639762e-01
5.350000015950520549e+00,9.495341566502852881e-01
5.360000015980334709e+00,9.321992264123506455e-01
5.370000016010148869e+00,9.313551278833401836e-01
5.380000016039962141e+00,9.017865630872154981e-01
5.390000016069776301e+00,8.711040317244301834e-01
5.400000016099590461e+00,8.447711953243375316e-01
5.410000016129404621e+00,8.597100726761875977e-01
5.420000016159218781e+00,9.240586270634162380e-01
5.430000016189032941e+00,9.036810613591924612e-01
5.440000016218847101e+00,9.621211982814552588e-01
5.450000016248661261e+00,9.712814363979062060e-01
5.460000016278475421e+00,9.805309706360716415e-01
5.470000016308289581e+00,9.967162995799414560e-01
5.480000016338102853e+00,9.900112669945962951e-01
5.490000016367917013e+00,9.392378193249821816e-01
5.500000016397731173e+00,8.923572703341300372e-01
5.510000016427545333e+00,8.492020267106512588e-01
5.520000016457359493e+00,9.431880020704712653e-01
5.530000016487173653e+00,9.717829777260147406e-01
5.540000016516987813e+00,9.895878360858919587e-01
5.550000016546801973e+00,1.133394399872958980e+00
5.560000016576616133e+00,9.271399158685712516e-01
5.570000016606430293e+00,9.395693976594887697e-01
5.580000016636244453e+00,9.779566803996098123e-01
5.590000016666057725e+00,9.632826546673770585e-01
5.600000016695871885e+00,9.743144869363375982e-01
5.610000016725686045e+00,9.253458428190926011e-01
5.620000016755500205e+00,1.054483571699176725e+00
5.630000016785314365e+00,1.018212763615086169e+00
5.640000016815128525e+00,1.121998859516354585e+00
5.650000016844942685e+00,1.025841115617122101e+00
5.660000016874756845e+00,1.059600631848431007e+00
5.670000016904571005e+00,9.441394786576121634e-01
5.680000016934385165e+00,9.824159412164514826e-01
5.690000016964198437e+00,9.770130566180627030e-01
5.700000016994012597e+00,9.478668286109175334e-01
5.710000017023826757e+00,1.001278984039896791e+00
5.720000017053640917e+00,9.705817359000061817e-01
5.730000017083454189e+00,9.920753186500929077e-01
5.740000017113268349e+00,1.030413836859342513e+00
5.750000017143082509e+00,8.887284437441962393e-01
5.760000017172896669e+00,9.524171777954684170e-01
5.770000017202710829e+00,8.841219448140641424e-01
5.780000017232524989e+00,1.008516249233543105e+00
5.790000017262338261e+00,9.919476897774961444e-01
5.800000017292152421e+00,1.050165515810588923e+00
5.810000017321966581e+00,9.864683140535591699e-01
