time_ns,top_dist_A,bot_dist_A,his_area_A2,his_diag1_A,his_diag2_A
5.290000015771635589e+00,9.294450759887695312e+00,2.607698440551757812e+01,2.316851377487182617e+01,5.722546100616455078e+00,8.631322860717773438e+00
5.300000015801449749e+00,8.715372085571289062e+00,2.522226905822753906e+01,2.418703699111938477e+01,6.065630912780761719e+00,8.578027725219726562e+00
5.310000015831263909e+00,8.756097793579101562e+00,2.493752479553222656e+01,2.298040723800659180e+01,5.857275485992431641e+00,7.963710308074951172e+00
5.320000015861078069e+00,8.931813240051269531e+00,2.566175651550292969e+01,2.261379289627075195e+01,5.754810810089111328e+00,7.864699363708496094e+00
5.330000015890892229e+00,8.971523284912109375e+00,2.589984893798828125e+01,2.346501541137695312e+01,5.808369636535644531e+00,8.344841957092285156e+00
5.340000015920706389e+00,9.083001136779785156e+00,2.612444496154785156e+01,2.475996875762939453e+01,5.445454120635986328e+00,9.379913330078125000e+00
5.350000015950520549e+00,9.318292617797851562e+00,2.571858596801757812e+01,2.267959451675415039e+01,5.303692340850830078e+00,9.160227775573730469e+00
5.360000015980334709e+00,9.018468856811523438e+00,2.567929840087890625e+01,2.627290105819702148e+01,6.084094524383544922e+00,8.717300415039062500e+00
5.370000016010148869e+00,9.244009017944335938e+00,2.587706375122070312e+01,2.367961311340332031e+01,5.905136108398437500e+00,8.034856796264648438e+00
5.380000016039962141e+00,9.701256752014160156e+00,2.542833709716796875e+01,2.447143650054931641e+01,6.189882755279541016e+00,7.974767684936523438e+00
5.390000016069776301e+00,9.639053344726562500e+00,2.570190429687500000e+01,2.333211803436279297e+01,5.760426044464111328e+00,8.119853019714355469e+00
5.400000016099590461e+00,9.360229492187500000e+00,2.596849632263183594e+01,2.827765750885009766e+01,6.875061035156250000e+00,8.243432044982910156e+00
5.410000016129404621e+00,8.852613449096679688e+00,2.613019180297851562e+01,2.628267049789428711e+01,6.513503074645996094e+00,8.091474533081054688e+00
5.420000016159218781e+00,9.039728164672851562e+00,2.594465827941894531e+01,2.802085494995117188e+01,6.739775180816650391e+00,8.378131866455078125e+00
5.430000016189032941e+00,8.886852264404296875e+00,2.597240829467773438e+01,2.693966627120971680e+01,6.634353160858154297e+00,8.141460418701171875e+00
5.440000016218847101e+00,9.690013885498046875e+00,2.579238128662109375e+01,2.555425453186035156e+01,6.007111549377441406e+00,8.524621963500976562e+00
5.450000016248661261e+00,9.489711761474609375e+00,2.559693908691406250e+01,2.150081539154052734e+01,5.593457221984863281e+00,7.699981212615966797e+00
5.460000016278475421e+00,9.490781784057617188e+00,2.554381561279296875e+01,2.395977258682250977e+01,5.894690990447998047e+00,8.241468429565429688e+00
5.470000016308289581e+00,9.669541358947753906e+00,2.527108001708984375e+01,2.469399690628051758e+01,6.006372928619384766e+00,8.392924308776855469e+00
5.480000016338102853e+00,9.441375732421875000e+00,2.554065322875976562e+01,2.391740369796752930e+01,5.749324798583984375e+00,8.486993789672851562e+00
5.490000016367917013e+00,9.801610946655273438e+00,2.575842285156250000e+01,2.324065876007080078e+01,5.503979206085205078e+00,8.641556739807128906e+00
5.500000016397731173e+00,1.028589248657226562e+01,2.574503707885742188e+01,2.638118124008178711e+01,6.122033596038818359e+00,8.730286598205566406e+00
5.510000016427545333e+00,1.031050682067871094e+01,2.493198776245117188e+01,2.340589904785156250e+01,5.854794025421142578e+00,8.207152366638183594e+00
5.520000016457359493e+00,1.003614425659179688e+01,2.520985984802246094e+01,2.037978982925415039e+01,4.857834339141845703e+00,8.509931564331054688e+00
5.530000016487173653e+00,9.985815048217773438e+00,2.554555130004882812e+01,2.640755844116210938e+01,5.760507106781005859e+00,9.384932518005371094e+00
5.540000016516987813e+00,9.359766960144042969e+00,2.558579635620117188e+01,2.439142751693725586e+01,5.787507057189941406e+00,9.264380455017089844e+00
5.550000016546801973e+00,9.057683944702148438e+00,2.554479980468750000e+01,2.592360305786132812e+01,5.763007640838623047e+00,9.104945182800292969e+00
5.560000016576616133e+00,9.237701416015625000e+00,2.519092559814453125e+01,2.155331897735595703e+01,4.927069664001464844e+00,9.493220329284667969e+00
5.570000016606430293e+00,9.214786529541015625e+00,2.575812149047851562e+01,2.101435279846191406e+01,5.339065074920654297e+00,7.907957553863525391e+00
5.580000016636244453e+00,9.197587966918945312e+00,2.575016403198242188e+01,2.495881938934326172e+01,5.809659481048583984e+00,8.718659400939941406e+00
5.590000016666057725e+00,9.361120223999023438e+00,2.577957916259765625e+01,2.265012264251708984e+01,5.506991863250732422e+00,8.836430549621582031e+00
5.600000016695871885e+00,1.019390296936035156e+01,2.611486053466796875e+01,2.231026268005371094e+01,5.719159126281738281e+00,7.994462013244628906e+00
5.610000016725686045e+00,9.804689407348632812e+00,2.565466690063476562e+01,2.561022043228149414e+01,5.814937591552734375e+00,9.118862152099609375e+00
5.620000016755500205e+00,1.012816047668457031e+01,2.621531867980957031e+01,2.345734405517578125e+01,5.352008342742919922e+00,9.055403709411621094e+00
5.630000016785314365e+00,9.019594192504882812e+00,2.573910140991210938e+01,2.171225166320800781e+01,5.313555240631103516e+00,8.755134582519531250e+00
5.640000016815128525e+00,9.276515007019042969e+00,2.613486480712890625e+01,2.357134294509887695e+01,5.721006870269775391e+00,8.572913169860839844e+00
5.650000016844942685e+00,9.094994544982910156e+00,2.612920761108398438e+01,2.154875278472900391e+01,5.329662322998046875e+00,8.476008415222167969e+00
5.660000016874756845e+00,9.626487731933593750e+00,2.519575119018554688e+01,2.239519214630126953e+01,5.323812484741210938e+00,8.466025352478027344e+00
5.670000016904571005e+00,9.086271286010742188e+00,2.607723808288574219e+01,2.128187465667724609e+01,5.405567169189453125e+00,7.942528247833251953e+00
5.680000016934385165e+00,8.990252494812011719e+00,2.605683135986328125e+01,1.806796288490295410e+01,6.465919971466064453e+00,5.593271732330322266e+00
5.690000016964198437e+00,9.768959045410156250e+00,2.656151580810546875e+01,2.370872783660888672e+01,6.136686325073242188e+00,7.817936420440673828e+00
5.700000016994012597e+00,9.908242225646972656e+00,2.637931060791015625e+01,2.424236249923706055e+01,6.553906440734863281e+00,7.404746055603027344e+00
5.710000017023826757e+00,8.941993713378906250e+00,2.598183441162109375e+01,2.096088743209838867e+01,6.925543785095214844e+00,6.084068298339843750e+00
5.720000017053640917e+00,9.421884536743164062e+00,2.649387168884277344e+01,1.996200275421142578e+01,6.586578845977783203e+00,6.169753074645996094e+00
5.730000017083454189e+00,9.223876953125000000e+00,2.651109123229980469e+01,2.321421241760253906e+01,6.300955772399902344e+00,7.407936096191406250e+00
5.740000017113268349e+00,9.184100151062011719e+00,2.648330879211425781e+01,1.905024242401123047e+01,6.008699417114257812e+00,6.353726387023925781e+00
5.750000017143082509e+00,9.659025192260742188e+00,2.649137878417968750e+01,1.905245614051818848e+01,6.604393482208251953e+00,5.782867908477783203e+00
5.760000017172896669e+00,9.598279953002929688e+00,2.590345382690429688e+01,1.942010164260864258e+01,6.460526466369628906e+00,6.080519676208496094e+00
5.770000017202710829e+00,9.947986602783203125e+00,2.670071029663085938e+01,2.234380578994750977e+01,6.595970153808593750e+00,6.793034076690673828e+00
5.780000017232524989e+00,9.085838317871093750e+00,2.659926223754882812e+01,2.213896131515502930e+01,6.393506526947021484e+00,6.926273822784423828e+00
5.790000017262338261e+00,1.016230773925781250e+01,2.613346481323242188e+01,2.321533536911010742e+01,6.128432750701904297e+00,7.616906166076660156e+00
5.800000017292152421e+00,9.722818374633789062e+00,2.565916824340820312e+01,1.947617483139038086e+01,5.914209365844726562e+00,6.588990211486816406e+00
5.810000017321966581e+00,9.382675170898437500e+00,2.516152191162109375e+01,2.172070693969726562e+01,5.821500778198242188e+00,7.489892482757568359e+00
5.820000017351780741e+00,9.313464164733886719e+00,2.558091545104980469e+01,2.257003641128540039e+01,5.905382156372070312e+00,7.742371082305908203e+00
5.830000017381594901e+00,9.689390182495117188e+00,2.547417068481445312e+01,2.660515975952148438e+01,6.911275386810302734e+00,7.699414253234863281e+00
5.840000017411409061e+00,9.667179107666015625e+00,2.564371299743652344e+01,2.122447824478149414e+01,5.563130855560302734e+00,7.630424499511718750e+00
5.850000017441223221e+00,1.011454963684082031e+01,2.583192443847656250e+01,2.215468549728393555e+01,5.888098716735839844e+00,7.527115345001220703e+00
5.860000017471037381e+00,1.004821777343750000e+01,2.555105972290039062e+01,2.162134170532226562e+01,6.556100845336914062e+00,6.621542453765869141e+00
5.870000017500851541e+00,9.725279808044433594e+00,2.563677215576171875e+01,2.448592996597290039e+01,6.769564151763916016e+00,7.507678985595703125e+00
5.880000017530665701e+00,1.027061557769775391e+01,2.595956802368164062e+01,2.081785297393798828e+01,5.885571002960205078e+00,7.081663131713867188e+00
5.890000017560478973e+00,1.119903182983398438e+01,2.522613525390625000e+01,1.984509086608886719e+01,6.238992691040039062e+00,6.376657485961914062e+00
5.900000017590293133e+00,1.044597625732421875e+01,2.627385902404785156e+01,2.228340196609497070e+01,6.566009044647216797e+00,6.890985488891601562e+00
5.910000017620107293e+00,9.456019401550292969e+00,2.657180023193359375e+01,2.275797462463378906e+01,5.669064998626708984e+00,8.150918006896972656e+00
5.920000017649921453e+00,1.035170555114746094e+01,2.603121376037597656e+01,1.945383834838867188e+01,6.247226715087890625e+00,6.230783939361572266e+00
5.930000017679735613e+00,1.069910144805908203e+01,2.604389953613281250e+01,2.232037210464477539e+01,6.889164924621582031e+00,6.492723464965820312e+00
5.940000017709549773e+00,1.078024101257324219e+01,2.591748428344726562e+01,2.265830564498901367e+01,7.401393890380859375e+00,6.136466503143310547e+00
5.950000017739363933e+00,1.053353691101074219e+01,2.585110473632812500e+01,2.226821446418762207e+01,7.136382579803466797e+00,6.267270565032958984e+00
5.960000017769178093e+00,1.010805892944335938e+01,2.625913619995117188e+01,1.754229831695556641e+01,6.528719902038574219e+00,5.506364822387695312e+00
5.970000017798992253e+00,9.828187942504882812e+00,2.625346374511718750e+01,1.930591869354248047e+01,7.377924442291259766e+00,5.250052452087402344e+00
5.980000017828806413e+00,9.982425689697265625e+00,2.591297531127929688e+01,2.263665866851806641e+01,7.362090587615966797e+00,6.155800342559814453e+00
5.990000017858620573e+00,9.988107681274414062e+00,2.574596786499023438e+01,1.921867179870605469e+01,6.321220874786376953e+00,6.172966480255126953e+00
6.000000017888433845e+00,9.825428009033203125e+00,2.612086868286132812e+01,1.676096391677856445e+01,6.986307144165039062e+00,4.828965663909912109e+00
6.010000017918248005e+00,9.700237274169921875e+00,2.633049392700195312e+01,1.780276846885681152e+01,6.580462932586669922e+00,5.472120761871337891e+00
6.020000017948062165e+00,1.010330104827880859e+01,2.638415527343750000e+01,1.960687160491943359e+01,6.752609729766845703e+00,5.838486671447753906e+00
6.030000017977876325e+00,9.568653106689453125e+00,2.637207412719726562e+01,2.210418462753295898e+01,7.193802356719970703e+00,6.171413898468017578e+00
6.040000018007690485e+00,9.416475296020507812e+00,2.604096412658691406e+01,1.835812616348266602e+01,6.329844474792480469e+00,5.859205245971679688e+00
6.050000018037504645e+00,9.888145446777343750e+00,2.634713745117187500e+01,2.019417572021484375e+01,6.627867221832275391e+00,6.139976501464843750e+00
6.060000018067318805e+00,9.903688430786132812e+00,2.653376388549804688e+01,2.128436493873596191e+01,6.682254791259765625e+00,6.370652675628662109e+00
6.070000018097132966e+00,9.085840225219726562e+00,2.629348945617675781e+01,2.297354936599731445e+01,6.925966262817382812e+00,6.635824680328369141e+00
6.080000018126947126e+00,9.361404418945312500e+00,2.676247024536132812e+01,2.045678091049194336e+01,7.152557849884033203e+00,5.729881286621093750e+00
6.090000018156761286e+00,9.445587158203125000e+00,2.643306350708007812e+01,2.116037631034851074e+01,7.700441360473632812e+00,5.499674797058105469e+00
6.100000018186574557e+00,8.727074623107910156e+00,2.683971786499023438e+01,2.180011463165283203e+01,6.481631278991699219e+00,6.731037139892578125e+00
6.110000018216388717e+00,9.151576042175292969e+00,2.628648376464843750e+01,2.097477722167968750e+01,6.530999660491943359e+00,6.425086975097656250e+00
6.120000018246202877e+00,9.542667388916015625e+00,2.689239501953125000e+01,2.342204284667968750e+01,6.960925102233886719e+00,6.763621330261230469e+00
6.130000018276017038e+00,9.733081817626953125e+00,2.641414451599121094e+01,2.046634936332702637e+01,6.938525676727294922e+00,5.934987545013427734e+00
6.140000018305831198e+00,9.742833137512207031e+00,2.624543380737304688e+01,1.843774676322937012e+01,6.939044952392578125e+00,5.316633224487304688e+00
6.150000018335645358e+00,1.005311107635498047e+01,2.669670295715332031e+01,1.956916451454162598e+01,6.854173660278320312e+00,5.719792842864990234e+00
6.160000018365459518e+00,1.043350028991699219e+01,2.650508499145507812e+01,1.734208774566650391e+01,6.501461982727050781e+00,5.373193740844726562e+00
6.170000018395273678e+00,1.089175415039062500e+01,2.702957153320312500e+01,2.039868903160095215e+01,6.810407638549804688e+00,5.993648052215576172e+00
6.180000018425087838e+00,1.112139129638671875e+01,2.618581008911132812e+01,2.019252443313598633e+01,6.554241657257080078e+00,6.232832908630371094e+00
6.190000018454901998e+00,1.053860378265380859e+01,2.661718177795410156e+01,2.065613794326782227e+01,7.111678600311279297e+00,5.914359092712402344e+00
6.200000018484715270e+00,1.031039619445800781e+01,2.689953994750976562e+01,1.918875002861022949e+01,6.518586158752441406e+00,5.906268596649169922e+00
6.210000018514529430e+00,1.024826049804687500e+01,2.727797698974609375e+01,1.946649456024169922e+01,6.694139480590820312e+00,5.817466259002685547e+00
6.220000018544343590e+00,9.519153594970703125e+00,2.639893341064453125e+01,1.729244971275329590e+01,6.509744167327880859e+00,5.346067905426025391e+00
6.230000018574157750e+00,9.748008728027343750e+00,2.680176162719726562e+01,2.110560202598571777e+01,6.963010787963867188e+00,6.065235137939453125e+00
6.240000018603971910e+00,9.873374938964843750e+00,2.672643280029296875e+01,1.875680017471313477e+01,6.723398208618164062e+00,5.659888744354248047e+00
6.250000018633786070e+00,9.420021057128906250e+00,2.649846076965332031e+01,1.938089847564697266e+01,7.066238880157470703e+00,5.581262588500976562e+00
6.260000018663600230e+00,9.300214767456054688e+00,2.718610382080078125e+01,1.940982270240783691e+01,6.729024887084960938e+00,5.810467720031738281e+00
6.270000018693414390e+00,8.833192825317382812e+00,2.673999595642089844e+01,2.222110891342163086e+01,7.385170459747314453e+00,6.040661811828613281e+00
6.280000018723227662e+00,9.624607086181640625e+00,2.650730895996093750e+01,2.122696495056152344e+01,6.864418983459472656e+00,6.271900177001953125e+00
6.290000018753041822e+00,9.592769622802734375e+00,2.599592590332031250e+01,1.939535069465637207e+01,6.217043876647949219e+00,6.269465446472167969e+00
6.300000018782855093e+00,9.318998336791992188e+00,2.678880119323730469e+01,2.043836736679077148e+01,6.745752334594726562e+00,6.063302040100097656e+00
6.310000018812669254e+00,8.762611389160156250e+00,2.682756805419921875e+01,2.033833265304565430e+01,6.766574859619140625e+00,6.295032978057861328e+00
6.320000018842483414e+00,9.475172042846679688e+00,2.681568717956542969e+01,2.057592010498046875e+01,6.609075069427490234e+00,6.274224758148193359e+00
6.330000018872297574e+00,9.123151779174804688e+00,2.662126922607421875e+01,1.888759803771972656e+01,6.653819084167480469e+00,5.683263301849365234e+00
6.340000018902111734e+00,8.741798400878906250e+00,2.697817039489746094e+01,2.026759004592895508e+01,5.923515319824218750e+00,6.860044956207275391e+00
6.350000018931925894e+00,8.420867919921875000e+00,2.698638725280761719e+01,2.298982572555541992e+01,6.675406932830810547e+00,6.917777061462402344e+00
6.360000018961740054e+00,8.819976806640625000e+00,2.685731887817382812e+01,2.047595167160034180e+01,6.809911251068115234e+00,6.063991546630859375e+00
6.370000018991554214e+00,9.148869514465332031e+00,2.655173110961914062e+01,2.066399478912353516e+01,7.398690223693847656e+00,5.586987972259521484e+00
6.380000019021368374e+00,9.082381248474121094e+00,2.613372039794921875e+01,1.723560595512390137e+01,6.615894794464111328e+00,5.241429328918457031e+00
6.390000019051182534e+00,9.265190124511718750e+00,2.598948669433593750e+01,2.159976530075073242e+01,6.880939960479736328e+00,6.308476924896240234e+00
6.400000019080996694e+00,9.121912002563476562e+00,2.657097244262695312e+01,2.000679826736450195e+01,6.498167991638183594e+00,6.180998325347900391e+00
6.410000019110809966e+00,8.850976943969726562e+00,2.649142837524414062e+01,1.991553068161010742e+01,6.550603866577148438e+00,6.091423511505126953e+00
6.420000019140624126e+00,9.459123611450195312e+00,2.653707504272460938e+01,2.032017159461975098e+01,6.246946334838867188e+00,6.533172607421875000e+00
6.430000019170438286e+00,9.137641906738281250e+00,2.647993850708007812e+01,2.227626991271972656e+01,6.931010246276855469e+00,6.503311634063720703e+00
6.440000019200252446e+00,9.690923690795898438e+00,2.590879821777343750e+01,1.791727328300476074e+01,5.968476295471191406e+00,6.004168033599853516e+00
6.450000019230066606e+00,9.017690658569335938e+00,2.710947799682617188e+01,1.933935022354125977e+01,6.024874210357666016e+00,6.427337169647216797e+00
6.460000019259880766e+00,8.974856376647949219e+00,2.698653030395507812e+01,1.865119910240173340e+01,6.301548004150390625e+00,5.926626205444335938e+00
6.470000019289694926e+00,9.735242843627929688e+00,2.590588569641113281e+01,1.956240320205688477e+01,5.467714786529541016e+00,7.159424781799316406e+00
6.480000019319509086e+00,9.130126953125000000e+00,2.621408462524414062e+01,2.090745878219604492e+01,6.722321510314941406e+00,6.256241798400878906e+00
6.490000019349323246e+00,9.072766304016113281e+00,2.658533096313476562e+01,2.124075388908386230e+01,6.193336009979248047e+00,6.909238338470458984e+00
6.500000019379137406e+00,8.684709548950195312e+00,2.709637069702148438e+01,1.978790712356567383e+01,6.063274383544921875e+00,6.529495716094970703e+00
6.510000019408950678e+00,8.820211410522460938e+00,2.693945312500000000e+01,1.925783514976501465e+01,6.115427494049072266e+00,6.321306705474853516e+00
6.520000019438764838e+00,9.154209136962890625e+00,2.696758270263671875e+01,1.911800384521484375e+01,6.322511672973632812e+00,6.053144931793212891e+00
6.530000019468578998e+00,8.918092727661132812e+00,2.648344039916992188e+01,2.007598638534545898e+01,6.158672332763671875e+00,6.616937160491943359e+00
6.540000019498393158e+00,9.021561622619628906e+00,2.656965255737304688e+01,1.961637306213378906e+01,6.253826618194580078e+00,6.319107055664062500e+00
6.550000019528207318e+00,9.280725479125976562e+00,2.716994857788085938e+01,2.090096092224121094e+01,6.622929096221923828e+00,6.384808540344238281e+00
6.560000019558021478e+00,8.822540283203125000e+00,2.703692817687988281e+01,2.180479931831359863e+01,6.473690986633300781e+00,6.892883300781250000e+00
6.570000019587835638e+00,9.181636810302734375e+00,2.694129562377929688e+01,1.975555419921875000e+01,6.285347938537597656e+00,6.288786888122558594e+00
6.580000019617649798e+00,9.172221183776855469e+00,2.675692367553710938e+01,1.831332707405090332e+01,6.235569953918457031e+00,5.874484539031982422e+00
6.590000019647463958e+00,8.984473228454589844e+00,2.673449325561523438e+01,2.009897375106811523e+01,6.417823791503906250e+00,6.265515804290771484e+00
6.600000019677278118e+00,8.787492752075195312e+00,2.658297348022460938e+01,1.920637845993041992e+01,6.333102703094482422e+00,6.094038486480712891e+00
6.610000019707091390e+00,8.680042266845703125e+00,2.743382263183593750e+01,1.788381505012512207e+01,5.892383575439453125e+00,6.074882984161376953e+00
6.620000019736905550e+00,9.477657318115234375e+00,2.689771652221679688e+01,1.958903026580810547e+01,6.391252517700195312e+00,6.137539863586425781e+00
6.630000019766719710e+00,8.724987030029296875e+00,2.707658004760742188e+01,2.006076812744140625e+01,6.375326633453369141e+00,6.296360492706298828e+00
6.640000019796533870e+00,9.238555908203125000e+00,2.698054504394531250e+01,2.043184947967529297e+01,6.683464050292968750e+00,6.139274120330810547e+00
6.650000019826348030e+00,8.653272628784179688e+00,2.695154953002929688e+01,1.804483628273010254e+01,6.050010204315185547e+00,5.979562759399414062e+00
6.660000019856162190e+00,8.936737060546875000e+00,2.692640686035156250e+01,1.719768047332763672e+01,6.072793483734130859e+00,5.666519641876220703e+00
6.670000019885976350e+00,8.966501235961914062e+00,2.664484405517578125e+01,1.749929213523864746e+01,5.865307331085205078e+00,5.967379093170166016e+00
6.680000019915790510e+00,8.911832809448242188e+00,2.688264274597167969e+01,1.859091520309448242e+01,6.245402336120605469e+00,5.959245681762695312e+00
6.690000019945604670e+00,8.695843696594238281e+00,2.727961349487304688e+01,1.763024163246154785e+01,6.163229942321777344e+00,5.728487968444824219e+00
6.700000019975418830e+00,8.926525115966796875e+00,2.723243713378906250e+01,1.634564757347106934e+01,6.758371829986572266e+00,4.842370033264160156e+00
6.710000020005232102e+00,8.654023170471191406e+00,2.741286849975585938e+01,1.940728378295898438e+01,6.297160148620605469e+00,6.242653846740722656e+00
6.720000020035046262e+00,9.863869667053222656e+00,2.740167236328125000e+01,2.317242240905761719e+01,6.542789936065673828e+00,7.089277267456054688e+00
6.730000020064860422e+00,1.000235939025878906e+01,2.759585571289062500e+01,1.844695782661437988e+01,6.499536037445068359e+00,5.761065006256103516e+00
6.740000020094674582e+00,1.040507698059082031e+01,2.721410369873046875e+01,1.883028936386108398e+01,6.202392101287841797e+00,6.108152389526367188e+00
6.750000020124488742e+00,1.017766284942626953e+01,2.732203483581542969e+01,1.822832632064819336e+01,6.414288043975830078e+00,5.693992614746093750e+00
6.760000020154302902e+00,9.731854438781738281e+00,2.755053710937500000e+01,1.593773937225341797e+01,6.619012355804443359e+00,4.968966007232666016e+00
6.770000020184117062e+00,9.872044563293457031e+00,2.779963302612304688e+01,1.657658600807189941e+01,5.993527889251708984e+00,5.561607837677001953e+00
6.780000020213931222e+00,9.424233436584472656e+00,2.766257095336914062e+01,2.270074987411499023e+01,7.052809238433837891e+00,6.631775379180908203e+00
6.790000020243745382e+00,9.824066162109375000e+00,2.689416122436523438e+01,2.349450731277465820e+01,8.618299484252929688e+00,5.487186431884765625e+00
6.800000020273559542e+00,9.928504943847656250e+00,2.763111114501953125e+01,2.398252344131469727e+01,7.959616661071777344e+00,6.081825733184814453e+00
6.810000020303371926e+00,9.514678001403808594e+00,2.728351783752441406e+01,2.197373318672180176e+01,7.828566074371337891e+00,5.680006980895996094e+00
6.820000020333186086e+00,9.391712188720703125e+00,2.704465484619140625e+01,2.282185840606689453e+01,7.629449844360351562e+00,6.259659290313720703e+00
6.830000020363000246e+00,9.497986793518066406e+00,2.629712677001953125e+01,2.234391260147094727e+01,7.647150516510009766e+00,5.991549491882324219e+00
6.840000020392814406e+00,9.273002624511718750e+00,2.620569610595703125e+01,2.228748011589050293e+01,7.526109218597412109e+00,6.087083816528320312e+00
6.850000020422628566e+00,9.303911209106445312e+00,2.700143051147460938e+01,2.366295623779296875e+01,7.788511276245117188e+00,6.138448238372802734e+00
6.860000020452442726e+00,9.829418182373046875e+00,2.735739517211914062e+01,2.221864151954650879e+01,7.003655910491943359e+00,6.428954601287841797e+00
6.870000020482256886e+00,9.481856346130371094e+00,2.666661453247070312e+01,2.633576631546020508e+01,9.194573402404785156e+00,5.826182842254638672e+00
6.880000020512071046e+00,9.150188446044921875e+00,2.624106216430664062e+01,2.290487241744995117e+01,8.062275886535644531e+00,5.740597248077392578e+00
6.890000020541885206e+00,9.352293968200683594e+00,2.662297058105468750e+01,2.448441052436828613e+01,8.313750267028808594e+00,5.953855037689208984e+00
6.900000020571699366e+00,9.366765022277832031e+00,2.638727188110351562e+01,2.125865793228149414e+01,8.204878807067871094e+00,5.289082050323486328e+00
6.910000020601513526e+00,9.354393005371093750e+00,2.682705688476562500e+01,2.399417448043823242e+01,8.122105598449707031e+00,5.979068279266357422e+00
6.920000020631326798e+00,9.643108367919921875e+00,2.662462234497070312e+01,2.386600232124328613e+01,7.881942272186279297e+00,6.249983310699462891e+00
6.930000020661140958e+00,9.600784301757812500e+00,2.629487991333007812e+01,2.461599731445312500e+01,7.497522354125976562e+00,6.620580196380615234e+00
