time_ns,top_dist_A,bot_dist_A,his_area_A2,his_diag1_A,his_diag2_A
2.399000007152392300e+01,8.503458023071289062e+00,2.676658630371093750e+01,4.053132486343383789e+01,1.111522769927978516e+01,7.311085700988769531e+00
2.400000007155373538e+01,8.628622055053710938e+00,2.647238159179687500e+01,4.022559356689453125e+01,1.130518054962158203e+01,7.128260135650634766e+00
2.401000007158355132e+01,8.611621856689453125e+00,2.670177841186523438e+01,3.570545530319213867e+01,1.060597801208496094e+01,6.787292480468750000e+00
2.402000007161336370e+01,8.742328643798828125e+00,2.686615753173828125e+01,3.464781904220581055e+01,1.066879940032958984e+01,6.503429412841796875e+00
2.403000007164317964e+01,8.541138648986816406e+00,2.708047485351562500e+01,3.559398412704467773e+01,1.026873397827148438e+01,6.995622158050537109e+00
2.404000007167299202e+01,8.526044845581054688e+00,2.724722290039062500e+01,3.163998985290527344e+01,9.581978797912597656e+00,6.685987949371337891e+00
2.405000007170280796e+01,8.246088027954101562e+00,2.684085083007812500e+01,3.523865461349487305e+01,9.644982337951660156e+00,7.417524337768554688e+00
2.406000007173262034e+01,8.635852813720703125e+00,2.730384063720703125e+01,3.456284570693969727e+01,9.890603065490722656e+00,7.266986370086669922e+00
2.407000007176243628e+01,8.282880783081054688e+00,2.729712677001953125e+01,3.404779577255249023e+01,9.879515647888183594e+00,7.058353900909423828e+00
2.408000007179224866e+01,8.581655502319335938e+00,2.736396408081054688e+01,3.362815809249877930e+01,1.008201694488525391e+01,6.868535041809082031e+00
2.409000007182206105e+01,8.520735740661621094e+00,2.746855735778808594e+01,3.205504894256591797e+01,9.508685111999511719e+00,6.874421596527099609e+00
2.410000007185187698e+01,8.149282455444335938e+00,2.671900177001953125e+01,4.188244724273681641e+01,1.153802204132080078e+01,7.553926944732666016e+00
2.411000007188169292e+01,8.251480102539062500e+00,2.756206893920898438e+01,3.590602350234985352e+01,1.036605453491210938e+01,6.935459613800048828e+00
2.412000007191150530e+01,8.163819313049316406e+00,2.790922164916992188e+01,3.834133863449096680e+01,1.025233268737792969e+01,7.604406356811523438e+00
2.413000007194131769e+01,8.512233734130859375e+00,2.765999603271484375e+01,3.599906969070434570e+01,1.007071208953857422e+01,7.200853347778320312e+00
2.414000007197113362e+01,8.598761558532714844e+00,2.753843688964843750e+01,3.840262031555175781e+01,1.061241722106933594e+01,7.245656967163085938e+00
2.415000007200094956e+01,8.168138504028320312e+00,2.640946388244628906e+01,4.427876520156860352e+01,1.152663326263427734e+01,7.773872852325439453e+00
2.416000007203076194e+01,8.312814712524414062e+00,2.747805023193359375e+01,4.096824169158935547e+01,1.060517120361328125e+01,7.741361618041992188e+00
2.417000007206057433e+01,8.080631256103515625e+00,2.727278900146484375e+01,4.110492467880249023e+01,1.048510742187500000e+01,7.998054981231689453e+00
2.418000007209038671e+01,8.604398727416992188e+00,2.721691703796386719e+01,3.631801843643188477e+01,1.041339683532714844e+01,6.981418132781982422e+00
2.419000007212020620e+01,8.300011634826660156e+00,2.744697189331054688e+01,3.626553916931152344e+01,9.789719581604003906e+00,7.419929981231689453e+00
2.420000007215001858e+01,8.337736129760742188e+00,2.763912200927734375e+01,3.964402008056640625e+01,1.010574245452880859e+01,7.903616428375244141e+00
2.421000007217983097e+01,8.111861228942871094e+00,2.760581588745117188e+01,4.064038085937500000e+01,1.077196025848388672e+01,7.644695758819580078e+00
2.422000007220964335e+01,7.555321216583251953e+00,2.719740295410156250e+01,4.153543615341186523e+01,1.085592937469482422e+01,7.738661766052246094e+00
2.423000007223946284e+01,8.033898353576660156e+00,2.771169853210449219e+01,4.767421817779541016e+01,1.030796051025390625e+01,9.313838958740234375e+00
2.424000007226927522e+01,7.941634654998779297e+00,2.794707107543945312e+01,4.306453418731689453e+01,9.991021156311035156e+00,8.624852180480957031e+00
2.425000007229908761e+01,8.125333786010742188e+00,2.746612930297851562e+01,4.522604990005493164e+01,1.066270351409912109e+01,8.547832489013671875e+00
2.426000007232889999e+01,8.167022705078125000e+00,2.802131271362304688e+01,4.174196529388427734e+01,1.060197639465332031e+01,7.887732982635498047e+00
2.427000007235871593e+01,7.796677112579345703e+00,2.758442497253417969e+01,4.739381217956542969e+01,1.044901180267333984e+01,9.136940956115722656e+00
2.428000007238853186e+01,7.975597858428955078e+00,2.741751098632812500e+01,4.855620765686035156e+01,1.070613574981689453e+01,9.168408393859863281e+00
2.429000007241834425e+01,8.071620941162109375e+00,2.810963058471679688e+01,4.933707714080810547e+01,1.072181415557861328e+01,9.204431533813476562e+00
2.430000007244815663e+01,8.360727310180664062e+00,2.762886810302734375e+01,5.212109565734863281e+01,1.062895584106445312e+01,9.807785987854003906e+00
2.431000007247797257e+01,8.192763328552246094e+00,2.771211433410644531e+01,4.816302013397216797e+01,1.090314197540283203e+01,8.851665496826171875e+00
2.432000007250778850e+01,8.301217079162597656e+00,2.749196243286132812e+01,5.414903926849365234e+01,1.213519573211669922e+01,8.925713539123535156e+00
2.433000007253760089e+01,7.962934494018554688e+00,2.750145530700683594e+01,4.998968696594238281e+01,1.070414066314697266e+01,9.437542915344238281e+00
2.434000007256741327e+01,8.255874633789062500e+00,2.710510253906250000e+01,4.903876113891601562e+01,1.120120429992675781e+01,8.756371498107910156e+00
2.435000007259722921e+01,8.225040435791015625e+00,2.749126052856445312e+01,4.258249902725219727e+01,1.064421558380126953e+01,8.160690307617187500e+00
2.436000007262704514e+01,8.111608505249023438e+00,2.741279220581054688e+01,4.924084281921386719e+01,1.065191936492919922e+01,9.287466049194335938e+00
2.437000007265685753e+01,8.021855354309082031e+00,2.666390991210937500e+01,5.067428874969482422e+01,1.122430801391601562e+01,9.031846046447753906e+00
2.438000007268666991e+01,8.452106475830078125e+00,2.668331146240234375e+01,3.932974243164062500e+01,1.085266017913818359e+01,7.337088108062744141e+00
2.439000007271648585e+01,8.170245170593261719e+00,2.757944869995117188e+01,3.982763671875000000e+01,1.086121559143066406e+01,7.365220069885253906e+00
2.440000007274629823e+01,8.206089019775390625e+00,2.739442825317382812e+01,4.547715091705322266e+01,1.137141323089599609e+01,8.048595428466796875e+00
2.441000007277611417e+01,8.197799682617187500e+00,2.756682777404785156e+01,4.090453720092773438e+01,1.021225166320800781e+01,8.048829078674316406e+00
2.442000007280592655e+01,8.223547935485839844e+00,2.759602737426757812e+01,4.391099405288696289e+01,1.039299964904785156e+01,8.538549423217773438e+00
2.443000007283574249e+01,8.688049316406250000e+00,2.692730712890625000e+01,4.086793899536132812e+01,1.073240756988525391e+01,7.764598369598388672e+00
2.444000007286555487e+01,8.253149032592773438e+00,2.692855072021484375e+01,4.328021907806396484e+01,1.090131092071533203e+01,8.037298202514648438e+00
2.445000007289537081e+01,8.693253517150878906e+00,2.699496078491210938e+01,3.669448614120483398e+01,1.076373195648193359e+01,6.862911701202392578e+00
2.446000007292518319e+01,8.533291816711425781e+00,2.732605743408203125e+01,3.964473819732666016e+01,1.011977481842041016e+01,7.868194103240966797e+00
2.447000007295499913e+01,9.134981155395507812e+00,2.679157066345214844e+01,4.598660469055175781e+01,1.085659027099609375e+01,8.507857322692871094e+00
2.448000007298481151e+01,8.100187301635742188e+00,2.652061462402343750e+01,4.240636253356933594e+01,1.043867301940917969e+01,8.136303901672363281e+00
2.449000007301462389e+01,9.042034149169921875e+00,2.655054473876953125e+01,4.055148887634277344e+01,9.830855369567871094e+00,8.335886001586914062e+00
2.450000007304443983e+01,8.756118774414062500e+00,2.652358245849609375e+01,3.975165462493896484e+01,9.981892585754394531e+00,7.978368282318115234e+00
2.451000007307425577e+01,8.373211860656738281e+00,2.691768264770507812e+01,3.989350414276123047e+01,1.041639232635498047e+01,7.896190166473388672e+00
2.452000007310406815e+01,8.368745803833007812e+00,2.723951148986816406e+01,3.910423040390014648e+01,9.870573997497558594e+00,8.076005935668945312e+00
2.453000007313388053e+01,8.581123352050781250e+00,2.695702362060546875e+01,3.583416938781738281e+01,9.987204551696777344e+00,7.240536689758300781e+00
2.454000007316369647e+01,8.875497817993164062e+00,2.662593841552734375e+01,3.404805421829223633e+01,9.444394111633300781e+00,7.470341205596923828e+00
2.455000007319350885e+01,8.981920242309570312e+00,2.691188621520996094e+01,3.944231414794921875e+01,1.010614776611328125e+01,7.936248302459716797e+00
2.456000007322332479e+01,9.042055130004882812e+00,2.678868103027343750e+01,3.405651950836181641e+01,9.453497886657714844e+00,7.347553253173828125e+00
2.457000007325313717e+01,9.118376731872558594e+00,2.685619544982910156e+01,4.067748260498046875e+01,1.024130439758300781e+01,8.000194549560546875e+00
2.458000007328294956e+01,9.726135253906250000e+00,2.714971923828125000e+01,4.032684516906738281e+01,1.015350437164306641e+01,8.055806159973144531e+00
2.459000007331276549e+01,9.484232902526855469e+00,2.733446121215820312e+01,4.051068258285522461e+01,1.011370182037353516e+01,8.408339500427246094e+00
2.460000007334258143e+01,9.343008995056152344e+00,2.750069046020507812e+01,4.126124238967895508e+01,1.036506652832031250e+01,8.333730697631835938e+00
2.461000007337239381e+01,9.433788299560546875e+00,2.765792465209960938e+01,3.837135696411132812e+01,9.911694526672363281e+00,7.901420116424560547e+00
2.462000007340220620e+01,9.480901718139648438e+00,2.756913757324218750e+01,4.423218059539794922e+01,1.073303413391113281e+01,8.496919631958007812e+00
2.463000007343202213e+01,9.360848426818847656e+00,2.766666030883789062e+01,3.802078390121459961e+01,1.020605278015136719e+01,7.563590049743652344e+00
2.464000007346183807e+01,9.239189147949218750e+00,2.745930099487304688e+01,3.879697656631469727e+01,1.035260200500488281e+01,7.596975326538085938e+00
2.465000007349165045e+01,9.343978881835937500e+00,2.699979400634765625e+01,4.073864316940307617e+01,1.070494365692138672e+01,7.623481750488281250e+00
2.466000007352146284e+01,9.156040191650390625e+00,2.713713645935058594e+01,3.788129281997680664e+01,1.052875518798828125e+01,7.427771568298339844e+00
2.467000007355127877e+01,9.581832885742187500e+00,2.694090843200683594e+01,4.319345045089721680e+01,1.039667606353759766e+01,8.394016265869140625e+00
2.468000007358109471e+01,9.472035408020019531e+00,2.702331161499023438e+01,3.752564477920532227e+01,9.926250457763671875e+00,7.655472278594970703e+00
2.469000007361090709e+01,9.616753578186035156e+00,2.710950088500976562e+01,3.989480686187744141e+01,1.033746337890625000e+01,7.897675514221191406e+00
2.470000007364071948e+01,9.763976097106933594e+00,2.671267700195312500e+01,4.091346263885498047e+01,1.084349632263183594e+01,7.548458099365234375e+00
2.471000007367053186e+01,9.699544906616210938e+00,2.671359634399414062e+01,4.253584098815917969e+01,1.097193431854248047e+01,7.761821269989013672e+00
2.472000007370035135e+01,1.027706909179687500e+01,2.748324584960937500e+01,3.949081897735595703e+01,1.024725055694580078e+01,7.732261180877685547e+00
2.473000007373016373e+01,1.022756576538085938e+01,2.691407775878906250e+01,3.735889720916748047e+01,9.994340896606445312e+00,7.491238117218017578e+00
2.474000007375997612e+01,1.066969299316406250e+01,2.681954002380371094e+01,3.856041288375854492e+01,1.102369117736816406e+01,7.053730010986328125e+00
2.475000007378978850e+01,1.035794544219970703e+01,2.752554321289062500e+01,4.209361171722412109e+01,1.069652462005615234e+01,7.889677524566650391e+00
2.476000007381960799e+01,1.029203987121582031e+01,2.736627769470214844e+01,4.057905006408691406e+01,1.004538536071777344e+01,8.115446090698242188e+00
2.477000007384942037e+01,1.004615116119384766e+01,2.687457275390625000e+01,3.976000356674194336e+01,1.071860122680664062e+01,7.508521556854248047e+00
2.478000007387923276e+01,9.942790985107421875e+00,2.709615898132324219e+01,4.110130453109741211e+01,1.041478157043457031e+01,7.971311092376708984e+00
2.479000007390904514e+01,9.198202133178710938e+00,2.709540939331054688e+01,3.844287157058715820e+01,1.078431224822998047e+01,7.239924430847167969e+00
2.480000007393886108e+01,9.303142547607421875e+00,2.715896224975585938e+01,3.917252731323242188e+01,1.042332649230957031e+01,7.687772274017333984e+00
2.481000007396867701e+01,8.934570312500000000e+00,2.714369583129882812e+01,4.088715934753417969e+01,1.082339954376220703e+01,7.650231361389160156e+00
2.482000007399848940e+01,1.008061695098876953e+01,2.688282775878906250e+01,4.074601507186889648e+01,1.052881336212158203e+01,8.043838500976562500e+00
2.483000007402830178e+01,9.092661857604980469e+00,2.702322006225585938e+01,4.119164848327636719e+01,1.053051948547363281e+01,7.889943599700927734e+00
2.484000007405811772e+01,8.953806877136230469e+00,2.718460845947265625e+01,4.420394849777221680e+01,1.045162582397460938e+01,8.646615982055664062e+00
2.485000007408793365e+01,9.070310592651367188e+00,2.686862182617187500e+01,3.901622152328491211e+01,1.049251842498779297e+01,7.795156002044677734e+00
2.486000007411774604e+01,9.631744384765625000e+00,2.689594078063964844e+01,3.926028347015380859e+01,1.143661975860595703e+01,7.049759387969970703e+00
2.487000007414755842e+01,8.775060653686523438e+00,2.692669105529785156e+01,4.368922233581542969e+01,1.100115013122558594e+01,8.283601760864257812e+00
2.488000007417737436e+01,8.507131576538085938e+00,2.698105239868164062e+01,4.080525112152099609e+01,1.091307926177978516e+01,7.635978698730468750e+00
2.489000007420718674e+01,8.328847885131835938e+00,2.643010711669921875e+01,4.329989576339721680e+01,1.086968231201171875e+01,8.034513473510742188e+00
2.490000007423700268e+01,8.635007858276367188e+00,2.692422485351562500e+01,3.700312709808349609e+01,1.009553909301757812e+01,7.543628215789794922e+00
2.491000007426681506e+01,8.294273376464843750e+00,2.665294647216796875e+01,3.866316986083984375e+01,1.065717124938964844e+01,7.400690078735351562e+00
2.492000007429663100e+01,8.704317092895507812e+00,2.637979888916015625e+01,3.884848213195800781e+01,1.041140937805175781e+01,7.492007255554199219e+00
2.493000007432644338e+01,8.312070846557617188e+00,2.665080642700195312e+01,3.806708908081054688e+01,1.073781871795654297e+01,7.226982593536376953e+00
2.494000007435625932e+01,8.184043884277343750e+00,2.615664672851562500e+01,3.956964063644409180e+01,1.124815273284912109e+01,7.137934207916259766e+00
2.495000007438607170e+01,8.148045539855957031e+00,2.663851165771484375e+01,3.623188304901123047e+01,9.851937294006347656e+00,7.496441364288330078e+00
2.496000007441588764e+01,8.227092742919921875e+00,2.662136268615722656e+01,4.209653949737548828e+01,1.125696659088134766e+01,7.535855293273925781e+00
2.497000007444570002e+01,7.977677822113037109e+00,2.659184646606445312e+01,4.148865222930908203e+01,1.035639858245849609e+01,8.057188034057617188e+00
2.498000007447551596e+01,8.264112472534179688e+00,2.635862541198730469e+01,4.246333742141723633e+01,1.059376335144042969e+01,8.065206527709960938e+00
2.499000007450532834e+01,8.155689239501953125e+00,2.671851348876953125e+01,3.531103324890136719e+01,9.751294136047363281e+00,7.300110816955566406e+00
2.500000007453514428e+01,7.805955886840820312e+00,2.662310028076171875e+01,3.854165458679199219e+01,1.006813144683837891e+01,7.661157131195068359e+00
2.501000007456495666e+01,8.181678771972656250e+00,2.654188156127929688e+01,3.591669416427612305e+01,9.859973907470703125e+00,7.407637119293212891e+00
2.502000007459476905e+01,8.300210952758789062e+00,2.676459312438964844e+01,3.637847185134887695e+01,9.207143783569335938e+00,8.038676261901855469e+00
2.503000007462458498e+01,8.278587341308593750e+00,2.699164199829101562e+01,3.618539667129516602e+01,9.488764762878417969e+00,7.832636833190917969e+00
2.504000007465440092e+01,8.241487503051757812e+00,2.691332626342773438e+01,3.594489765167236328e+01,9.744985580444335938e+00,7.384819984436035156e+00
2.505000007468421330e+01,8.134963989257812500e+00,2.643343734741210938e+01,4.265463256835937500e+01,1.034654045104980469e+01,8.266886711120605469e+00
2.506000007471402569e+01,8.313776969909667969e+00,2.623827743530273438e+01,3.921386671066284180e+01,1.013544178009033203e+01,7.844910621643066406e+00
2.507000007474384162e+01,8.442893981933593750e+00,2.711965560913085938e+01,3.903612375259399414e+01,9.868275642395019531e+00,8.004755020141601562e+00
2.508000007477365756e+01,8.387897491455078125e+00,2.699378013610839844e+01,3.852343225479125977e+01,1.043022441864013672e+01,7.460754394531250000e+00
2.509000007480346994e+01,8.589739799499511719e+00,2.649425506591796875e+01,3.600594711303710938e+01,1.040025711059570312e+01,6.975287914276123047e+00
2.510000007483328233e+01,8.725575447082519531e+00,2.656946182250976562e+01,3.545218563079833984e+01,1.057026767730712891e+01,6.824322223663330078e+00
2.511000007486309471e+01,8.595667839050292969e+00,2.688703155517578125e+01,3.537540626525878906e+01,9.806352615356445312e+00,7.297839641571044922e+00
2.512000007489291065e+01,8.643048286437988281e+00,2.724950408935546875e+01,3.330300283432006836e+01,9.257603645324707031e+00,7.382335662841796875e+00
2.513000007492272658e+01,8.356851577758789062e+00,2.734625816345214844e+01,3.593191242218017578e+01,9.572726249694824219e+00,7.717956542968750000e+00
2.514000007495253897e+01,8.410104751586914062e+00,2.680791473388671875e+01,3.329250717163085938e+01,9.902628898620605469e+00,7.014714241027832031e+00
2.515000007498235135e+01,8.013051986694335938e+00,2.729769134521484375e+01,3.633530616760253906e+01,1.013150215148925781e+01,7.427092075347900391e+00
2.516000007501216729e+01,8.283943176269531250e+00,2.707261848449707031e+01,3.829151058197021484e+01,9.736542701721191406e+00,7.914595603942871094e+00
2.517000007504198322e+01,8.158427238464355469e+00,2.719462966918945312e+01,3.795967721939086914e+01,9.579894065856933594e+00,8.003094673156738281e+00
2.518000007507179561e+01,8.216009140014648438e+00,2.738026809692382812e+01,3.922334575653076172e+01,1.072154617309570312e+01,7.401268005371093750e+00
2.519000007510160799e+01,8.171374320983886719e+00,2.740218925476074219e+01,3.912095165252685547e+01,1.017000389099121094e+01,7.868402481079101562e+00
2.520000007513142037e+01,8.071757316589355469e+00,2.724258422851562500e+01,3.965411043167114258e+01,9.789870262145996094e+00,8.143480300903320312e+00
2.521000007516123986e+01,8.442610740661621094e+00,2.727270507812500000e+01,3.718248891830444336e+01,1.029532527923583984e+01,7.327346801757812500e+00
2.522000007519105225e+01,8.485607147216796875e+00,2.718238449096679688e+01,4.291005039215087891e+01,1.106051731109619141e+01,7.925585746765136719e+00
2.523000007522086463e+01,8.110470771789550781e+00,2.699357986450195312e+01,3.962770271301269531e+01,1.034001636505126953e+01,7.811534881591796875e+00
2.524000007525067701e+01,8.241738319396972656e+00,2.683150482177734375e+01,3.782808208465576172e+01,1.066102123260498047e+01,7.173741340637207031e+00
2.525000007528049650e+01,8.067790031433105469e+00,2.673226547241210938e+01,3.963371086120605469e+01,1.096085643768310547e+01,7.303483486175537109e+00
2.526000007531030889e+01,8.396978378295898438e+00,2.666033554077148438e+01,3.629706525802612305e+01,1.071865749359130859e+01,6.964946269989013672e+00
2.527000007534012127e+01,8.195918083190917969e+00,2.701473617553710938e+01,3.736782884597778320e+01,1.080681419372558594e+01,6.934346199035644531e+00
2.528000007536993365e+01,7.920742034912109375e+00,2.664541435241699219e+01,3.898334741592407227e+01,1.026014423370361328e+01,7.651953220367431641e+00
2.529000007539975314e+01,8.425886154174804688e+00,2.628731346130371094e+01,3.784096384048461914e+01,9.996270179748535156e+00,7.667268276214599609e+00
2.530000007542956553e+01,8.711996078491210938e+00,2.707359695434570312e+01,3.850962924957275391e+01,1.105476188659667969e+01,7.143327236175537109e+00
2.531000007545937791e+01,8.077915191650390625e+00,2.703725433349609375e+01,3.586400413513183594e+01,9.899870872497558594e+00,7.389483928680419922e+00
2.532000007548919029e+01,8.001033782958984375e+00,2.679131698608398438e+01,4.146681213378906250e+01,1.073125267028808594e+01,7.916773796081542969e+00
2.533000007551900623e+01,7.925864696502685547e+00,2.706040191650390625e+01,3.923147439956665039e+01,1.055814456939697266e+01,7.636403083801269531e+00
2.534000007554882217e+01,8.186390876770019531e+00,2.703597640991210938e+01,3.821043920516967773e+01,1.084713649749755859e+01,7.069684505462646484e+00
2.535000007557863455e+01,7.921594142913818359e+00,2.662580490112304688e+01,3.978875112533569336e+01,1.040285778045654297e+01,7.775556564331054688e+00
2.536000007560844693e+01,7.770656108856201172e+00,2.621624565124511719e+01,3.587587499618530273e+01,1.029120159149169922e+01,7.160819053649902344e+00
2.537000007563826287e+01,7.860494613647460938e+00,2.665138626098632812e+01,3.914063882827758789e+01,1.054418849945068359e+01,7.524806499481201172e+00
2.538000007566807881e+01,8.817790985107421875e+00,2.670432662963867188e+01,4.448988056182861328e+01,1.157421493530273438e+01,7.737676143646240234e+00
2.539000007569789119e+01,9.199396133422851562e+00,2.708095359802246094e+01,4.200990962982177734e+01,1.111717891693115234e+01,7.602806568145751953e+00
2.540000007572770357e+01,9.096204757690429688e+00,2.672183036804199219e+01,4.042483663558959961e+01,1.009370517730712891e+01,8.134529113769531250e+00
2.541000007575751951e+01,9.674118041992187500e+00,2.605869293212890625e+01,3.845256614685058594e+01,1.052019977569580078e+01,7.536878585815429688e+00
2.542000007578733189e+01,1.007090759277343750e+01,2.679097747802734375e+01,4.439017820358276367e+01,1.068143653869628906e+01,8.333644866943359375e+00
2.543000007581714783e+01,9.538425445556640625e+00,2.705458641052246094e+01,3.418298625946044922e+01,9.996140480041503906e+00,6.981397628784179688e+00
2.544000007584696021e+01,9.339590072631835938e+00,2.679531288146972656e+01,4.228629970550537109e+01,1.059203624725341797e+01,8.121630668640136719e+00
2.545000007587677615e+01,9.462644577026367188e+00,2.655968856811523438e+01,4.076836872100830078e+01,1.024674987792968750e+01,8.024668693542480469e+00
2.546000007590658853e+01,9.364744186401367188e+00,2.680938720703125000e+01,4.079919719696044922e+01,1.018832588195800781e+01,8.051514625549316406e+00
2.547000007593640447e+01,9.224437713623046875e+00,2.704206085205078125e+01,3.780064773559570312e+01,1.124136638641357422e+01,6.747703552246093750e+00
2.548000007596621685e+01,9.415613174438476562e+00,2.685915756225585938e+01,3.915245389938354492e+01,1.039966869354248047e+01,7.593389511108398438e+00
2.549000007599603279e+01,9.715126991271972656e+00,2.673546218872070312e+01,3.372637844085693359e+01,1.017535018920898438e+01,6.768173217773437500e+00
2.550000007602584517e+01,9.419589996337890625e+00,2.678770828247070312e+01,3.587569284439086914e+01,9.639617919921875000e+00,7.477622985839843750e+00
2.551000007605565756e+01,9.576597213745117188e+00,2.698811721801757812e+01,3.562887382507324219e+01,9.857969284057617188e+00,7.338657855987548828e+00
2.552000007608547349e+01,9.483222961425781250e+00,2.717046737670898438e+01,3.794205904006958008e+01,1.011718940734863281e+01,7.669386863708496094e+00
2.553000007611528943e+01,9.289417266845703125e+00,2.691183662414550781e+01,3.668286848068237305e+01,1.079286479949951172e+01,6.892957687377929688e+00
2.554000007614510181e+01,9.375272750854492188e+00,2.737630844116210938e+01,3.454631090164184570e+01,1.071531581878662109e+01,6.508031368255615234e+00
2.555000007617491420e+01,9.960237503051757812e+00,2.667027282714843750e+01,3.008507251739501953e+01,9.276307106018066406e+00,6.555468559265136719e+00
2.556000007620473014e+01,9.413969039916992188e+00,2.733069610595703125e+01,3.738837194442749023e+01,1.090144634246826172e+01,7.027391433715820312e+00
2.557000007623454607e+01,9.334487915039062500e+00,2.741797637939453125e+01,3.637765789031982422e+01,9.979335784912109375e+00,7.398746967315673828e+00
2.558000007626435846e+01,9.335470199584960938e+00,2.708133316040039062e+01,3.778650522232055664e+01,1.023683547973632812e+01,7.432310104370117188e+00
2.559000007629417084e+01,9.406086921691894531e+00,2.688536834716796875e+01,4.316077518463134766e+01,1.097760963439941406e+01,7.978727817535400391e+00
2.560000007632398678e+01,8.569197654724121094e+00,2.727458763122558594e+01,3.630335092544555664e+01,1.049281787872314453e+01,6.996721744537353516e+00
2.561000007635380271e+01,8.624357223510742188e+00,2.672217559814453125e+01,3.533338308334350586e+01,1.052554607391357422e+01,6.832465648651123047e+00
2.562000007638361510e+01,8.553259849548339844e+00,2.719550704956054688e+01,3.704703044891357422e+01,1.018293285369873047e+01,7.450324058532714844e+00
2.563000007641342748e+01,8.410273551940917969e+00,2.719496154785156250e+01,3.420455884933471680e+01,9.902846336364746094e+00,7.023422718048095703e+00
2.564000007644323986e+01,7.818068504333496094e+00,2.694227981567382812e+01,4.108349847793579102e+01,1.058276081085205078e+01,7.840999603271484375e+00
2.565000007647305580e+01,7.966905117034912109e+00,2.713415527343750000e+01,3.731521797180175781e+01,1.025923919677734375e+01,7.338312625885009766e+00
2.566000007650287174e+01,8.367951393127441406e+00,2.701810073852539062e+01,3.632816123962402344e+01,9.474488258361816406e+00,7.691880226135253906e+00
2.567000007653268412e+01,8.658969879150390625e+00,2.736883163452148438e+01,3.776484727859497070e+01,1.033128452301025391e+01,7.398045539855957031e+00
2.568000007656249650e+01,8.860469818115234375e+00,2.676691436767578125e+01,4.245110893249511719e+01,1.064484596252441406e+01,7.983037948608398438e+00
2.569000007659231244e+01,8.599905014038085938e+00,2.656365585327148438e+01,4.425382852554321289e+01,1.097968006134033203e+01,8.062467575073242188e+00
2.570000007662212838e+01,8.540234565734863281e+00,2.675914764404296875e+01,4.181831359863281250e+01,1.044342708587646484e+01,8.026440620422363281e+00
2.571000007665194076e+01,8.590089797973632812e+00,2.712716293334960938e+01,3.831086874008178711e+01,1.018844890594482422e+01,7.622306823730468750e+00
2.572000007668175314e+01,8.702255249023437500e+00,2.712736129760742188e+01,4.080954980850219727e+01,1.096504688262939453e+01,7.491405487060546875e+00
2.573000007671156553e+01,8.886197090148925781e+00,2.715755462646484375e+01,3.764613151550292969e+01,1.051422500610351562e+01,7.165850162506103516e+00
2.574000007674138502e+01,8.674482345581054688e+00,2.732795333862304688e+01,3.786845302581787109e+01,1.033503913879394531e+01,7.349059104919433594e+00
2.575000007677119740e+01,8.544660568237304688e+00,2.736260223388671875e+01,4.220753288269042969e+01,1.020192146301269531e+01,8.282672882080078125e+00
2.576000007680100978e+01,8.408596038818359375e+00,2.730318069458007812e+01,3.547504329681396484e+01,9.417196273803710938e+00,7.647209167480468750e+00
2.577000007683082217e+01,8.283606529235839844e+00,2.744889831542968750e+01,4.012474536895751953e+01,1.086014747619628906e+01,7.397431373596191406e+00
2.578000007686064166e+01,8.014066696166992188e+00,2.753738021850585938e+01,3.857356691360473633e+01,1.038549041748046875e+01,7.474384784698486328e+00
2.579000007689045404e+01,8.494112968444824219e+00,2.776040267944335938e+01,3.780692911148071289e+01,1.067864322662353516e+01,7.145118713378906250e+00
2.580000007692026642e+01,8.327381134033203125e+00,2.700962257385253906e+01,3.809042787551879883e+01,1.052743816375732422e+01,7.248627662658691406e+00
2.581000007695007881e+01,8.157485961914062500e+00,2.643384552001953125e+01,4.006388139724731445e+01,9.885931968688964844e+00,8.111279487609863281e+00
2.582000007697989474e+01,7.674903869628906250e+00,2.709892654418945312e+01,4.336125373840332031e+01,1.139164924621582031e+01,7.618847370147705078e+00
2.583000007700971068e+01,7.719130516052246094e+00,2.724294090270996094e+01,3.949948835372924805e+01,1.000863265991210938e+01,8.101823806762695312e+00
2.584000007703952306e+01,7.598910808563232422e+00,2.735029602050781250e+01,4.328897571563720703e+01,1.100303554534912109e+01,7.964843273162841797e+00
2.585000007706933545e+01,7.900431632995605469e+00,2.727789306640625000e+01,3.883422470092773438e+01,1.048171997070312500e+01,7.416939258575439453e+00
2.586000007709915138e+01,7.990818023681640625e+00,2.741651535034179688e+01,4.531242990493774414e+01,1.155080032348632812e+01,7.873014926910400391e+00
2.587000007712896732e+01,7.924679756164550781e+00,2.725128936767578125e+01,4.417971754074096680e+01,1.053950214385986328e+01,8.419130325317382812e+00
2.588000007715877970e+01,8.327980041503906250e+00,2.719790649414062500e+01,4.229431915283203125e+01,1.126250076293945312e+01,7.582438945770263672e+00
2.589000007718859209e+01,8.158983230590820312e+00,2.693563461303710938e+01,3.905344009399414062e+01,1.081044864654541016e+01,7.301766395568847656e+00
2.590000007721840802e+01,8.280874252319335938e+00,2.756768226623535156e+01,3.894327116012573242e+01,1.031338977813720703e+01,7.843704700469970703e+00
2.591000007724822041e+01,8.187045097351074219e+00,2.755854797363281250e+01,4.317520236968994141e+01,1.052853393554687500e+01,8.205093383789062500e+00
